# Supplementary Dataset S13. This tab delmited table contains the results of the aseQTL linkage results of the 4133 antisense traits at 5% FDR.
#
# This tab delmited table is the results of the aseQTL linkage results
# of the 4133 antisense traits at 5% FDR. Each row correspond
# to one linkage between a target antisense trait and its aseQTL. When 
# a trait was linked to more several locus correlated more than 0.8
# we considered that it corresponded to a single QTL, which position
# could not be determined. they were regroup.
# Here each row correpond to a group and the different location 
# of the grouped QTL are separated with coma.
#
# First field is the name of antisense trait (target)
# Next 3 fields are the coordiante of the QTL as a
# genomic interval.  Note that each QTL is considered
# as spanning in between the first non linked variant.
# last field is an indicater of whether the linkage correspong to 
# a cis or a trans linakge 
# 
# if you have questions mail: 
# mathieu.clement-ziza(at)uni-koeln.de
# andreas.beyer(at)uni-koeln.de
# j.bahler(at)ucl.ac.uk
#
target	chromosome	start	end	qtl_type
SPAPB18E9.04c	chromosome_1	2447403	2452268	trans
SPAPB1A10.02	chromosome_3	2087770	2123837	trans
SPAPB1A10.07c	chromosome_3	2087770	2123837	trans
SPAPB1A10.09	chromosome_3	2102509	2119802	trans
SPAPB1A10.11c	chromosome_3	2087770	2123837	trans
SPAPB1A10.12c	chromosome_2	2305695	2334988	trans
SPAPB1E7.02c	chromosome_3	2084276	2119802	trans
SPAPB1E7.05	chromosome_1	3554341	3745990	cis
SPAPB1E7.06c	chromosome_3	2084276	2119802	trans
SPAPB1E7.07	chromosome_3	2084276	2123837	trans
SPAPB1E7.10	chromosome_3	2087770	2119802	trans
SPAPB1E7.11c	chromosome_3	2087770	2119802	trans
SPAPB21F2.02	chromosome_1	512086	578088	cis
SPAPB24D3.01	chromosome_2	2202682	2304929	trans
SPAPB24D3.02c	chromosome_3	2084276	2119802	trans
SPAPB24D3.03	chromosome_3	2087770	2123837	trans
SPAPB2B4.03	chromosome_1	2810876	2813185	cis
SPAPB2B4.04c	chromosome_2	2311107	2316554	trans
SPAPB2B4.06	chromosome_1	2541698	2547852	cis
SPAPB8E5.03	chromosome_3	2084276	2123837	trans
SPAPB8E5.09	chromosome_3	2087770	2123837	trans
SPAPJ696.01c	chromosome_3	2101294	2119802	trans
SPAPJ696.02	chromosome_3	2087770	2119802	trans
SPAPYUG7.02c	chromosome_2	2894538	2900957	trans
SPAPYUG7.02c	chromosome_3	2087770	2123837	trans
SPAPYUG7.06	chromosome_1	1866803	1888755	trans
SPAPYUK71.03c	chromosome_3	2087770	2123837	trans
SPBC106.01	chromosome_3	2087770	2119802	trans
SPBC106.09	chromosome_3	2087770	2123837	trans
SPBC106.10	chromosome_1	4463093	4611044	trans
SPBC106.10	chromosome_3	2087770	2119802	trans
SPBC106.12c	chromosome_1	4268319	4288609	trans
SPBC106.14c	chromosome_3	2087770	2123837	trans
SPBC106.15	chromosome_1	3554341	3745990	trans
SPBC106.17c	chromosome_3	2087770	2123837	trans
SPBC1105.01	chromosome_3	2087770	2119802	trans
SPBC1105.04c	chromosome_3	2101294	2123837	trans
SPBC1105.06	chromosome_3	2087770	2119802	trans
SPBC1105.07c	chromosome_1	3304235	3318540	trans
SPBC1105.07c	chromosome_3	2101294	2119802	trans
SPBC1105.08	chromosome_1	3030626	3307217	trans
SPBC1105.10	chromosome_3	2101294	2104480	trans
SPBC119.01	chromosome_3	2084276	2119802	trans
SPBC119.05c	chromosome_1	1867289	2055773	trans
SPBC119.09c	chromosome_3	1728453	1761652	trans
SPBC119.10	chromosome_3	2087770	2123837	trans
SPBC119.12	chromosome_3	2084276	2104480	trans
SPBC119.13c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPBC119.13c	chromosome_3	2087770	2119802	trans
SPBC1198.01	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPBC1198.01	chromosome_3	2087770	2123837	trans
SPBC1198.02	chromosome_1	3926065	3991338	trans
SPBC1198.03c	chromosome_3	2101294	2119802	trans
SPBC1198.04c	chromosome_1	3321289	3442884	trans
SPBC1198.05	chromosome_3	2087770	2119802	trans
SPBC1198.10c	chromosome_2	174056	190046	cis
SPBC1198.11c	chromosome_3	2084276	2123837	trans
SPBC1198.12	chromosome_3	2087770	2119802	trans
SPBC11B10.01	chromosome_3	2087770	2123837	trans
SPBC11B10.02c	chromosome_3	2087770	2123837	trans
SPBC11C11.01	chromosome_3	2087770	2104480	trans
SPBC11C11.04c	chromosome_3	2101294	2123837	trans
SPBC11C11.08	chromosome_3	1	55276	trans
SPBC11G11.06c	chromosome_3	2087770	2119802	trans
SPBC1271.01c	chromosome_3	2087770	2123837	trans
SPBC1271.03c	chromosome_3	2087770	2123837	trans
SPBC1271.06c	chromosome_3	657594	677595	trans
SPBC1271.06c	chromosome_3	2087770	2119802	trans
SPBC1271.07c	chromosome_1	2541698	2547852	trans
SPBC1271.10c	chromosome_3	2087770	2123837	trans
SPBC1271.11	chromosome_2	3942052	3978065	trans
SPBC1271.14	chromosome_3	2087770	2119802	trans
SPBC1271.15c	chromosome_3	2087770	2123837	trans
SPBC1289.01c	chromosome_3	2101294	2119802	trans
SPBC1289.02c	chromosome_1	3809960	3926065	trans
SPBC1289.04c	chromosome_3	2087770	2119802	trans
SPBC1289.08	chromosome_3	2101294	2123837	trans
SPBC1289.10c	chromosome_3	2084276	2123837	trans
SPBC1289.12	chromosome_3	2078298	2123837	trans
SPBC1289.15	chromosome_3	1668443	1721869	trans
SPBC1289.16c	chromosome_1	3440649	3456618	trans
SPBC12C2.04	chromosome_3	2084276	2119802	trans
SPBC12C2.06	chromosome_3	2084276	2119802	trans
SPBC12C2.07c	chromosome_3	2087770	2119802	trans
SPBC12C2.09c	chromosome_3	2087770	2123837	trans
SPBC12C2.12c	chromosome_3	2078298	2123837	trans
SPBC12C2.14c	chromosome_1	1075590	1077838	trans
SPBC12D12.01	chromosome_1	3315647	3456618	trans
SPBC12D12.04c	chromosome_1	4947071	4961351	trans
SPBC12D12.04c	chromosome_3	2078298	2119802	trans
SPBC12D12.05c	chromosome_3	2102509	2119802	trans
SPBC12D12.06	chromosome_3	2101294	2119802	trans
SPBC1306.01c	chromosome_3	2087770	2123837	trans
SPBC1306.02	chromosome_3	2102509	2119802	trans
SPBC1347.01c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPBC1347.08c	chromosome_3	2102509	2119802	trans
SPBC1347.08c	chromosome_3	2255450	2295758	trans
SPBC1347.10	chromosome_3	2087770	2119802	trans
SPBC1347.12	chromosome_3	2087770	2123837	trans
SPBC13E7.02	chromosome_3	2101294	2104480	trans
SPBC13E7.03c	chromosome_3	2045151	2081191	trans
SPBC13E7.06	chromosome_1	4323910	4364759	trans
SPBC13E7.07	chromosome_3	2101294	2123837	trans
SPBC13E7.08c	chromosome_2,chromosome_2	2902515,3153754	2937377,3161849	cis
SPBC13E7.10c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPBC13E7.10c	chromosome_3	2084276	2119802	trans
SPBC13G1.01c	chromosome_3	2087770	2104480	trans
SPBC13G1.03c	chromosome_3	2087770	2123837	trans
SPBC13G1.04c	chromosome_3	2087770	2123837	trans
SPBC13G1.07	chromosome_3	2087770	2123837	trans
SPBC13G1.08c	chromosome_3	2102509	2119802	trans
SPBC13G1.12	chromosome_3	2084276	2104480	trans
SPBC13G1.13	chromosome_3	2087770	2119802	trans
SPBC13G1.14c	chromosome_3	2087770	2119802	trans
SPBC13G1.16	chromosome_3	2078298	2119802	trans
SPBC146.01	chromosome_2	959488	981623	cis
SPBC146.02	chromosome_1,chromosome_1	2937800,4463093	2955088,4611044	trans
SPBC146.03c	chromosome_3	2087770	2123837	trans
SPBC146.04	chromosome_3	2087770	2123837	trans
SPBC146.09c	chromosome_3	2087770	2119802	trans
SPBC146.12	chromosome_2	808514	828758	trans
SPBC146.13c	chromosome_3	2084276	2123837	trans
SPBC14C8.01c	chromosome_3	2087770	2123837	trans
SPBC14C8.03	chromosome_3	766299	772087	trans
SPBC14C8.06	chromosome_3	2102509	2119802	trans
SPBC14C8.07c	chromosome_1	2925637	3456618	trans
SPBC14C8.11c	chromosome_3	2087770	2119802	trans
SPBC14C8.12	chromosome_3	2101294	2123837	trans
SPBC14C8.16c	chromosome_3	2087770	2123837	trans
SPBC14C8.17c	chromosome_3	2084276	2119802	trans
SPBC14F5.02	chromosome_3	2087770	2119802	trans
SPBC14F5.03c	chromosome_3	2087770	2119802	trans
SPBC14F5.05c	chromosome_3	2084276	2123837	trans
SPBC14F5.07	chromosome_3	2084276	2119802	trans
SPBC14F5.08	chromosome_3	2087770	2123837	trans
SPBC14F5.12c	chromosome_1,chromosome_1	2901962,4467160	2926804,4949138	trans
SPBC1539.02	chromosome_3	2087770	2119802	trans
SPBC1539.07c	chromosome_3	2087770	2123837	trans
SPBC1539.08	chromosome_2	852801	903483	trans
SPBC1539.09c	chromosome_3	2087770	2123837	trans
SPBC15C4.05	chromosome_3	2087770	2123837	trans
SPBC15D4.01c	chromosome_3	2087770	2123837	trans
SPBC15D4.05	chromosome_3	2101294	2119802	trans
SPBC15D4.07c	chromosome_3	2117330	2123837	trans
SPBC15D4.09c	chromosome_1	3443342	3556754	trans
SPBC15D4.14	chromosome_2	3839530	3868726	trans
SPBC1604.01	chromosome_1	2937800	3318540	trans
SPBC1604.01	chromosome_3	2087770	2119802	trans
SPBC1604.04	chromosome_1	3723871	3926065	trans
SPBC1604.06c	chromosome_3	2084276	2104480	trans
SPBC1604.07	chromosome_3	2087770	2123837	trans
SPBC1604.08c	chromosome_1	1077059	1110692	trans
SPBC1604.08c	chromosome_3	2087770	2119802	trans
SPBC1604.09c	chromosome_1	3315647	3557103	trans
SPBC1604.12	chromosome_3	2084276	2123837	trans
SPBC1604.15	chromosome_3	2087770	2123837	trans
SPBC1604.18c	chromosome_3	2078298	2104480	trans
SPBC1677.03c	chromosome_3	2087770	2123837	trans
SPBC1683.02	chromosome_3	2101294	2123837	trans
SPBC1683.06c	chromosome_1	2937800	3442884	trans
SPBC1683.07	chromosome_1	2810876	2950891	trans
SPBC1683.08	chromosome_1	3809960	3926065	trans
SPBC1683.11c	chromosome_1	3996024	4121749	trans
SPBC1683.12	chromosome_1	2810876	2955088	trans
SPBC1685.04	chromosome_3	2102509	2123837	trans
SPBC1685.05	chromosome_3	2087770	2119802	trans
SPBC1685.11	chromosome_2	3715149	3724888	trans
SPBC1685.14c	chromosome_3	2101294	2123837	trans
SPBC1685.15c	chromosome_3	2087770	2119802	trans
SPBC16A3.01	chromosome_3	2087770	2123837	trans
SPBC16A3.02c	chromosome_3	2078298	2123837	trans
SPBC16A3.03c	chromosome_1	5403412	5448529	trans
SPBC16A3.03c	chromosome_3	2084276	2123837	trans
SPBC16A3.04	chromosome_2	4222004	4290322	cis
SPBC16A3.04	chromosome_3	2078298	2104480	trans
SPBC16A3.05c	chromosome_3	2087770	2119802	trans
SPBC16A3.06	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPBC16A3.06	chromosome_3	2102509	2119802	trans
SPBC16A3.09c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPBC16A3.10	chromosome_3	2101294	2119802	trans
SPBC16A3.11	chromosome_3	2087770	2119802	trans
SPBC16A3.12c	chromosome_3	2101294	2119802	trans
SPBC16A3.13	chromosome_2	4222004	4290322	cis
SPBC16A3.15c	chromosome_3	2123265	2125061	trans
SPBC16A3.16	chromosome_1	844407	907801	trans
SPBC16A3.17c	chromosome_3	2087770	2119802	trans
SPBC16C6.01c	chromosome_3	2087770	2119802	trans
SPBC16C6.06	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPBC16C6.06	chromosome_3	2087770	2119802	trans
SPBC16C6.08c	chromosome_1	3809960	3926065	trans
SPBC16C6.10	chromosome_3	1627353	1631712	trans
SPBC16D10.02	chromosome_3	2101294	2119802	trans
SPBC16D10.03	chromosome_3	2087770	2123837	trans
SPBC16D10.04c	chromosome_1	3723871	3745990	trans
SPBC16D10.04c	chromosome_3	2101294	2119802	trans
SPBC16D10.05	chromosome_1	3321289	3557103	trans
SPBC16D10.06	chromosome_1	2541698	2547852	trans
SPBC16D10.07c	chromosome_3	2102509	2119802	trans
SPBC16D10.08c	chromosome_3	2101294	2104480	trans
SPBC16D10.10	chromosome_3	2087770	2123837	trans
SPBC16E9.02c	chromosome_3	2084276	2119802	trans
SPBC16E9.06c	chromosome_3	2087770	2119802	trans
SPBC16E9.08	chromosome_3	2087770	2104480	trans
SPBC16E9.10c	chromosome_3	2087770	2123837	trans
SPBC16E9.13	chromosome_3	2087770	2119802	trans
SPBC16E9.16c	chromosome_3	2087770	2119802	trans
SPBC16E9.18	chromosome_3	2087770	2123837	trans
SPBC16G5.01	chromosome_3	2087770	2123837	trans
SPBC16G5.02c	chromosome_3	2084276	2123837	trans
SPBC16G5.03	chromosome_3	2102509	2119802	trans
SPBC16G5.04	chromosome_3	2087770	2123837	trans
SPBC16G5.07c	chromosome_1	4288609	4467160	trans
SPBC16G5.09	chromosome_3	2101294	2119802	trans
SPBC16G5.11c	chromosome_3	2087770	2123837	trans
SPBC16G5.12c	chromosome_3	2087770	2119802	trans
SPBC16G5.15c	chromosome_3	2101294	2119802	trans
SPBC16G5.17	chromosome_2	4222004	4289304	cis
SPBC16H5.03c	chromosome_3	2087770	2123837	trans
SPBC16H5.05c	chromosome_3	2087770	2123837	trans
SPBC1703.02	chromosome_3	2087770	2123837	trans
SPBC1703.03c	chromosome_3	2087770	2119802	trans
SPBC1703.04	chromosome_3	2101294	2119802	trans
SPBC1703.05	chromosome_3	2087770	2119802	trans
SPBC1703.06	chromosome_3	2102509	2123837	trans
SPBC1703.08c	chromosome_3	2087770	2119802	trans
SPBC1703.11	chromosome_2	2311107	2316554	trans
SPBC1703.14c	chromosome_3	2101294	2119802	trans
SPBC1706.01	chromosome_3	2087770	2123837	trans
SPBC1706.03	chromosome_3	2101294	2119802	trans
SPBC1709.01	chromosome_3	2087770	2119802	trans
SPBC1709.02c	chromosome_3	2087770	2123837	trans
SPBC1709.03	chromosome_3	2101294	2119802	trans
SPBC1709.04c	chromosome_3	2101294	2119802	trans
SPBC1709.07	chromosome_1	5161435	5202829	trans
SPBC1709.09	chromosome_3	2087770	2123837	trans
SPBC1709.13c	chromosome_3	2101294	2104480	trans
SPBC1709.15c	chromosome_1	4962262	4967077	trans
SPBC1709.15c	chromosome_3	2087770	2123837	trans
SPBC1709.17	chromosome_3	2078298	2123837	trans
SPBC1709.18	chromosome_2	3712576	3724190	trans
SPBC1711.03	chromosome_1	3315647	3326503	trans
SPBC1711.04	chromosome_3	2101294	2119802	trans
SPBC1711.07	chromosome_3	2087770	2123837	trans
SPBC1711.09c	chromosome_3	2087770	2123837	trans
SPBC1711.10c	chromosome_3	2078298	2123837	trans
SPBC1711.12	chromosome_3	2087770	2123837	trans
SPBC1711.13	chromosome_3	2087770	2123837	trans
SPBC1711.14	chromosome_3	2087770	2123837	trans
SPBC1711.17	chromosome_3	2084276	2123837	trans
SPBC1718.06	chromosome_3	2084276	2119802	trans
SPBC1734.01c	chromosome_3	2087770	2123837	trans
SPBC1734.02c	chromosome_3	2101294	2119802	trans
SPBC1734.04	chromosome_3	2075876	2119802	trans
SPBC1734.06	chromosome_1	2810876	2813185	trans
SPBC1734.07c	chromosome_3	2087770	2123837	trans
SPBC1734.09	chromosome_3	2101294	2119802	trans
SPBC1734.10c	chromosome_3	2101294	2104480	trans
SPBC1734.12c	chromosome_3	2087770	2123837	trans
SPBC1734.13	chromosome_3	2087770	2123837	trans
SPBC1734.15	chromosome_3	2087770	2123837	trans
SPBC1773.01	chromosome_3	2078298	2104480	trans
SPBC1773.03c	chromosome_3	2102509	2123837	trans
SPBC1773.05c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPBC1773.05c	chromosome_3	2084276	2119802	trans
SPBC1773.09c	chromosome_3	2078298	2123837	trans
SPBC1773.11c	chromosome_3	1999529	2010864	trans
SPBC1773.12	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPBC1773.15	chromosome_3	2087770	2123837	trans
SPBC1773.16c	chromosome_3	2102509	2123837	trans
SPBC1778.02	chromosome_3	2076412	2077429	trans
SPBC1778.03c	chromosome_3	2084276	2119802	trans
SPBC1778.07	chromosome_1	1663041	1666321	trans
SPBC1778.07	chromosome_3	2087770	2123837	trans
SPBC1778.08c	chromosome_3	2087770	2123837	trans
SPBC1778.10c	chromosome_3	2084276	2123837	trans
SPBC17A3.03c	chromosome_3	2087770	2119802	trans
SPBC17A3.05c	chromosome_2	3635637	3712576	trans
SPBC17D1.02	chromosome_3	2101294	2119802	trans
SPBC17D1.03c	chromosome_3	2084276	2119802	trans
SPBC17D1.04	chromosome_3	2087770	2123837	trans
SPBC17D11.02c	chromosome_3	2087770	2119802	trans
SPBC17D11.04c	chromosome_1	3321289	3456618	trans
SPBC17F3.01c	chromosome_3	2078298	2123837	trans
SPBC17G9.04c	chromosome_3	2101294	2123837	trans
SPBC17G9.05	chromosome_3	2087770	2119802	trans
SPBC17G9.06c	chromosome_1	2531296	2547852	trans
SPBC17G9.08c	chromosome_3	2087770	2123837	trans
SPBC17G9.09	chromosome_1	1850614	1867289	trans
SPBC17G9.11c	chromosome_3	2084276	2093353	trans
SPBC1826.01c	chromosome_3	2087770	2119802	trans
SPBC1861.01c	chromosome_3	2101294	2123837	trans
SPBC1861.04c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPBC18A7.01	chromosome_1	2950891	3456618	trans
SPBC18A7.02c	chromosome_3	2101294	2104480	trans
SPBC18E5.01	chromosome_3	2087770	2119802	trans
SPBC18E5.02c	chromosome_1	2810876	2813185	trans
SPBC18E5.02c	chromosome_3	2084276	2119802	trans
SPBC18E5.05c	chromosome_3	2087770	2123837	trans
SPBC18H10.05	chromosome_1	3809960	3926065	trans
SPBC18H10.05	chromosome_3	2087770	2123837	trans
SPBC18H10.11c	chromosome_3	2087770	2101881	trans
SPBC18H10.15	chromosome_3	2078298	2084775	trans
SPBC18H10.16	chromosome_3	2087770	2119802	trans
SPBC18H10.17c	chromosome_3	2087770	2123837	trans
SPBC18H10.20c	chromosome_3	2087770	2123837	trans
SPBC1921.02	chromosome_3	2084276	2123837	trans
SPBC1921.03c	chromosome_2	4221110	4227280	trans
SPBC19C2.04c	chromosome_3	2084276	2123837	trans
SPBC19C2.05	chromosome_3	2101294	2119802	trans
SPBC19C2.09	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPBC19C2.09	chromosome_3	2101294	2119802	trans
SPBC19C2.11c	chromosome_1	1149946	1162878	trans
SPBC19C2.13c	chromosome_3	2087770	2119802	trans
SPBC19C7.02	chromosome_1	4268319	4467160	trans
SPBC19C7.03	chromosome_3	2101294	2119802	trans
SPBC19C7.04c	chromosome_1	2055773	2215281	trans
SPBC19C7.06	chromosome_3	2084276	2119802	trans
SPBC19C7.07c	chromosome_3	2087770	2119802	trans
SPBC19C7.08c	chromosome_3	2087770	2123837	trans
SPBC19C7.11	chromosome_1	2937800	3326503	trans
SPBC19C7.12c	chromosome_3	2087770	2119802	trans
SPBC19F5.01c	chromosome_3	2087770	2119802	trans
SPBC19F5.02c	chromosome_3	2087770	2123837	trans
SPBC19F5.03	chromosome_1	3315647	3326503	trans
SPBC19F5.03	chromosome_3	2087770	2119802	trans
SPBC19F5.05c	chromosome_3	2078298	2123837	trans
SPBC19F8.01c	chromosome_1,chromosome_1	2901962,4602196	2955088,4949138	trans
SPBC19F8.02	chromosome_3	2084276	2119802	trans
SPBC19F8.03c	chromosome_2	3635637	3712576	trans
SPBC19F8.04c	chromosome_3	2087770	2123837	trans
SPBC19G7.01c	chromosome_3	2087770	2101881	trans
SPBC19G7.04	chromosome_3	2087770	2123837	trans
SPBC19G7.06	chromosome_3	2087770	2123837	trans
SPBC19G7.07c	chromosome_3	2102509	2119802	trans
SPBC19G7.08c	chromosome_3	2078298	2119802	trans
SPBC19G7.09	chromosome_3	2078298	2123837	trans
SPBC19G7.10c	chromosome_3	2087770	2119802	trans
SPBC19G7.13	chromosome_3	55276	62706	trans
SPBC19G7.15	chromosome_3	2087770	2123837	trans
SPBC19G7.16	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPBC19G7.18c	chromosome_3	1048120	1156580	trans
SPBC1A4.02c	chromosome_3	2102509	2119802	trans
SPBC1A4.04	chromosome_3	107682	124916	trans
SPBC1A4.05	chromosome_3	2076412	2077429	trans
SPBC1A4.05	chromosome_3	2117330	2123837	trans
SPBC1A4.06c	chromosome_3	2087770	2104480	trans
SPBC1A4.10c	chromosome_3	2084276	2123837	trans
SPBC1D7.01	chromosome_1	2950891	3456618	trans
SPBC1D7.05	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPBC1E8.03c	chromosome_3	2087770	2123837	trans
SPBC20F10.02c	chromosome_3	2101294	2119802	trans
SPBC20F10.05	chromosome_3	2087770	2119802	trans
SPBC20F10.06	chromosome_2	1308029	1347996	trans
SPBC20F10.07	chromosome_1	3315647	3326503	trans
SPBC20F10.07	chromosome_3	2087770	2119802	trans
SPBC20F10.08c	chromosome_3	2087770	2123837	trans
SPBC21.01	chromosome_2	3724190	3759342	trans
SPBC21.02	chromosome_3	2087770	2123837	trans
SPBC21.03c	chromosome_1	2810876	2813185	trans
SPBC211.01	chromosome_3	2084276	2119802	trans
SPBC211.03c	chromosome_3	2101294	2104480	trans
SPBC211.04c	chromosome_3	2087770	2119802	trans
SPBC211.05	chromosome_1	3315647	3326503	trans
SPBC211.06	chromosome_1	619866	749810	trans
SPBC211.08c	chromosome_3	2101294	2123837	trans
SPBC215.03c	chromosome_3	2087770	2123837	trans
SPBC215.07c	chromosome_1	2925637	3326503	trans
SPBC215.12	chromosome_1	4463093	4611044	trans
SPBC215.14c	chromosome_3	2087770	2123837	trans
SPBC216.01c	chromosome_3	2084276	2119802	trans
SPBC216.02	chromosome_3	2084276	2119802	trans
SPBC216.04c	chromosome_2	4425069	4539804	trans
SPBC216.05	chromosome_3	2087770	2123837	trans
SPBC216.07c	chromosome_1	2526720	2543911	trans
SPBC21B10.07	chromosome_3	2087770	2123837	trans
SPBC21B10.09	chromosome_3	2087770	2123837	trans
SPBC21B10.13c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPBC21C3.01c	chromosome_1	2531296	2539126	trans
SPBC21C3.03	chromosome_1	3030626	3034677	trans
SPBC21C3.08c	chromosome_1	1077059	1110692	trans
SPBC21C3.10c	chromosome_2	3798692	3942052	cis
SPBC21C3.12c	chromosome_2	1305421	1308029	trans
SPBC21C3.18	chromosome_3	2102509	2119802	trans
SPBC21C3.19	chromosome_2	148307	177201	trans
SPBC21D10.06c	chromosome_1	3315647	3456618	trans
SPBC21D10.10	chromosome_2	1305421	1314587	trans
SPBC21D10.10	chromosome_3	2084276	2119802	trans
SPBC21H7.04	chromosome_3	2078298	2084775	trans
SPBC21H7.06c	chromosome_3	2087770	2119802	trans
SPBC23E6.01c	chromosome_3	2101294	2123837	trans
SPBC23E6.03c	chromosome_3	2087770	2123837	trans
SPBC23E6.04c	chromosome_3	2045151	2076359	trans
SPBC23E6.06c	chromosome_3	2087770	2123837	trans
SPBC23E6.07c	chromosome_1,chromosome_1	2665053,4602196	3326503,4949138	trans
SPBC23E6.10c	chromosome_3	2117330	2123837	trans
SPBC23G7.04c	chromosome_3	2084276	2123837	trans
SPBC23G7.06c	chromosome_3	2087770	2123837	trans
SPBC23G7.13c	chromosome_3	2087770	2104480	trans
SPBC23G7.14	chromosome_3	2084276	2123837	trans
SPBC244.01c	chromosome_3	2078298	2123837	trans
SPBC244.02c	chromosome_3	676403	709290	trans
SPBC24C6.04	chromosome_3	2102509	2119802	trans
SPBC24C6.05	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPBC24C6.07	chromosome_3	2087770	2123837	trans
SPBC24C6.09c	chromosome_3	2101294	2119802	trans
SPBC24C6.10c	chromosome_3	2087770	2123837	trans
SPBC24C6.11	chromosome_3	2087770	2119802	trans
SPBC25B2.01	chromosome_3	2087770	2119802	trans
SPBC25B2.02c	chromosome_3	2087770	2119802	trans
SPBC25B2.07c	chromosome_3	2102509	2119802	trans
SPBC25H2.03	chromosome_3	2087770	2104480	trans
SPBC25H2.05	chromosome_3	2102509	2119802	trans
SPBC25H2.06c	chromosome_1	5394093	5426617	trans
SPBC25H2.08c	chromosome_3	2084276	2119802	trans
SPBC25H2.12c	chromosome_2	3245021	3332194	cis
SPBC25H2.13c	chromosome_3	2101294	2119802	trans
SPBC25H2.15	chromosome_3	2084276	2123837	trans
SPBC26H8.01	chromosome_2	3827447	3878311	cis
SPBC26H8.04c	chromosome_1	763187	830171	trans
SPBC26H8.05c	chromosome_1	1830832	1835068	trans
SPBC26H8.09c	chromosome_1,chromosome_1	5153377,5390469	5200800,5449783	trans
SPBC26H8.10	chromosome_3	2087770	2119802	trans
SPBC26H8.11c	chromosome_3	2101294	2104480	trans
SPBC26H8.12	chromosome_3	2087770	2123837	trans
SPBC26H8.14c	chromosome_1	739951	763636	trans
SPBC27.01c	chromosome_3	2084276	2093353	trans
SPBC27.02c	chromosome_3	2087770	2119802	trans
SPBC27.08c	chromosome_2	2311107	2316554	trans
SPBC27B12.03c	chromosome_3	2101294	2119802	trans
SPBC27B12.05	chromosome_3	2101294	2123837	trans
SPBC27B12.09c	chromosome_1	3315647	3326503	trans
SPBC27B12.09c	chromosome_3	2087770	2123837	trans
SPBC28E12.01c	chromosome_1	3440649	3556754	trans
SPBC28E12.06c	chromosome_3	2087770	2119802	trans
SPBC28F2.02	chromosome_3	2087770	2119802	trans
SPBC28F2.05c	chromosome_3	2101294	2123837	trans
SPBC28F2.06c	chromosome_3	2117330	2123837	trans
SPBC28F2.10c	chromosome_3	2087770	2119802	trans
SPBC29A10.04	chromosome_3	2087770	2119802	trans
SPBC29A10.06c	chromosome_1	4142796	4183961	trans
SPBC29A10.07	chromosome_1	2810876	2813185	trans
SPBC29A10.11c	chromosome_3	2087770	2119802	trans
SPBC29A10.14	chromosome_1	2925637	3326503	trans
SPBC29A10.15	chromosome_3	2087770	2123837	trans
SPBC29A10.16c	chromosome_1	3440649	3556754	trans
SPBC29A3.01	chromosome_3	2084276	2119802	trans
SPBC29A3.02c	chromosome_3	2101294	2119802	trans
SPBC29A3.09c	chromosome_3	2101294	2104480	trans
SPBC29A3.13	chromosome_3	2087770	2101881	trans
SPBC29A3.15c	chromosome_1,chromosome_1	2665053,4602196	3326503,4949138	trans
SPBC29A3.16	chromosome_1	1666321	1668957	trans
SPBC2A9.02	chromosome_1	5403412	5448529	trans
SPBC2A9.03	chromosome_1	3315647	3326503	trans
SPBC2A9.09	chromosome_3	2101294	2119802	trans
SPBC2A9.10	chromosome_3	2087770	2119802	trans
SPBC2A9.13	chromosome_1	3723871	3816912	trans
SPBC2D10.05	chromosome_1	3554341	3745990	trans
SPBC2D10.06	chromosome_3	2084276	2123837	trans
SPBC2D10.09	chromosome_3	2084276	2123837	trans
SPBC2D10.12	chromosome_3	726604	732326	trans
SPBC2D10.12	chromosome_3	2087770	2119802	trans
SPBC2D10.17	chromosome_3	2087770	2119802	trans
SPBC2D10.18	chromosome_3	2087770	2123837	trans
SPBC2F12.05c	chromosome_1	3745734	3926065	trans
SPBC2F12.10	chromosome_1,chromosome_1	2661698,4602196	2955088,4949138	trans
SPBC2F12.13	chromosome_3	2084276	2123837	trans
SPBC2F12.15c	chromosome_1	3917561	3926238	trans
SPBC2G2.01c	chromosome_1	2810876	2813185	trans
SPBC2G2.02	chromosome_3	2087770	2123837	trans
SPBC2G2.08	chromosome_3	2084276	2119802	trans
SPBC2G2.15c	chromosome_3	2084276	2093353	trans
