FILE NAME,Microbial-Protocol-high-OTR_20220504_135030-cc-parentaltest.csv
PROTOCOL,Microbial-Protocol-high-OTR
FILE_VERSION,3.3
DATE START,4.5.2022,13:52:04
DATE END,4.5.2022,13:52:04
DEVICE,BL045-CX_0CFD20
USER,ben,COMMENT,no comment available
PLATETYPE,MTP-48-Flowerplate,LOT,UNKOWN
MTP ROWS,6
MTP COLUMNS,8
FILTERSETS,1

FILTERSET,FILTERNAME,EX [nm],EM [nm],LAYOUT,FILTERNO,GAIN,PHASESTATISTICSSIGMA,SIGNALQUALITYTOLERANCE,REFERENCE VALUE,Process Parameters,,Calibration Parameters,,,,Criterion Parameters,,
1,Biomass,620,620,48MTP,1,30,1,0,100,SET TEMPERATURE [C],32,Phi0,66.16,Biomass Slope,0.044,CRITERION,,
,,,,,,,,,,SET HUMIDITY [%],85,Phi100,38.81,Biomass Offset,5,FI,,
,,,,,,,,,,SET O2 [%],20.95,Phi.min,57.17,Biomass Unit,OD600 [-],FJ,,
,,,,,,,,,,SET CO2 [%],0,Phi.max,18.04,,,FACTOR,0,
,,,,,,,,,,SET SHAKER FREQUENCY [rpm],1000,pH0,6.49,,,S0,NaN,
,,,,,,,,,,SET CYCLE TIME [min],10,dpH,0.53,,,EXTRA INFO,,
,,,,,,,,,,SET EXP TIME [h],1193,Temp. Compensation for pH Calibration,True,Temp. pH [C],32,,,
,,,,,,,,,,,,Temp. Compensation for pO2 Calibration,True,Temp. pO2 [C],32,,,

WELL No.,CONTENT,DESCRIPTION,CHANNEL,
,,,READING ->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268
D01,X25,,Cal.Biomass[OD600 [-]]:FS=1,7.324,7.366,7.417,7.485,7.559,7.627,7.697,7.768,7.853,7.938,8.067,8.163,8.288,8.369,8.462,8.578,8.623,8.683,8.679,8.735,8.734,8.782,8.806,8.855,8.9,8.931,8.961,9.009,9.09,9.143,9.226,9.294,9.364,9.421,9.478,9.545,9.555,9.613,9.717,9.782,9.811,9.95,10.036,10.115,10.24,10.343,10.482,10.621,10.681,10.842,10.931,11,11.1,11.248,11.369,11.415,11.495,11.664,11.771,11.841,11.925,11.94,12.029,12.143,12.137,12.212,12.224,12.211,12.318,12.374,12.279,12.45,12.458,12.465,12.405,12.596,12.596,12.783,12.86,13.062,13.16,13.155,13.342,13.461,13.577,13.401,13.582,13.371,13.466,13.321,13.388,13.211,12.879,13,12.952,12.862,12.829,12.809,12.822,12.911,13.021,12.87,13.135,13.065,13.139,13.222,13.223,13.268,13.37,13.425,13.444,13.572,13.652,13.626,13.76,13.724,13.754,13.824,13.945,13.832,13.651,13.9,13.9,13.906,13.894,13.936,13.786,13.905,13.922,14.037,14.028,13.848,13.881,13.892,14.026,13.965,13.993,14.187,13.981,14.225,14.235,14.127,14.262,14.28,14.169,14.253,14.167,14.242,14.227,14.25,14.232,14.21,14.284,14.3,14.396,14.447,14.449,14.465,14.551,14.647,14.59,14.68,14.753,14.79,14.77,14.845,14.844,14.987,14.878,14.999,15.019,15.085,15.101,15.204,15.126,15.236,15.254,15.351,15.362,15.362,15.388,15.479,15.503,15.554,15.55,15.583,15.603,15.658,15.678,15.673,15.729,15.749,15.803,15.869,15.855,15.838,15.851,15.831,15.85,15.91,15.923,15.948,15.998,16.075,16.055,16.016,16.047,16.062,16.145,16.165,16.195,16.128,16.109,16.25,16.218,16.216,16.192,16.282,16.248,16.309,16.355,16.344,16.365,16.405,16.386,16.39,16.348,16.463,16.429,16.511,16.482,16.528,16.492,16.554,16.524,16.572,16.595,16.644,16.607,16.589,16.661,16.574,16.672,16.628,16.644,16.713,16.734,16.744,16.733,16.76,16.721,16.779,16.755,16.746,16.811,16.811,16.826,16.813,16.848,16.847,16.842,16.878,16.846,16.852,16.897,16.949,16.908,16.943
D02,X26,,Cal.Biomass[OD600 [-]]:FS=1,7.077,7.072,7.063,7.074,7.075,7.078,7.079,7.081,7.103,7.1,7.112,7.128,7.12,7.125,7.135,7.13,7.138,7.139,7.15,7.163,7.137,7.155,7.164,7.162,7.179,7.196,7.193,7.196,7.226,7.227,7.225,7.246,7.248,7.26,7.264,7.28,7.289,7.31,7.314,7.357,7.382,7.378,7.398,7.419,7.44,7.457,7.497,7.529,7.56,7.602,7.68,7.73,7.79,7.867,7.957,8.05,8.143,8.208,8.321,8.402,8.469,8.528,8.593,8.635,8.689,8.714,8.725,8.743,8.784,8.8,8.823,8.861,8.922,8.92,8.958,8.994,9.045,9.109,9.139,9.184,9.239,9.34,9.416,9.491,9.574,9.685,9.77,9.887,9.995,10.033,10.242,10.325,10.39,10.539,10.743,10.732,10.81,10.879,10.962,11.031,11.226,11.485,11.781,11.648,12.184,12.223,12.6,12.728,13.386,13.566,13.811,14.225,14.521,14.729,14.941,15.098,15.292,15.411,15.358,15.262,15.075,14.792,14.652,14.594,14.544,14.522,14.553,14.466,14.457,14.44,14.464,14.466,14.401,14.441,14.418,14.531,14.507,14.51,14.431,14.657,14.576,14.538,14.602,14.586,14.596,14.622,14.613,14.59,14.637,14.652,14.591,14.649,14.581,14.586,14.543,14.728,14.71,14.707,14.66,14.647,14.715,14.743,14.912,14.727,14.732,14.803,14.758,14.772,14.798,14.81,14.883,14.895,14.878,15.009,14.937,14.865,14.994,14.938,14.867,15.049,14.975,14.935,15.007,14.991,15.096,15.066,14.961,15.004,15.106,14.994,15.191,15.091,15.114,15.048,15.115,15.156,15.132,15.079,15.203,15.181,15.235,15.223,15.322,15.249,15.354,15.274,15.291,15.312,15.477,15.392,15.416,15.452,15.521,15.554,15.463,15.546,15.407,15.575,15.628,15.547,15.534,15.474,15.45,15.345,15.356,15.335,15.347,15.353,15.419,15.515,15.388,15.492,15.52,15.573,15.571,15.629,15.716,15.857,15.866,15.996,16.036,16.1,16.124,16.12,16.226,16.332,16.24,16.228,16.379,16.337,16.281,16.475,16.436,16.524,16.608,16.553,16.602,16.615,16.589,16.635,16.715,16.619,16.734,16.743,16.807,16.85,16.896,16.949
D03,X27,,Cal.Biomass[OD600 [-]]:FS=1,7.209,7.235,7.261,7.303,7.345,7.377,7.397,7.448,7.477,7.531,7.589,7.618,7.67,7.738,7.818,7.892,7.963,8.089,8.185,8.281,8.379,8.462,8.515,8.587,8.633,8.69,8.683,8.74,8.813,8.834,8.854,8.898,8.922,9.007,9.052,9.117,9.228,9.352,9.437,9.617,9.688,9.775,9.903,9.961,10.071,10.129,10.24,10.367,10.442,10.504,10.594,10.712,10.794,10.866,10.901,10.954,11.005,11.071,11.088,11.107,11.251,11.293,11.348,11.434,11.483,11.512,11.579,11.635,11.793,11.802,11.725,11.856,12.009,12.06,12.103,12.003,12.108,12.143,12.127,12.477,12.23,12.437,12.463,12.768,12.839,12.924,12.936,13.159,13.262,13.456,13.313,13.486,13.338,13.415,13.61,13.312,13.219,13.178,13.044,13.109,13.01,12.833,12.886,12.981,12.818,12.925,12.972,13.145,12.99,13.033,13.076,13.24,13.322,13.397,13.332,13.385,13.444,13.566,13.523,13.602,13.857,13.626,13.74,13.712,13.688,13.699,13.848,13.708,13.749,13.791,13.908,13.849,13.971,14.05,13.872,13.882,13.891,13.978,13.982,14.002,14.001,13.86,13.921,13.929,13.967,14.035,13.954,14.019,14.108,14.006,13.993,14.021,14.08,14.079,14.2,14.132,14.24,14.172,14.253,14.257,14.226,14.377,14.276,14.383,14.435,14.418,14.446,14.595,14.564,14.622,14.73,14.719,14.758,14.863,14.826,14.922,14.924,14.918,14.967,15.045,15.15,15.03,15.116,15.145,15.253,15.298,15.292,15.252,15.386,15.418,15.376,15.497,15.479,15.588,15.479,15.607,15.623,15.652,15.613,15.596,15.667,15.733,15.747,15.725,15.825,15.814,15.769,15.864,15.931,15.94,16.007,15.935,15.912,15.977,16.053,15.955,16.077,15.989,16.103,16.025,16.068,16.124,16.134,16.135,16.123,16.155,16.198,16.228,16.259,16.271,16.292,16.357,16.358,16.392,16.286,16.374,16.392,16.34,16.357,16.48,16.468,16.465,16.528,16.519,16.511,16.516,16.488,16.642,16.575,16.612,16.643,16.613,16.634,16.636,16.658,16.721,16.708,16.637,16.672,16.65,16.767,16.746,16.676,16.723,16.674,16.778,16.753,16.777
D04,X28,,Cal.Biomass[OD600 [-]]:FS=1,7.309,7.277,7.279,7.273,7.288,7.292,7.303,7.307,7.301,7.308,7.332,7.331,7.336,7.342,7.351,7.368,7.37,7.376,7.386,7.392,7.41,7.421,7.433,7.432,7.451,7.467,7.489,7.489,7.538,7.542,7.555,7.574,7.607,7.645,7.682,7.741,7.772,7.861,7.964,8.075,8.121,8.242,8.336,8.471,8.559,8.622,8.74,8.772,8.842,8.879,8.909,8.937,8.978,9.008,9.054,9.05,9.076,9.121,9.11,9.177,9.214,9.222,9.296,9.355,9.385,9.492,9.564,9.649,9.764,9.892,9.988,10.134,10.27,10.325,10.502,10.595,10.698,10.818,11.05,11.199,11.463,11.568,11.694,11.993,12.092,12.162,12.398,12.46,12.428,12.459,12.252,12.839,13.736,13.335,13.849,13.648,14.082,14.204,14.59,14.846,15.039,15.211,15.358,15.433,15.364,15.227,14.966,14.872,14.728,14.555,14.663,14.524,14.51,14.636,14.55,14.523,14.659,14.672,14.496,14.681,14.603,14.638,14.611,14.516,14.66,14.624,14.727,14.809,14.744,14.731,14.734,14.658,14.681,14.811,14.67,14.778,14.727,14.699,14.959,14.754,14.789,14.818,14.824,14.808,14.8,14.835,14.81,14.833,14.803,14.911,15.003,14.91,14.939,14.837,15.086,15.141,14.946,15.055,14.928,15.111,15.029,15.137,15.101,15.084,15.004,15.188,15.119,15.107,15.106,15.146,15.222,15.329,15.155,15.309,15.271,15.288,15.284,15.314,15.255,15.404,15.39,15.479,15.315,15.358,15.475,15.512,15.572,15.505,15.559,15.516,15.636,15.653,15.694,15.518,15.563,15.718,15.716,15.522,15.679,15.719,15.469,15.543,15.512,15.519,15.451,15.468,15.456,15.481,15.547,15.546,15.59,15.684,15.784,15.936,15.943,15.958,16.144,16.15,16.13,16.312,16.284,16.409,16.332,16.36,16.465,16.504,16.586,16.575,16.794,16.76,16.703,16.726,16.705,16.633,16.966,16.951,16.796,16.965,16.882,16.924,16.997,16.98,17.033,16.892,17.117,17.104,17.024,17.135,17.086,17.294,17.139,17.088,17.183,17.225,17.215,17.242,17.262,17.35,17.288,17.321,17.359,17.298,17.339,17.331,17.292,17.434,17.409,17.4
D05,X29,,Cal.Biomass[OD600 [-]]:FS=1,7.081,7.091,7.097,7.082,7.108,7.11,7.129,7.148,7.141,7.158,7.205,7.215,7.242,7.274,7.299,7.321,7.343,7.381,7.415,7.431,7.472,7.517,7.546,7.604,7.597,7.663,7.707,7.761,7.821,7.862,7.84,7.947,7.971,8.051,8.108,8.139,8.194,8.278,8.312,8.356,8.446,8.559,8.559,8.758,8.744,8.838,8.905,9.005,9.112,9.142,9.234,9.417,9.547,9.611,9.858,9.819,9.968,10.139,10.236,10.206,10.366,10.48,10.645,10.761,10.87,10.888,11.003,11.134,11.37,11.408,11.366,11.503,11.75,11.65,11.808,12.03,11.997,12.135,12.309,12.314,12.443,12.581,12.619,12.72,12.697,12.747,12.863,12.858,12.769,12.824,12.741,12.736,12.731,12.614,12.753,12.648,12.793,12.834,12.897,12.901,12.915,12.94,12.989,13.012,12.997,12.933,13.062,13.01,13.064,13.012,13.132,13.068,13.133,13.144,13.136,13.195,13.153,13.127,13.139,13.18,13.245,13.191,13.245,13.21,13.219,13.337,13.276,13.34,13.398,13.409,13.337,13.404,13.423,13.385,13.427,13.539,13.509,13.495,13.546,13.531,13.545,13.582,13.615,13.548,13.586,13.608,13.575,13.652,13.64,13.679,13.67,13.694,13.716,13.826,13.748,13.885,13.755,13.844,13.835,13.842,13.845,13.911,13.912,13.982,13.906,13.973,14.035,13.98,14.054,14.048,14.079,14.149,14.078,14.208,14.124,14.162,14.173,14.188,14.231,14.242,14.241,14.239,14.253,14.301,14.266,14.336,14.306,14.39,14.372,14.415,14.422,14.473,14.42,14.44,14.47,14.462,14.513,14.508,14.531,14.506,14.571,14.562,14.592,14.585,14.649,14.686,14.66,14.662,14.652,14.647,14.743,14.694,14.729,14.792,14.795,14.797,14.773,14.881,14.847,14.866,14.858,14.828,14.857,14.876,14.857,14.877,14.895,14.822,14.898,14.837,14.919,14.861,14.822,14.842,14.913,14.856,14.83,14.874,14.812,14.807,14.815,14.747,14.696,14.699,14.669,14.656,14.589,14.562,14.58,14.548,14.481,14.471,14.463,14.447,14.428,14.43,14.427,14.437,14.399,14.419,14.43,14.422,14.423,14.401,14.445,14.434,14.46,14.39
D06,X30,,Cal.Biomass[OD600 [-]]:FS=1,7.287,7.326,7.353,7.421,7.492,7.521,7.551,7.594,7.672,7.748,7.817,7.907,7.988,8.089,8.207,8.265,8.391,8.511,8.683,8.823,9.015,9.054,9.164,9.315,9.444,9.675,9.931,10.046,10.255,10.437,10.691,10.898,11.122,11.42,11.581,11.962,12.281,12.523,12.963,13.259,13.557,13.896,14.377,14.674,14.932,15.424,15.56,15.641,15.845,15.889,15.851,15.938,15.914,16.017,15.976,15.823,15.905,16.098,16.169,16.218,16.327,16.494,16.536,16.458,16.522,16.542,16.505,16.504,16.481,16.562,16.583,16.665,16.719,16.738,16.797,16.824,17.015,17.057,17.024,17.198,17.294,17.303,17.374,17.539,17.519,17.616,17.642,17.636,17.783,17.718,17.74,17.708,17.667,17.755,17.88,17.701,17.669,17.593,17.58,17.663,17.542,17.694,17.615,17.626,17.622,17.58,17.558,17.533,17.503,17.595,17.483,17.508,17.525,17.654,17.546,17.607,17.625,17.767,17.683,17.775,17.796,17.807,17.768,17.818,17.781,17.776,17.842,17.867,17.934,17.983,17.903,17.869,17.953,17.995,17.984,17.972,17.996,17.916,17.902,18.054,17.975,18,18.082,18.019,18.035,17.976,18.051,18.04,18.088,18.189,18.059,17.997,18.053,18.052,18.084,18.217,18.13,18.044,18.079,18.201,18.162,18.119,18.084,18.134,18.193,18.145,18.088,18.158,18.146,18.154,18.218,18.131,18.165,18.278,18.145,18.157,18.1,18.197,18.203,18.269,18.173,18.165,18.066,18.119,18.122,18.115,18.098,18.134,18.119,18.062,18.047,18.13,18.121,18.01,18.085,18.123,18.069,18.204,18.031,18.114,18.022,18.168,18.084,18.119,18.03,18.038,18.09,18.04,18.1,18.094,18.145,18.079,18.057,18.037,18.084,18.055,18.096,18.004,18.07,18.009,18.143,18.087,18.036,18.159,18.111,18.083,17.975,18.146,18.114,18.02,18.118,18.068,18.119,18.097,18.107,18.102,18.016,18.053,18.099,18.104,18.14,18.05,18.161,18.134,18.098,18.197,18.149,18.163,18.143,18.169,18.079,18.121,18.131,18.181,18.155,18.166,18.249,18.298,18.165,18.283,18.197,18.239,18.249,18.281,18.279,18.21,18.232,18.305
D07,X31,,Cal.Biomass[OD600 [-]]:FS=1,7.494,7.593,7.641,7.828,7.682,7.67,7.699,7.556,7.533,7.65,7.547,7.54,7.711,7.501,7.574,7.598,7.649,7.837,7.753,7.525,7.494,7.614,7.409,7.402,7.529,7.296,7.35,7.435,7.37,7.354,7.276,7.33,7.299,7.236,7.218,7.188,7.246,7.254,7.173,7.193,7.138,7.159,7.129,7.082,7.102,7.122,7.075,7.068,7.093,7.058,7.042,7.044,7.026,7.031,7.025,7.006,7.022,7.03,7.024,7.018,7.004,7.005,7.013,7.006,6.995,7.003,6.998,7.007,6.999,7.005,7.004,6.994,7,7.006,7.001,6.994,7.002,6.988,6.993,7.002,7.003,7.002,6.995,6.989,7.009,6.996,6.999,7.003,7.003,6.989,6.986,6.998,6.99,6.992,7.006,6.993,6.993,6.985,6.978,6.999,6.999,6.996,6.992,6.989,6.996,6.992,7,6.996,6.993,7.002,6.99,7.004,6.988,6.992,6.994,6.988,6.988,6.983,6.983,6.988,6.991,6.99,6.994,6.994,6.982,7,6.989,6.991,6.986,6.99,6.987,6.994,6.999,6.99,6.994,6.997,6.989,6.986,6.987,6.993,6.989,6.996,6.99,6.996,6.987,6.99,6.989,6.993,7,6.994,6.992,6.982,7.005,6.978,6.999,7.015,6.989,6.994,6.985,7.006,7.001,6.993,6.992,6.989,6.988,6.991,6.99,6.992,6.991,6.994,6.985,7.001,6.993,7.002,7,6.992,6.99,7,7,6.993,6.993,6.992,7,6.998,7.007,6.999,6.993,6.997,6.996,6.996,6.99,6.999,7.002,6.992,6.993,6.995,6.994,6.999,7.002,6.996,6.994,7.002,6.996,6.995,6.992,6.996,7.003,6.991,7,6.999,7.002,7.003,6.999,7.002,6.997,7,6.992,6.993,7.006,6.996,7.001,7.003,6.989,7.003,7.005,7.011,6.997,6.998,7.002,7.003,7,6.991,7.006,6.998,6.998,6.999,6.998,7.003,6.993,6.995,7.003,7.007,7.019,7.016,7,7.016,7.009,7.007,7.001,7,7.002,7.001,7.005,7.008,7.011,6.999,7.004,7.003,7.005,7.002,7.001,7.007,7.004,6.999,7,7.001,6.999,7.004
D08,X32,,Cal.Biomass[OD600 [-]]:FS=1,7.184,7.201,7.201,7.217,7.229,7.228,7.238,7.225,7.225,7.229,7.23,7.236,7.257,7.269,7.26,7.255,7.25,7.236,7.246,7.279,7.257,7.257,7.248,7.256,7.261,7.256,7.268,7.269,7.295,7.273,7.24,7.266,7.264,7.271,7.277,7.272,7.272,7.267,7.274,7.295,7.277,7.287,7.247,7.291,7.256,7.26,7.277,7.296,7.276,7.265,7.271,7.265,7.255,7.265,7.266,7.276,7.278,7.272,7.256,7.262,7.269,7.274,7.286,7.275,7.263,7.253,7.261,7.296,7.287,7.295,7.262,7.288,7.294,7.273,7.275,7.262,7.275,7.269,7.275,7.288,7.268,7.255,7.282,7.27,7.271,7.272,7.275,7.268,7.264,7.286,7.287,7.293,7.303,7.29,7.324,7.288,7.282,7.278,7.292,7.304,7.28,7.294,7.299,7.274,7.268,7.295,7.312,7.291,7.298,7.287,7.306,7.295,7.305,7.301,7.297,7.262,7.294,7.311,7.303,7.298,7.281,7.269,7.284,7.268,7.273,7.284,7.278,7.278,7.289,7.299,7.279,7.289,7.292,7.303,7.275,7.305,7.275,7.284,7.305,7.31,7.322,7.284,7.297,7.308,7.299,7.295,7.298,7.316,7.298,7.293,7.312,7.296,7.311,7.32,7.315,7.322,7.3,7.318,7.305,7.297,7.295,7.311,7.314,7.293,7.318,7.346,7.285,7.312,7.321,7.319,7.304,7.304,7.293,7.324,7.294,7.339,7.299,7.314,7.293,7.302,7.316,7.321,7.303,7.312,7.289,7.306,7.337,7.302,7.327,7.316,7.308,7.325,7.305,7.308,7.32,7.311,7.31,7.325,7.309,7.317,7.331,7.331,7.3,7.308,7.341,7.312,7.32,7.316,7.29,7.334,7.312,7.306,7.33,7.319,7.315,7.324,7.326,7.334,7.344,7.301,7.339,7.31,7.309,7.328,7.323,7.334,7.348,7.318,7.327,7.344,7.334,7.328,7.341,7.343,7.318,7.345,7.309,7.32,7.308,7.305,7.448,7.413,7.411,7.43,7.414,7.411,7.432,7.427,7.415,7.424,7.435,7.43,7.411,7.423,7.431,7.442,7.427,7.443,7.42,7.443,7.438,7.417,7.452,7.429,7.424,7.42,7.419,7.434
E01,X33,,Cal.Biomass[OD600 [-]]:FS=1,6.944,7.039,7.179,7.121,7.076,7.101,7.105,7.084,7.07,7.096,7.133,7.122,7.097,7.091,7.088,7.093,7.087,7.088,7.095,7.089,7.087,7.089,7.085,7.089,7.075,7.086,7.076,7.07,7.094,7.07,7.075,7.085,7.094,7.079,7.092,7.093,7.091,7.099,7.106,7.124,7.121,7.146,7.132,7.142,7.148,7.148,7.166,7.178,7.19,7.21,7.22,7.226,7.238,7.269,7.267,7.29,7.299,7.331,7.354,7.366,7.383,7.409,7.446,7.469,7.511,7.519,7.556,7.593,7.615,7.663,7.689,7.731,7.789,7.851,7.899,7.956,8.032,8.1,8.181,8.277,8.363,8.479,8.573,8.67,8.784,8.902,9.007,9.114,9.239,9.332,9.425,9.452,9.514,9.525,9.601,9.588,9.586,9.591,9.535,9.489,9.457,9.425,9.36,9.36,9.371,9.4,9.441,9.513,9.637,9.733,9.886,10.015,10.131,10.284,10.452,10.582,10.714,10.885,11.014,11.128,11.278,11.385,11.514,11.575,11.63,11.682,11.805,11.813,11.848,12.014,12.082,12.249,12.104,12.009,11.961,11.977,12.072,11.749,11.891,11.907,11.964,12.119,12.194,12.343,12.327,12.548,12.735,12.714,12.872,13.138,13.052,13.399,13.366,13.58,13.718,14.008,14.002,14.096,13.993,14.256,14.037,14.263,13.936,13.882,13.899,13.905,13.85,13.874,13.852,13.988,14.117,14.089,14.029,14.242,14.228,14.336,14.243,14.359,14.393,14.68,14.443,14.511,14.687,14.488,14.752,14.782,14.76,14.966,14.781,14.929,14.879,15.004,14.938,14.988,15.097,15.176,15.143,15.039,15.301,15.159,15.265,15.253,15.172,15.224,15.1,15.208,15.415,15.265,15.289,15.427,15.182,15.472,15.414,15.5,15.438,15.405,15.518,15.473,15.691,15.616,15.582,15.712,15.664,15.831,15.868,15.777,15.863,15.928,16.011,15.856,15.933,16.058,16.016,16.038,16.273,16.245,16.353,16.237,16.354,16.588,16.51,16.696,16.67,16.66,16.825,16.867,16.865,16.695,16.902,16.835,16.954,17.072,17.014,17.079,17.27,16.984,17.187,17.179,17.048,17.26,17.505,17.314,17.379,17.395,17.416,17.333,17.469,17.58
E02,X34,,Cal.Biomass[OD600 [-]]:FS=1,7.3,7.304,7.307,7.32,7.344,7.355,7.423,7.467,7.53,7.572,7.689,7.742,7.82,7.878,7.97,8.06,8.131,8.189,8.245,8.335,8.395,8.411,8.467,8.521,8.578,8.63,8.677,8.724,8.867,8.88,8.963,9.021,9.07,9.125,9.179,9.235,9.316,9.424,9.5,9.546,9.724,9.751,9.861,10.077,10.156,10.442,10.484,10.456,10.644,11.02,11.24,10.779,11.039,11.171,12.079,12.795,13.172,14.147,13.664,13.831,14.109,14.321,14.523,14.735,14.918,15.089,15.203,15.219,15.091,14.849,14.621,14.49,14.366,14.266,14.204,14.174,14.205,14.22,14.173,14.255,14.195,14.202,14.198,14.248,14.377,14.185,14.282,14.387,14.559,14.429,14.484,14.358,14.429,14.35,14.512,14.436,14.441,14.421,14.538,14.47,14.442,14.316,14.494,14.583,14.555,14.457,14.422,14.505,14.479,14.602,14.472,14.728,14.52,14.506,14.578,14.6,14.653,14.757,14.643,14.702,14.775,14.685,14.768,14.858,14.656,14.76,14.806,14.759,14.87,14.75,14.83,14.975,14.843,14.9,14.965,14.944,14.928,15.064,15.017,15.002,15.177,15.03,15.098,15.068,15.071,15.142,15.14,15.086,15.123,15.001,15.058,14.938,15.04,14.978,15.073,15.215,15.132,15.237,15.42,15.452,15.654,15.763,15.769,15.829,16.007,15.97,16.031,16.027,16.08,16.221,16.361,16.304,16.278,16.444,16.302,16.495,16.583,16.395,16.543,16.685,16.525,16.631,16.716,16.652,16.785,16.81,16.865,16.914,16.877,16.875,16.906,16.873,16.938,17.091,16.956,17.024,16.976,17.081,17.048,17.083,17.087,17.093,17.104,17.21,17.174,17.116,17.32,17.344,17.311,17.362,17.286,17.282,17.279,17.398,17.39,17.411,17.289,17.333,17.362,17.407,17.541,17.468,17.481,17.547,17.519,17.585,17.598,17.629,17.728,17.561,17.738,17.62,17.691,17.776,17.819,17.789,17.734,17.784,17.894,17.901,17.913,17.977,18.022,18.072,18.117,18.078,18.191,18.144,18.127,18.132,18.085,18.17,18.311,18.209,18.308,18.379,18.292,18.426,18.477,18.472,18.646,18.415,18.622,18.463,18.659,18.702,18.627,18.8
E03,X35,,Cal.Biomass[OD600 [-]]:FS=1,7.526,7.508,7.498,7.512,7.55,7.539,7.542,7.571,7.564,7.603,7.63,7.672,7.683,7.691,7.741,7.786,7.783,7.813,7.849,7.869,7.898,7.961,7.971,8.038,8.073,8.14,8.153,8.177,8.232,8.271,8.345,8.395,8.416,8.467,8.56,8.575,8.672,8.722,8.806,8.877,8.896,9.066,9.072,9.136,9.226,9.326,9.425,9.474,9.586,9.754,9.797,9.942,10.053,10.148,10.303,10.335,10.477,10.574,10.6,10.753,10.829,11.012,11.177,11.362,11.29,11.433,11.562,11.716,11.859,11.9,11.924,12.216,12.099,12.331,12.39,12.465,12.508,12.674,12.801,12.92,12.994,13.069,13.131,13.132,13.21,13.242,13.283,13.207,13.175,13.166,13.084,13.009,13.028,12.993,13.171,13.18,13.199,13.184,13.188,13.226,13.304,13.38,13.384,13.353,13.449,13.432,13.47,13.4,13.452,13.406,13.389,13.473,13.448,13.438,13.465,13.523,13.517,13.512,13.5,13.607,13.541,13.57,13.661,13.61,13.596,13.689,13.665,13.71,13.676,13.734,13.721,13.752,13.751,13.752,13.826,13.805,13.794,13.831,13.809,13.888,13.834,13.933,13.923,13.899,13.895,13.973,13.954,13.89,13.976,13.979,14.03,14.058,14.052,14.056,14.063,14.233,14.124,14.106,14.106,14.149,14.197,14.208,14.18,14.24,14.228,14.232,14.237,14.319,14.299,14.334,14.395,14.408,14.413,14.515,14.399,14.433,14.441,14.477,14.489,14.516,14.545,14.526,14.515,14.577,14.594,14.623,14.608,14.613,14.66,14.67,14.625,14.703,14.731,14.734,14.737,14.781,14.813,14.792,14.786,14.828,14.837,14.861,14.877,14.874,14.913,14.939,14.907,14.978,14.949,15.014,15.03,14.997,15.003,15.063,15.087,15.084,15.089,15.088,15.078,15.1,15.158,15.115,15.104,15.127,15.108,15.183,15.126,15.177,15.172,15.182,15.174,15.176,15.206,15.168,15.15,15.159,15.143,15.117,15.084,15.077,15.095,15.076,15.044,14.995,14.985,14.951,14.892,14.869,14.847,14.841,14.78,14.806,14.755,14.779,14.721,14.737,14.725,14.753,14.702,14.758,14.718,14.763,14.759,14.735,14.761,14.782,14.78,14.79
