Probe_Set_ID	Gene_Symbol	Gene_name_1	Gene_name_2	Description	S_cerev_homol	log2_ratio_cdk8mut	log2_ratio_Æmed12	log2_ratio_Æmed15	log2_ratio_med17Æ50	log2_ratio_Æmed18	log2_ratio_Æmed20
1771205_at	SPBC12C2.10c	pst1	SPBC21D10.01c	SIN3 family co-repressor	YOL004W	0	-0.222222222	0.166666667	-0.225	-0.111111111	0
1772599_at	SPBC12C2.11	SPBC12C2.11	SPBC21D10.02	glutamine-fructose-6-phosphate transaminase	YKL104C|YMR084W	-0.044444444	-0.044444444	0	0	0	0
1771852_at	SPBC12C2.12c	glo1	SPBC21D10.03c	glyoxalase I	YML004C	0	0	0.522222222	0.625	0.466666667	0.188888889
1775888_at	SPBC12C2.13c	fnx1	SPBC21D10.04c	MFS multidrug efflux transporter	YBR293W|YCL069W|YGR224W|YPR198W|YPR198W	-0.255555556	0	-0.144444444	0.075	0	0
1776917_at	SPBC12C2.14c	SPBC12C2.14c		dubious	NONE	0	0	0	0	0	0
1779443_at	SPBC12D12.01	sad1	SPBC16H5.01c	spindle pole body protein Sad1	YJL019W	-1.266666667	0.211111111	-0.4	0.275	-0.077777778	0.333333333
1776192_at	SPBC12D12.02c	cdm1		DNA polymerase delta subunit Cdm1	NONE	-0.966666667	0	-1.122222222	-0.675	-1.088888889	-1.011111111
1773403_at	SPBC12D12.03	cct1		chaperonin-containing T-complex alpha subunit Cct1	YDR212W	0	0	0	0	0.088888889	0
1772587_at	SPBC12D12.04c	pck2	"sts6,pkc1"	protein kinase C (PKC)-like Pck2	YBL105C	0	-0.133333333	0.277777778	0.2	0	0
1773905_at	SPBC12D12.05c	SPBC12D12.05c		mitochondrial transporter	YNL083W	0.122222222	0.188888889	-0.122222222	0	-0.466666667	-0.233333333
1773999_at	SPBC12D12.06	srb11		cyclin	YNL025C	0.033333333	0	0	-0.325	-0.344444444	-0.566666667
1770524_at	SPBC12D12.07c	trx2		thioredoxin Trx2	YCR083W	0	0	-0.755555556	0	0	0
1771245_at	SPBC12D12.08c	ned8	"nedd8,ubl1,SPBC24C6.01c"	ubiquitin-like modifier Ned8	YDR139C	0.2	0	0.177777778	0.3	0.255555556	0.044444444
1775623_at	SPBC1306.01c	SPBC1306.01c	SPBC409.22c	translation elongation factor G	YLR069C	0.033333333	0	-0.811111111	-0.5	-0.566666667	-0.522222222
1771124_at	SPBC1306.02	SPBC1306.02	SPBC4.08	WD repeat protein	YPL183C	0	-0.066666667	-0.244444444	0	-0.1	-0.177777778
1778935_at	SPBC1347.01c	rev1	SPBC215.16c	deoxycytidyl transferase Rev1	YOR346W	0.322222222	0	0	0.25	0	-0.066666667
1776545_at	SPBC1347.02	fkbp39		peptidyl-prolyl cis-trans isomerase	YLR449W|YML074C	-0.044444444	0	-0.266666667	0.825	0.1	0
1775885_at	SPBC1347.03	meu14		meiotic expression upregulated	NONE	0.855555556	0.577777778	0.888888889	0	0.044444444	0
1777297_at	SPBC1347.04	tim54		TIM22 inner membrane protein import complex subunit Tim54	YJL054W	0.077777778	0	0.277777778	0.45	0.633333333	0.266666667
1771074_at	SPBC1347.05c	SPBC1347.05c		DNAJ domain protein	YMR214W	-0.933333333	0	0.222222222	0	-0.022222222	0.177777778
1777393_at	SPBC1347.06c	cki1		serine/threonine protein kinase Cki1	YER123W|YHR135C|YNL154C	0.166666667	0.011111111	-0.2	-0.075	0	0
1776386_at	SPBC1347.07	rex2		RNA exonuclease	YLR059C	0	0	-0.622222222	-1.05	-0.333333333	-0.411111111
1773629_at	SPBC1347.08c	SPBC1347.08c		conserved eukaryotic protein	NONE	-0.111111111	0	0	0.225	0.2	0.044444444
1770272_at	SPBC1347.09	SPBC1347.09		hexaprenyldihydroxybenzoate methyltransferase	YOL096C	-0.033333333	-0.055555556	0	0.4	0.355555556	0.033333333
1777054_at	SPBC1347.10	cdc23	mcm10	MCM-associated protein Mcm10	YIL150C	0	-0.111111111	0.677777778	0.675	0.6	0.066666667
1769543_at	SPBC1347.11	SPBC1347.11		sequence orphan	NONE	-0.4	0.088888889	0.166666667	-0.575	0.377777778	0.288888889
1775239_at	SPBC1347.12	SPBC1347.12		actin-like protein	YHR129C	0	0	0.377777778	0	0	-0.066666667
1778667_at	SPBC1347.13c	SPBC1347.13c		ribose methyltransferase	YOR201C	0	-0.155555556	-0.311111111	-0.1	-0.144444444	-0.177777778
1769552_s_at	SPBC1348.01	SPBC1348.01	SPAC1348.01	DUF999	NONE	0.488888889	0.133333333	1.088888889	0.975	1.944444444	0.288888889
1775826_s_at	SPBC1348.09	SPBC1348.09	SPAC1348.09	short chain dehydrogenase	NONE	3.177777778	1.055555556	0.355555556	1.1	0.677777778	0
1774363_at	SPBC1348.11	SPBC1348.11		pseudogene		0.3	0	1.055555556	-0.325	0.088888889	0
1779585_at	SPBC1348.12	SPBC1348.12		pseudogene		0	0	1.188888889	2.575	0.911111111	0
1770550_x_at	SPBC1348.13	SPBC1348.13		pseudogene		0	0	0	0.675	0	0.477777778
1779562_at	SPBC1348.13	SPBC1348.13		pseudogene		0	0	0	0	0	0
1775773_at	SPBC1348.14c	SPBC1348.14c	"SPAPB8B6.01c,SPAC1348.14c,SPBPB8B6.01c"	hexose transporter	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YIL171W|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W	0	0	0.288888889	0	0	0
1776547_at	SPBC13A2.01c	SPBC13A2.01c		nuclear cap-binding complex small subunit	YPL178W	0.166666667	0.133333333	0	-0.225	-0.244444444	0
1773986_at	SPBC13A2.02	SPBC13A2.02		nucleoporin	YJL061W	0	0	-0.288888889	0.1	0.1	0
1774654_at	SPBC13A2.03	SPBC13A2.03		phosphatidate cytidylyltransferase	YBR029C	-0.377777778	0	-1.277777778	-0.85	-0.088888889	-0.022222222
1776821_at	SPBC13A2.04c	SPBC13A2.04c		PTR family peptide transporter	YKR093W	-0.8	-0.644444444	-0.9	-1.4	-0.522222222	-0.766666667
1779934_at	SPBC13E7.01	cwf22	SPBC15D4.16	spliceosome associated protein Cwf22	YGR278W	-0.655555556	0	-0.111111111	0.075	0.222222222	0
1775897_at	SPBC13E7.02	cwf24		GCN5-related N acetyltransferase	NONE	0	0	0.388888889	1.475	0.411111111	0
1772434_at	SPBC13E7.03c	SPBC13E7.03c		post-transcriptional regulator Vts1	YOR359W	-0.1	-0.088888889	0	0	0	0
1770950_at	SPBC13E7.04	atp16		F1-ATPase delta subunit	YDL004W	0	0	0	0	0	0
1773854_at	SPBC13E7.05	gpi14		pig-M	YJR013W	0.788888889	0.466666667	0.155555556	0	0	0
1774454_at	SPBC13E7.06	SPBC13E7.06		sequence orphan	NONE	0	-0.1	0.911111111	0.875	0.455555556	-0.033333333
1776469_at	SPBC13E7.07	SPBC13E7.07		sequence orphan	NONE	0	0	-0.266666667	0	0	0
1773795_at	SPBC13E7.08c	SPBC13E7.08c		RNA polymerase II associated Paf1 complex	YOR123C	0	-0.111111111	0	0	0	0
1777950_at	SPBC13E7.09	vrp1		verprolin	YLR337C	-0.066666667	0	0.133333333	0	-0.155555556	0
1772382_at	SPBC13E7.10c	brf1	SPBC30D10.20	transcription factor TFIIIB complex subunit Brf1	YGR246C	-0.6	-0.755555556	0.077777778	0.925	0.133333333	0
1779499_at	SPBC13E7.11	SPBC13E7.11	SPBC30D10.19c	rhomboid family protease	YGR101W	-0.077777778	-0.144444444	0.166666667	0.175	0	0
1769985_at	SPBC13G1.01c	nam9		mitochondrial ribosomal protein subunit S4	YNL137C	0	0	-0.444444444	-0.2	0	-0.233333333
1769869_at	SPBC13G1.02	SPBC13G1.02		mannose-1-phosphate guanyltransferase	NONE	0	0	0	0	0.044444444	0
1773557_at	SPBC13G1.03c	pex14		peroxisomal membrane anchor protein	YGL153W	0	-0.422222222	-0.055555556	0.4	0.144444444	0
1780164_at	SPBC13G1.04c	SPBC13G1.04c		alkB homolog	NONE	0.122222222	0	-0.633333333	0.1	-0.144444444	-0.411111111
1775273_at	SPBC13G1.05	SPBC13G1.05		conserved eukaryotic protein	YER140W	0	0	0.333333333	0	0.133333333	0
1772929_at	SPBC13G1.06c	isd11		iron sulfur cluster assembly protein Isd11	YER048W-A	0	-0.333333333	0	0.35	0.077777778	0
1777091_at	SPBC13G1.07	SPBC13G1.07		palmitoyltransferase	YDR126W	0.088888889	0	-0.144444444	0.2	0	0
1772254_at	SPBC13G1.08c	ash2		Ash2-trithorax family protein	YLR015W	0	-0.077777778	-0.6	0	0	0
1770472_at	SPBC13G1.09	SPBC13G1.09		bystin-family protein	YBR247C	-0.1	0	-0.166666667	0.95	0.055555556	0
1772427_at	SPBC13G1.10c	SPBC13G1.10c		DEAD/DEAH box helicase	YGR271W	0	0	0.066666667	0	0.022222222	0
1778016_at	SPBC13G1.11	ykt6		SNARE	YKL196C	-0.133333333	-0.366666667	0	0	0	0
1778476_at	SPBC13G1.12	did2		SNF7 family class E vps	YKR035W-A	0	0	0.422222222	0	0.255555556	0
1778427_at	SPBC13G1.13	tfb2	SPBC31F10.01	transcription factor TFIIH complex subunit Tfb2	YPL122C	0	-0.111111111	0	0.5	0.244444444	0
1778640_at	SPBC13G1.14c	SPBC13G1.14c		RNA-binding protein	NONE	0	-0.166666667	-0.733333333	-0.1	0	-0.033333333
1777565_at	SPBC13G1.15c	SPBC13G1.15c		dubious	NONE	1.222222222	0.777777778	0.811111111	0.875	1.255555556	0
1778122_at	SPBC146.01	SPBC146.01	SPBP35G2.15	RNA polymerase II holoenzyme component	YOL051W	-0.577777778	-0.155555556	-9.466666667	0	0	0
1769415_at	SPBC146.02	SPBC146.02		sequence orphan	NONE	0	0	0.822222222	0.15	-0.077777778	-0.233333333
1777960_at	SPBC146.03c	cut3	smc4	condensin subunit Cut3	YLR086W	0	0	0.433333333	0.775	0.522222222	0
1774598_at	SPBC146.04	SPBC146.04		Erv1/Alr family	YPR037C	0.244444444	0.455555556	0.355555556	-0.325	-0.222222222	0.4
1774624_at	SPBC146.05c	cwf25		complexed with Cdc5p	YNL245C	0	-0.355555556	0.744444444	0.9	0.811111111	0.033333333
1779164_at	SPBC146.06c	SPBC146.06c		conserved eukaryotic protein	NONE	0.155555556	0.044444444	0.755555556	1.425	1.1	0.488888889
1773069_at	SPBC146.07	prp2	mis11	U2AF large subunit (U2AF-59)	YKL074C	-0.077777778	-0.411111111	0	0.475	0.3	0
1777729_at	SPBC146.08c	SPBC146.08c		translation initiation factor	NONE	-0.055555556	-0.466666667	-0.177777778	0.675	0.311111111	0.088888889
1779432_at	SPBC146.09c	SPBC146.09c		oxidoreductase	NONE	0	0	0.6	0.65	0.655555556	0.288888889
1777193_at	SPBC146.10	mug57		meiotically upregulated gene Mug57	YDR262W	-1.066666667	0.166666667	-0.055555556	0	-0.566666667	0.3
1773632_at	SPBC146.11c	mug97	meu33	meiotically upregulated gene Mug97	NONE	0	0	0	0	0.088888889	-0.166666667
1773864_at	SPBC146.12	coq6		monooxygenase Coq6	YGR255C	0	-0.111111111	0.066666667	-0.225	0	0
1778489_at	SPBC146.13c	myo1		myosin type I	YKL129C|YMR109W	-0.244444444	0	0.122222222	0	0.455555556	0.5
1774950_at	SPBC146.14c	sec26	SPBC337.01c	coatomer beta subunit	YDR238C	0	0	0	-0.125	0.055555556	0
1777813_at	SPBC14C8.01c	cut2	SPBC1815.02c	securin	YDR113C	0.233333333	0	1.722222222	0	-0.133333333	0.355555556
1772961_at	SPBC14C8.02	tim44		TIM23 translocase complex subunit Tim44	YIL022W	-0.877777778	1.322222222	-0.366666667	0.35	-0.1	0.577777778
1777976_at	SPBC14C8.03	SPBC14C8.03		methionine metallopeptidase	YBL091C	0	0	0	-0.325	0	0
1776148_at	SPBC14C8.04	SPBC14C8.04		acetolactate synthase regulatory unit	YCL009C	0	0	0	-0.125	0	0
1770158_at	SPBC14C8.05c	meu17		"glucan-alpha-1,4-glucosidase"	YIL099W	0.288888889	0.366666667	1.266666667	0	0	0
1775805_at	SPBC14C8.06	arc1	sop2	ARP2/3 actin-organizing complex subunit Sop2	YBR234C	0	0	0.033333333	0	0.022222222	0
1772727_at	SPBC14C8.07c	cdc18		MCM loader	YJL194W	0	-0.666666667	-1.255555556	0.1	-0.3	-0.377777778
1775281_at	SPBC14C8.08c	SPBC14C8.08c		dubious	NONE	0.077777778	0	0.422222222	0.825	0.455555556	0.133333333
1776240_at	SPBC14C8.09c	SPBC14C8.09c		UPF0029	YDL177C	-0.233333333	0.088888889	0.466666667	0.875	0.311111111	0.588888889
1772441_at	SPBC14C8.10	mrpl24		mitochondrial ribosomal protein subunit L28	YMR193W	0	0	-0.377777778	-0.3	0	-0.066666667
1778394_at	SPBC14C8.11c	SPBC14C8.11c		sequence orphan	NONE	-0.111111111	-0.133333333	0	0.6	0.4	0
1779829_at	SPBC14C8.12	rpb8		"DNA-directed RNA polymerase I, II and III subunit Rpb8"	YOR224C	0	0	-0.422222222	-0.075	-0.255555556	-0.144444444
1780092_at	SPBC14C8.13	SPBC14C8.13		SRR1 family protein	NONE	0	0	-0.8	-0.1	-0.2	-0.122222222
1780157_at	SPBC14C8.14c	pol5		DNA polymerase phi	YEL055C	0	-0.066666667	0	0.65	0.311111111	0
1779500_at	SPBC14C8.15	SPBC14C8.15		triglyceride lipase-cholesterol esterase	YKL140W	0	0	-0.311111111	0	0	0
1773571_at	SPBC14C8.16c	bot1		mitochondrial ribosomal protein subunit	YGR165W	-0.055555556	0	0	0.45	0.311111111	0
1773638_at	SPBC14C8.17c	SPBC14C8.17c		SAGA-like complex	YLR055C	-0.666666667	0	0	-0.25	-0.077777778	-0.033333333
1774851_at	SPBC14F5.01	SPBC14F5.01	SPBC1861.10	sequence orphan	NONE	0	0	0	0.425	0.033333333	0.088888889
1779085_at	SPBC14F5.02	SPBC14F5.02		sequence orphan	NONE	-0.044444444	-0.411111111	0	0	0.066666667	0
1773915_at	SPBC14F5.03c	kap123		karyopherin	YER110C	0	0	0	0.25	0.066666667	0
1770188_at	SPBC14F5.04c	pgk1		phosphoglycerate kinase	YCR012W	0	0.066666667	0.022222222	-0.075	0.111111111	0.033333333
1770296_at	SPBC14F5.05c	sam1		S-adenosylmethionine synthetase	YDR502C|YLR180W	0	0.022222222	0	-0.35	0.066666667	0
1778036_at	SPBC14F5.06	SPBC14F5.06		iron-sulfur protein	YDR091C	0	0	-0.044444444	-0.075	0	0
1775110_at	SPBC14F5.07	SPBC14F5.07		ER-localized ubiquitin ligase Teb4	YIL030C	-0.133333333	0	0.033333333	-0.075	-0.066666667	-0.044444444
1769976_at	SPBC14F5.08	med7		mediator complex subunit Med7	YOL135C	0	0	0	-0.3	-0.033333333	0
1770439_at	SPBC14F5.09c	ade8		adenylosuccinate lyase Ade8	YLR359W	0	0	0	-0.3	0	0
1772673_at	SPBC14F5.10c	SPBC14F5.10c		zinc finger protein	NONE	-0.144444444	0	0.8	0.45	0.388888889	0.311111111
1775427_at	SPBC14F5.11c	SPBC14F5.11c		PX domain protein	YDR425W	-0.233333333	-0.255555556	0.4	0	0.2	0
1769820_at	SPBC14F5.12c	cbh2		centromere binding protein Cbh2	YDR081C	0	-0.055555556	0.577777778	0.65	0.2	0
1769934_at	SPBC14F5.13c	SPBC14F5.13c		alkaline phosphatase	YDR481C	0	-0.255555556	0	-0.1	0.044444444	0
1778725_at	SPBC1539.01c	SPBC1539.01c		mitochondrial ribosomal protein	YLR312W-A	0	-0.066666667	0	0.2	0.255555556	0
1774041_at	SPBC1539.02	SPBC1539.02		sequence orphan	NONE	0	-0.044444444	0.777777778	-0.15	0.155555556	0
1772158_at	SPBC1539.03c	SPBC1539.03c		argininosuccinate lyase (predicited)	YHR018C	0	-0.466666667	-0.422222222	-0.175	-0.155555556	0
1770186_at	SPBC1539.04	SPBC1539.04		hypothetical protein	YLL023C|YLR064W	0	0	0	0	0.133333333	0.055555556
1771581_at	SPBC1539.05	SPBC1539.05		Golgi transport complex subunit	YER157W	0	-0.188888889	0	0	-0.044444444	-0.111111111
1775936_at	SPBC1539.06	SPBC1539.06		acyl-coenzyme A binding protein	YGR037C	0.111111111	0	0.111111111	0	0.177777778	0.055555556
1774637_at	SPBC1539.07c	SPBC1539.07c		glutathione-dependent formaldehyde dehydrogenase	YDL168W	-0.288888889	-0.522222222	-0.655555556	-0.875	-0.466666667	-0.288888889
1773374_at	SPBC1539.08	SPBC1539.08		ADP-ribosylation factor	YDL137W|YDL192W|YOR094W	-0.333333333	0	-0.766666667	0.15	-0.155555556	0
1776168_at	SPBC1539.09c	trp1		anthranilate synthase	YKL211C	0	0	0	-0.075	0	0
1770204_at	SPBC1539.10	SPBC1539.10		ribosome biogenesis protein	YER002W	-0.222222222	-0.344444444	0	1.175	0.277777778	0.088888889
1770461_at	SPBC15C4.01c	oca3		TPR repeat protein	YJR088C	-0.144444444	-0.455555556	-0.244444444	0	0	-0.066666667
1773114_at	SPBC15C4.02	SPBC15C4.02		ABC1 family	YLR253W	0.077777778	0	-0.077777778	0	0.222222222	0
1772691_at	SPBC15C4.03	SPBC15C4.03		Rab geranylgeranyl-transferase escort protein	YOR370C	-0.066666667	-0.711111111	0	0.325	0.488888889	0
1770667_at	SPBC15C4.04c	SPBC15C4.04c		amino acid permease family	YDL210W|YGL077C|YKL174C	-0.066666667	0	-0.666666667	-0.6	-0.566666667	0
1776470_at	SPBC15C4.05	SPBC15C4.05		ATP-dependent	NONE	0	0	0.1	0.35	0.177777778	0
1773032_at	SPBC15C4.06c	SPBC15C4.06c	SPBC21H7.01c	zinc finger protein	NONE	-0.1	0	1.477777778	0	0	0
1777304_at	SPBC15D4.01c	SPBC15D4.01c	SPBC2D10.21c	kinesin-like protein	NONE	0	0	1.022222222	0.225	0.877777778	0
1778161_at	SPBC15D4.02	SPBC15D4.02		transcription factor	NONE	-0.166666667	-0.211111111	0.444444444	-0.525	0	-0.111111111
1777904_at	SPBC15D4.03	slm9		hira protein Slm9	YOR038C	0	0	0.211111111	0	0.022222222	0
1777952_at	SPBC15D4.04	gpt2	"gpt,alg7"	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	YBR243C	0.133333333	0	-0.266666667	0	-0.122222222	0
1769696_at	SPBC15D4.05	SPBC15D4.05		conserved protein	YNR029C	0	0	0	-0.175	-0.455555556	-0.222222222
1773488_at	SPBC15D4.06	SPBC15D4.06		NatC N-acetyltransferase complex catalytic subunit	YPR051W	0.066666667	0	0	0.625	0.233333333	0
1776242_at	SPBC15D4.07c	atg9	apg9	autophagy associated protein Atg9	YDL149W	0	0	0.444444444	0	0.222222222	0
1774388_at	SPBC15D4.08c	SPBC15D4.08c		dubious	NONE	0.577777778	0.877777778	0.577777778	0	0.033333333	0.466666667
1769521_at	SPBC15D4.09c	SPBC15D4.09c		cystathionine gamma-synthase	YJR130C|YLL058W|YML082C	-0.433333333	-0.411111111	-0.355555556	0.2	-0.111111111	0
1779022_at	SPBC15D4.10c	amo1		nuclear rim protein Amo1	NONE	0	-0.388888889	0.166666667	0.425	0.533333333	0.1
1771024_at	SPBC15D4.11c	SPBC15D4.11c		sequence orphan	NONE	0	-0.122222222	0.222222222	0	0.088888889	0
1772081_at	SPBC15D4.12c	SPBC15D4.12c		sequence orphan	NONE	0.2	0	0.688888889	0.625	0.488888889	0
1771528_at	SPBC15D4.13c	SPBC15D4.13c		sequence orphan	NONE	0	0	0.266666667	-0.125	-0.155555556	-0.433333333
1772957_at	SPBC15D4.14	taf73		TBP-associated factor	YBR198C	0	0	0	0	0	0
1772707_at	SPBC15D4.15	pho2		4-nitrophenylphosphatase	YDL236W	0	0	0.022222222	0	0.1	0
1773578_at	SPBC1604.01	SPBC1604.01	SPBC1677.01c	sulfatase modifying factor 1 related	NONE	0.811111111	0.333333333	2.211111111	-0.125	0.255555556	0
1770629_at	SPBC1604.02c	SPBC1604.02c		PPR domains	NONE	0	0	0	-0.15	0.077777778	0
1777739_at	SPBC1604.03c	SPBC1604.03c		sequence orphan	NONE	0	0	-0.066666667	-0.25	-0.177777778	-0.3
1774879_at	SPBC1604.04	SPBC1604.04		thiamine pyrophosphate transporter	YGR096W	0	0	-0.055555556	-0.075	0.066666667	0.066666667
1779780_at	SPBC1604.05	pgi1		glucose-6-phosphate isomerase	YBR196C	0	0	0.022222222	0	0.122222222	0.033333333
1774646_at	SPBC1604.06c	SPBC1604.06c		CBF/Mak21 family	YPR144C	-0.055555556	0	-0.322222222	0.5	0	-0.166666667
1777537_at	SPBC1604.07	atp4		F0-ATPase subunit	YPL078C	0	0	0	0	0	0
1777634_at	SPBC1604.08c	imp1		importin alpha	YNL189W	0	0	-0.044444444	0	0	0
1776098_at	SPBC1604.09c	SPBC1604.09c		exonuclease	YOL080C	-0.444444444	-0.522222222	-0.377777778	0.95	0	-0.2
1772493_at	SPBC1604.10	srb7	med21	mediator complex subunit Srb7	YDR308C	0	-0.222222222	0.344444444	0.625	0.122222222	0
1777400_at	SPBC1604.11	atp17		F-type ATPase subunit F	YDR377W	0.055555556	0	0	0	0	0
1773468_at	SPBC1604.12	SPBC1604.12		sequence orphan	NONE	0	-0.055555556	0	0	0	0
1777970_at	SPBC1604.13c	mrpl32		mitochondrial ribosomal protein subunit L32	YCR003W	0.077777778	-0.066666667	0.044444444	0	0.1	0
1770618_at	SPBC1604.14c	shk1	"pak1,orb2"	PAK-related kinase Shk1	YHL007C	-0.088888889	0	0	-0.25	-0.144444444	0
1769581_at	SPBC1604.15	gpi16		pig-T	YHR188C	-0.066666667	0	0.377777778	0	0.333333333	0.111111111
1774890_at	SPBC1604.16c	SPBC1604.16c		RNA-binding protein	NONE	0.122222222	0	0.488888889	1.525	0.688888889	0.144444444
1779237_at	SPBC1604.17c	SPBC1604.17c		sequence orphan	NONE	-0.455555556	0	0	0	-0.344444444	-0.044444444
1777722_at	SPBC1604.18c	SPBC1604.18c		SNF7 family class E vps	YJL049W	-0.044444444	-0.188888889	0.1	0.45	0.333333333	0
1773869_at	SPBC1604.19c	SPBC1604.19c		TRAPP	YDR108W	0.077777778	0	0.411111111	0.1	0.3	0.077777778
1774544_at	SPBC1604.20c	tea2	klp4	kinesin-like protein Tea2	YPL155C	-1.777777778	0	-0.4	0	0.077777778	1.7
1771263_at	SPBC1604.21c	ptr3	"uba1,SPBC211.09"	ubiquitin activating enzyme (E1)	YKL210W	0	0	0	0	0.133333333	0
1769780_at	SPBC1652.01	SPBC1652.01		hypothetical protein	YDR169C	-0.622222222	0	-0.044444444	0.025	-0.044444444	0
1774615_at	SPBC1652.02	aap1	SPBC16A3.20c	APC amino acid transporter	YBR068C|YBR069C|YCL025C|YDR046C|YDR508C|YGR191W|YKR039W|YOL020W	-0.188888889	1.477777778	0.5	-0.625	0.4	0.644444444
1778985_at	SPBC1677.02	dpm3		dolichol-phosphate mannosyltransferase subunit 3	NONE	0.055555556	-0.055555556	0	0.2	0.133333333	0
1779252_at	SPBC1677.03c	SPBC1677.03c		threonine ammonia-lyase	YER086W	0.188888889	0.122222222	-0.055555556	-0.75	-0.311111111	0
1779686_at	SPBC1683.01	SPBC1683.01		inorganic phosphate transporter	YML123C	1.877777778	2.044444444	1.622222222	-0.175	-0.744444444	-0.488888889
1772413_at	SPBC1683.02	SPBC1683.02		adenine deaminase	NONE	-0.066666667	-1.144444444	-1.333333333	-2.025	-1.966666667	-1.277777778
1774299_at	SPBC1683.03c	SPBC1683.03c		membrane transporter	YOR378W	-0.311111111	-0.455555556	0.022222222	-0.1	0	0
1774834_at	SPBC1683.04	SPBC1683.04		beta-glucosidase	NONE	0.066666667	0	0.8	0.45	0.633333333	-0.077777778
1773598_at	SPBC1683.05	SPBC1683.05		thiamine transporter	YLR237W|YOR071C|YOR192C	-0.044444444	-0.155555556	-0.344444444	-1.525	-1	-0.666666667
1778676_at	SPBC1683.06c	SPBC1683.06c		uridine ribohydrolase	YDR400W	-0.4	-1.255555556	-0.811111111	-3.625	-2.322222222	-1.755555556
1769490_at	SPBC1683.07	mal1		alpha-glucosidase Mal1	YBR299W|YGR287C|YGR292W|YIL172C|YJL216C|YJL221C|YOL157C	0	0	0	-0.125	-0.255555556	-0.6
1779722_at	SPBC1683.08	ght4		hexose transporter	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YIL171W|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W	0.111111111	0	1.133333333	-2.225	-0.122222222	-0.388888889
1775938_at	SPBC1683.09c	frp1		ferric-chelate reductase Frp1	YGL160W|YKL220C|YLL051C|YLR047C|YLR214W|YNR060W|YOL152W|YOR381W|YOR384W	-0.4	-0.644444444	0.644444444	-2.5	0.833333333	0.188888889
1771882_at	SPBC1683.10c	SPBC1683.10c		DUF125	YLR220W	0.1	0.1	-0.066666667	0.45	0.322222222	0.022222222
1773534_at	SPBC1683.11c	SPBC1683.11c		isocitrate lyase	YER065C|YPR006C	-1.488888889	-1.522222222	0	-0.275	-0.433333333	-0.622222222
1770408_at	SPBC1683.12	SPBC1683.12		nicotinic acid plasma membrane transporter	YGR260W	-1.066666667	-0.988888889	-1.266666667	-0.975	-1.511111111	-1.144444444
1776112_at	SPBC1683.13c	SPBC1683.13c		transcription factor	YLR098C|YOR337W	-0.633333333	-0.855555556	-0.022222222	-0.6	-0.488888889	-0.455555556
1775442_at	SPBC1685.01	pmp1		dual-specificity MAP kinase phosphatase Pmp1	YIL113W|YNL053W	-0.266666667	0	-0.155555556	0	0	0
1775122_at	SPBC1685.02c	rps1202	rps12-2	40S ribosomal protein S12	YOR369C	0	0.033333333	0	-0.075	0.022222222	0
1777437_at	SPBC1685.03	SPBC1685.03		signal peptidase subunit	YIR022W	-0.2	0	-0.122222222	-0.325	-0.3	0
1775253_at	SPBC1685.04	SPBC1685.04		sequence orphan	NONE	-0.066666667	-0.388888889	-0.077777778	-0.15	-0.7	-0.488888889
1777256_at	SPBC1685.05	SPBC1685.05		serine protease	YNL123W	-0.622222222	-0.588888889	1.566666667	0.45	0.2	0
1769400_at	SPBC1685.06	cid11		poly(A) polymerase Cid11	NONE	0.066666667	0	0	0	0	-0.211111111
1776785_at	SPBC1685.07c	SPBC1685.07c		amino acid transporter	YBL089W|YER119C	0.377777778	0.811111111	0	-0.175	-0.411111111	0.133333333
1772659_at	SPBC1685.08	SPBC1685.08		zinc finger protein	YPL181W	-0.188888889	-0.411111111	0.355555556	0.725	0.6	0
1780020_at	SPBC1685.09	rps29		40S ribosomal protein S29	YDL061C|YLR388W	0	0.011111111	0	-0.05	0.066666667	0.033333333
1770268_at	SPBC1685.10	rps27		40S ribosomal protein S27	YHR021C|YKL156W	0	0.033333333	0.077777778	-0.075	0.077777778	0
1778669_at	SPBC1685.11	rlp1		RecA family ATPase Rlp1	NONE	0.3	0	0.133333333	0.2	-0.322222222	-0.044444444
1775339_at	SPBC1685.12c	SPBC1685.12c		dubious	NONE	0.977777778	0.611111111	0.266666667	-0.1	0	0
1777082_at	SPBC1685.13	SPBC1685.13		non classical export pathway protein	YGR131W|YPR149W	-2.111111111	2.644444444	-1.122222222	-1.525	0.244444444	2.255555556
1775065_at	SPBC1685.14c	SPBC1685.14c		Vid27 family protein	YNL212W	-1.622222222	0.277777778	0.266666667	0	-0.177777778	0.422222222
1772404_at	SPBC1685.15c	klp6	"sot2,SPBC649.01c"	kinesin-like protein Klp6	YGL216W	-0.266666667	0	0.088888889	0.15	0	-0.022222222
1777073_at	SPBC16A3.01	spn3	SPBC543.01c	septin	YJR076C	0	0	0	0	0.022222222	0
