# Supplementary Dataset S11. This tab delmited table contains the results of the eQTL linkage results of the 6464 sense traits at 5% FDR.
#
# This tab delmited table is the results of the eQTL linkage results
# of the 6464 sense traits at 5% FDR. Each row correspond
# to one linkage between a expression trait (gene)its eQTL. When 
# a trait was linked to more several locus correlated more than 0.8
# we considered that it corresponded to a single QTL, which position
# could not be determined. they were regroup.
# Here each row correpond to a group and the different location 
# of the grouped QTL are separated with coma. 
#
# First field is the name of sense trait (target)
# Next 3 fields are the coordinate of the QTL as a
#  genomic interval. Note that each QTL is considered
#  as spanning in between the first non linked variant.
# next field is an indicater of whether the linkage correspong to 
#  a cis or a trans linakge.
# Next field indicate the strongest candiate regulator as this locus
#  predicted unsing correlation between the trait and the regulator
#  candidate. "NA" correspond to missing values.
# Next indicate wether the putative 
#  regulator is a coding or non-coding genes
#  "NA" correspond to missing values.
# 
# if you have questions mail: 
# mathieu.clement-ziza(at)uni-koeln.de
# andreas.beyer(at)uni-koeln.de
# j.bahler(at)ucl.ac.uk
#
target	chromosome	start	end	qtl_type	putative_regulator	regulator_type
SPAC959.06c	chromosome_2	1454466	1460842	trans	SPBC32H8.05	coding
SPAC977.10	chromosome_1	2925637	3326503	trans	SPAC688.03c	coding
SPAC977.13c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAC2E1P3.01	coding
SPAC977.14c	chromosome_1	2925637	3326503	trans	SPAPB24D3.08c	coding
SPAC977.15	chromosome_1	3315647	3557103	trans	SPAC1B1.02c	coding
SPAC977.16c	chromosome_2	71084	126452	trans	SPNCRNA.1305	non_coding
SPAC977.16c	chromosome_2	730179	767643	trans	SPBC577.05c	coding
SPAC977.17	chromosome_2	720635	767643	trans	SPBC119.07	coding
SPAC9E9.02	chromosome_2	852801	903483	trans	SPBC36.08c	coding
SPAC9E9.04	chromosome_1	2925637	3326503	cis	SPAC9E9.04	NA
SPAC9E9.09c	chromosome_1	3809960	3926065	trans	SPAC1071.11	coding
SPAC9E9.09c	chromosome_2	2870909	2889260	trans	SPBP4H10.08	coding
SPAC9E9.11	chromosome_1	4268319	4471094	cis	SPAC9E9.11	NA
SPAC9G1.04	chromosome_1	4325746	4364759	trans	SPAC27F1.08	coding
SPAC9G1.07	chromosome_1	2925637	3556754	trans	SPAC31G5.08	coding
SPACUNK4.06c	chromosome_3	2078298	2119802	trans	SPCC576.14	coding
SPACUNK4.09	chromosome_3	2102509	2123837	trans	SPCC576.14	coding
SPACUNK4.14	chromosome_1	3443342	3556754	trans	SPAC16E8.11c	coding
SPAP11E10.01	chromosome_1	2810876	2813185	trans	SPAC1B2.06	coding
SPAP11E10.02c	chromosome_1	2937800	3318540	trans	SPAC24C9.15c	coding
SPAP14E8.04	chromosome_1	3556754	3745734	trans	SPNCRNA.921	non_coding
SPAP27G11.07c	chromosome_3	2288067	2311533	trans	SPNCRNA.45	non_coding
SPAP27G11.08c	chromosome_3	2087770	2119802	trans	SPCC576.16c	coding
SPAP27G11.09c	chromosome_2	852801	903483	trans	SPBC713.09	coding
SPAP27G11.14c	chromosome_1	3440649	3557103	trans	SPAC1B1.02c	coding
SPAP32A8.03c	chromosome_1	2950891	3326503	cis	SPAP32A8.03c	NA
SPAP7G5.02c	chromosome_1	4962262	4967077	trans	SPNCRNA.1039	non_coding
SPAP8A3.03	chromosome_1	3443342	3556754	trans	SPAC16E8.07c	coding
SPAP8A3.09c	chromosome_1	5153377	5202829	cis	SPAP8A3.09c	NA
SPAPB15E9.02c	chromosome_2	808514	828758	trans	SPBC530.10c	coding
SPAPB15E9.02c	chromosome_2	2311107	2316554	trans	SPBC12D12.09	coding
SPAPB17E12.09	chromosome_3	2087770	2119802	trans	SPCC576.13	coding
SPAPB18E9.02c	chromosome_3	1587644	1592069	trans	SPNCRNA.1208	non_coding
SPAPB18E9.04c	chromosome_3	2101294	2123837	trans	SPNCRNA.1264	non_coding
SPAPB1A10.02	chromosome_1	3440649	3557103	trans	SPAC3A11.04	coding
SPAPB1A10.06c	chromosome_3	2102509	2119802	trans	SPNCRNA.1263	non_coding
SPAPB1A10.09	chromosome_1	3440649	3556754	trans	SPAC3A11.07	coding
SPAPB1A10.14	chromosome_1	3809960	3919690	trans	SPAC323.07c	coding
SPAPB1A10.15	chromosome_3	2087770	2123837	trans	SPCC126.04c	coding
SPAPB1A11.03	chromosome_3	2102509	2119802	trans	SPCC126.02c	coding
SPAPB1E7.06c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPAPB24D3.04c	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPAPB24D3.06c	chromosome_3	2101294	2123837	trans	SPNCRNA.1264	non_coding
SPAPB24D3.07c	chromosome_1	3809960	3926065	cis	SPAPB24D3.07c	NA
SPAPB24D3.07c	chromosome_2	2524266	2588585	trans	SPBC29A10.08	coding
SPAPB24D3.07c	chromosome_3	2294089	2308613	trans	SPNCRNA.1283	non_coding
SPAPB24D3.08c	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPAPB24D3.10c	chromosome_1	2893934	2905076	cis	SPAPB24D3.10c	NA
SPAPB2B4.01c	chromosome_1	3315647	3326503	cis	SPAPB2B4.01c	NA
SPAPB2B4.03	chromosome_2	1455394	1456162	trans	NA	NA
SPAPB2B4.07	chromosome_2	1740747	1897778	trans	SPBC9B6.08	coding
SPAPB8E5.02c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	cis	SPAPB8E5.02c	NA
SPAPB8E5.03	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	cis	SPAPB8E5.03	NA
SPAPB8E5.04c	chromosome_1	3554341	3745734	cis	SPAPB8E5.04c	NA
SPAPB8E5.07c	chromosome_3	2101294	2123837	trans	SPNCRNA.1263	non_coding
SPAPJ696.01c	chromosome_1	619866	749810	cis	SPAPJ696.01c	NA
SPAPJ696.02	chromosome_2	229897	269761	trans	SPBC800.08	coding
SPAPJ698.03c	chromosome_3	2087770	2123837	trans	SPCC576.05	coding
SPAPYUG7.02c	chromosome_1	3440649	3557103	cis	SPAPYUG7.02c	NA
SPBC106.01	chromosome_1	382788	400592	trans	SPAC31A2.02	coding
SPBC106.02c	chromosome_3	2117330	2123837	trans	SPNCRNA.1264	non_coding
SPBC106.03	chromosome_3	2084276	2119802	trans	SPCC126.02c	coding
SPBC106.07c	chromosome_1	3809960	3919690	trans	SPAC323.01c	coding
SPBC106.08c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC106.09	chromosome_2	1452255	1455201	trans	SPBC32H8.02c	coding
SPBC106.09	chromosome_3	2101294	2123837	trans	SPCC126.02c	coding
SPBC106.10	chromosome_1	3440649	3557103	trans	SPNCRNA.909	non_coding
SPBC106.11c	chromosome_1	2937800	3326503	trans	SPAC31G5.09c	coding
SPBC106.14c	chromosome_3	2102509	2119802	trans	SPNCRNA.1263	non_coding
SPBC106.19	chromosome_1	3315647	3557103	trans	SPAC1B1.02c	coding
SPBC106.20	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPBC1105.03c	chromosome_1	3809960	3926065	trans	SPAC4H3.01	coding
SPBC1105.09	chromosome_1,chromosome_1	3315647,4325746	3456618,4364759	trans	SPAC26A3.02	coding
SPBC1105.10	chromosome_1	2893934	2905076	trans	SPACUNK4.07c	coding
SPBC1105.10	chromosome_1	5153377	5200800	trans	SPAC26F1.01	coding
SPBC1105.13c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC1105.14	chromosome_1	4281981	4290671	trans	SPAC2C4.17c	coding
SPBC1105.16c	chromosome_1	5161435	5202829	trans	SPAC26F1.06	coding
SPBC115.02c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC115.03	chromosome_1	2925637	3318540	trans	SPNCRNA.873	non_coding
SPBC115.03	chromosome_2	3867539	3878311	trans	SPBC211.03c	coding
SPBC119.03	chromosome_1	2541698	2547852	trans	SPNCRNA.836	non_coding
SPBC119.08	chromosome_3	657594	681957	trans	SPCC16C4.06c	coding
SPBC119.16c	chromosome_3	2087770	2123837	trans	SPCC126.04c	coding
SPBC1198.01	chromosome_3	2087770	2123837	trans	SPCC126.04c	coding
SPBC1198.02	chromosome_1	3809960	3926065	trans	SPNCRNA.944	non_coding
SPBC1198.07c	chromosome_3	277743	296062	trans	SPNCRNA.1124	non_coding
SPBC1198.07c	chromosome_3	655654	677595	trans	SPCC16C4.06c	coding
SPBC1198.08	chromosome_1	2925637	2950891	trans	SPNCRNA.861	non_coding
SPBC1198.09	chromosome_2	173231	177201	cis	SPBC1198.09	NA
SPBC1198.10c	chromosome_1	3443342	3556754	trans	SPAC3A11.07	coding
SPBC1198.11c	chromosome_3	2084276	2123837	trans	SPNCRNA.1264	non_coding
SPBC1198.14c	chromosome_1	3443342	3556754	trans	SPAC3A11.07	coding
SPBC11B10.02c	chromosome_2	1456148	1494128	cis	SPBC11B10.02c	NA
SPBC11B10.07c	chromosome_3	657594	681957	trans	SPNCRNA.469	non_coding
SPBC11C11.02	chromosome_1	5153377	5202829	trans	SPAC26F1.01	coding
SPBC11C11.03	chromosome_1	5448529	5451430	trans	SPAC1039.02	coding
SPBC11C11.05	chromosome_3	657594	681957	trans	SPNCRNA.469	non_coding
SPBC11C11.06c	chromosome_1	3809960	3919690	trans	SPAC4H3.08	coding
SPBC11C11.10	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBC11G11.02c	chromosome_1	2423311	2452020	trans	SPNCRNA.827	non_coding
SPBC11G11.02c	chromosome_3	2084276	2104480	trans	SPCC576.14	coding
SPBC11G11.03	chromosome_1	396286	455460	trans	SPAC13C5.05c	coding
SPBC11G11.06c	chromosome_3	1540794	1555043	trans	SPCC162.12	coding
SPBC1271.01c	chromosome_1	3809960	3926065	trans	SPAC1F12.06c	coding
SPBC1271.03c	chromosome_3	2084276	2123837	trans	SPCC576.13	coding
SPBC1271.04c	chromosome_2	2311107	2316554	trans	SPBC12D12.04c	coding
SPBC1271.05c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAPB8E5.02c	coding
SPBC1271.07c	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPBC1271.09	chromosome_3	2087770	2119802	trans	SPCC576.13	coding
SPBC1271.10c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC1271.14	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC1289.01c	chromosome_3	631614	677595	trans	SPCC16C4.06c	coding
SPBC1289.12	chromosome_3	2084276	2123837	trans	SPCC576.14	coding
SPBC1289.16c	chromosome_1,chromosome_1	2665053,4602196	2950891,4949138	trans	SPNCRNA.846	non_coding
SPBC1289.16c	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBC12C2.03c	chromosome_1	3554341	3745734	trans	SPAC8C9.12c	coding
SPBC12C2.04	chromosome_1	3554341	3745990	trans	SPAC15A10.13	coding
SPBC12C2.08	chromosome_1	5403412	5448529	trans	SPNCRNA.28	non_coding
SPBC12C2.09c	chromosome_1	3440649	3456618	trans	SPNCRNA.909	non_coding
SPBC12C2.11	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPBC12D12.02c	chromosome_1	3315647	3557103	trans	SPAC1B1.02c	coding
SPBC12D12.04c	chromosome_3	2102509	2123837	trans	SPCC126.04c	coding
SPBC12D12.05c	chromosome_1	3809960	3920943	trans	SPAC1071.06	coding
SPBC12D12.05c	chromosome_3	2087770	2119802	trans	SPCC576.14	coding
SPBC12D12.09	chromosome_1	948072	1011187	trans	SPNCRNA.703	non_coding
SPBC1306.01c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC1347.02	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPBC1347.03	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPBC1347.05c	chromosome_3	655654	658266	trans	SPCC16C4.19	coding
SPBC1347.06c	chromosome_1	3809960	3926065	trans	SPAC1F12.10c	coding
SPBC1347.08c	chromosome_1	3443342	3556754	trans	SPAC1B1.02c	coding
SPBC1347.09	chromosome_1	3315647	3557103	trans	SPAC26A3.02	coding
SPBC1347.10	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPBC13A2.02	chromosome_2	3377711	3489302	cis	SPBC13A2.02	NA
SPBC13E7.04	chromosome_3	2084276	2093353	trans	SPCC576.03c	coding
SPBC13G1.07	chromosome_3	2101294	2123837	trans	SPCC576.14	coding
SPBC13G1.09	chromosome_3	2102509	2119802	trans	SPCC126.02c	coding
SPBC13G1.15c	chromosome_1	2937800	3557103	trans	SPNCRNA.885	non_coding
SPBC146.06c	chromosome_1	2925637	3442884	trans	SPNCRNA.873	non_coding
SPBC146.09c	chromosome_1	2925637	3556754	trans	SPAC6G9.04	coding
SPBC146.11c	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPBC146.12	chromosome_1	3919690	4006684	trans	SPAC2F3.11	coding
SPBC14C8.14c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC14C8.16c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC14C8.17c	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPBC14F5.06	chromosome_3	2084276	2093353	trans	SPNCRNA.1258	non_coding
SPBC14F5.08	chromosome_3	2101294	2125061	trans	SPCC576.13	coding
SPBC14F5.09c	chromosome_1	3321289	3556754	trans	SPAC3A11.07	coding
SPBC14F5.11c	chromosome_1	5161435	5202829	trans	SPAC26F1.01	coding
SPBC14F5.12c	chromosome_1	3315647	3326503	trans	SPAC2E1P5.02c	coding
SPBC14F5.13c	chromosome_1	3440649	3557103	trans	SPNCRNA.913	non_coding
SPBC1539.03c	chromosome_3	2087770	2119802	trans	SPCC576.11	coding
SPBC1539.05	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPBC15D4.01c	chromosome_1	2893934	2905076	trans	SPACUNK4.06c	coding
SPBC15D4.07c	chromosome_1,chromosome_1	5161435,5403412	5203011,5448529	trans	SPAC26F1.01	coding
SPBC15D4.10c	chromosome_3	2087770	2123837	trans	SPCC126.04c	coding
SPBC15D4.13c	chromosome_3	2101294	2119802	trans	SPCC576.16c	coding
SPBC15D4.14	chromosome_3	2084276	2119802	trans	SPCC576.14	coding
SPBC1604.01	chromosome_1	3440649	3745734	trans	SPAC1B1.02c	coding
SPBC1604.03c	chromosome_1	3315647	3456618	trans	SPAP32A8.03c	coding
SPBC1604.16c	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBC1604.19c	chromosome_1	3440649	3556754	trans	SPAC3A11.08	coding
SPBC1677.03c	chromosome_3	2087770	2123837	trans	SPNCRNA.1263	non_coding
SPBC1683.01	chromosome_1,chromosome_1	2893934,4467160	2905076,4611044	trans	SPAC27D7.03c	coding
SPBC1683.01	chromosome_2	2505327	2549699	trans	SPNCRNA.1524	non_coding
SPBC1683.02	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPBC1683.03c	chromosome_1	2925637	3318540	trans	SPNCRNA.873	non_coding
SPBC1683.04	chromosome_1	2937800	3326503	trans	SPNCRNA.885	non_coding
SPBC1683.05	chromosome_3	2087770	2119802	trans	SPNCRNA.1263	non_coding
SPBC1683.06c	chromosome_2	1265217	1277368	trans	SPNCRNA.1424	non_coding
SPBC1683.07	chromosome_1	2545110	2604820	trans	SPNCRNA.836	non_coding
SPBC1683.08	chromosome_1	2925637	2950891	trans	SPNCRNA.859	non_coding
SPBC1683.10c	chromosome_1	3554341	3745990	trans	SPNCRNA.928	non_coding
SPBC1683.11c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC2E1P3.01	coding
SPBC1685.01	chromosome_3	2102509	2119802	trans	SPCC126.02c	coding
SPBC1685.04	chromosome_3	2087770	2123837	trans	SPCC126.04c	coding
SPBC1685.06	chromosome_3	2084276	2123837	trans	SPCC576.13	coding
SPBC1685.17	chromosome_1	3809960	3926065	trans	SPNCRNA.944	non_coding
SPBC16A3.04	chromosome_3	2101294	2119802	trans	SPCC576.14	coding
SPBC16A3.10	chromosome_1	3443342	3556754	trans	SPAC16E8.07c	coding
SPBC16A3.12c	chromosome_1	1200356	1279461	trans	SPAC56E4.05	coding
SPBC16A3.13	chromosome_1	2810876	2813185	trans	SPAC1B2.06	coding
SPBC16A3.13	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPBC16A3.18	chromosome_1	396286	455460	trans	SPAC13C5.05c	coding
SPBC16A3.19	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC16C6.04	chromosome_3	2102509	2119802	trans	SPCC576.14	coding
SPBC16C6.10	chromosome_1	2531296	2539126	trans	SPAC25H1.10c	coding
SPBC16C6.10	chromosome_1	3440649	3456618	trans	SPNCRNA.561	non_coding
SPBC16D10.05	chromosome_1	2893934	2905076	trans	SPAPYUK71.03c	coding
SPBC16E9.03c	chromosome_3	2084276	2119802	trans	SPCC576.14	coding
SPBC16E9.10c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC16E9.14c	chromosome_1	3440649	3557103	trans	SPAC3A11.04	coding
SPBC16E9.19	chromosome_3	2087770	2119802	trans	SPCC576.13	coding
SPBC16G5.01	chromosome_3	2101294	2104480	trans	SPCC576.12c	coding
SPBC16G5.02c	chromosome_3	657594	677595	trans	SPNCRNA.469	non_coding
SPBC16G5.08	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPBC16G5.10	chromosome_1	2893934	2905076	trans	SPACUNK4.06c	coding
SPBC16G5.12c	chromosome_3	2087770	2119802	trans	SPNCRNA.1263	non_coding
SPBC16G5.17	chromosome_1	3440649	3556754	trans	SPAC1B1.02c	coding
SPBC16G5.17	chromosome_2	4222004	4289304	cis	SPBC16G5.17	NA
SPBC16H5.03c	chromosome_3	2101294	2123837	trans	SPCC576.13	coding
SPBC16H5.07c	chromosome_3	2078298	2119802	trans	SPCC576.14	coding
SPBC16H5.08c	chromosome_3	2087770	2119802	trans	SPCC576.11	coding
SPBC16H5.09c	chromosome_2	2813594	2870926	trans	SPBC19C7.07c	coding
SPBC16H5.10c	chromosome_1	5219342	5270397	trans	SPAC14C4.11	coding
SPBC16H5.10c	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBC16H5.11c	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPBC16H5.15	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPBC1703.06	chromosome_1	3809960	3926065	trans	SPAC1F12.10c	coding
SPBC1703.13c	chromosome_3	2101294	2119802	trans	SPCC576.17c	coding
SPBC1703.14c	chromosome_3	2102509	2123837	trans	SPCC126.02c	coding
SPBC1709.01	chromosome_1	2893934	2905076	trans	SPACUNK4.06c	coding
SPBC1709.02c	chromosome_3	2102509	2123837	trans	SPNCRNA.1264	non_coding
SPBC1709.06	chromosome_1	4288609	4467160	trans	SPNCRNA.974	non_coding
SPBC1709.12	chromosome_1	2810876	2813185	trans	SPAC1B2.06	coding
SPBC1709.13c	chromosome_2	1127615	1149207	cis	SPBC1709.13c	NA
SPBC1709.15c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC1709.17	chromosome_3	2087770	2123837	trans	SPCC126.04c	coding
SPBC1711.07	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBC1711.09c	chromosome_1	3440649	3556754	trans	SPAC3A11.04	coding
SPBC1711.14	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPBC1711.16	chromosome_3	2102509	2119802	trans	SPCC126.02c	coding
SPBC1718.01	chromosome_1	3315647	3326503	trans	SPAC2E1P5.02c	coding
SPBC1734.01c	chromosome_3	2101294	2119802	trans	SPCC576.13	coding
SPBC1734.04	chromosome_1	3443342	3557103	trans	SPAC16E8.07c	coding
SPBC1734.07c	chromosome_2	434585	456252	trans	SPNCRNA.1359	non_coding
SPBC1734.07c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC1734.12c	chromosome_1	3440649	3557103	trans	SPAC16E8.07c	coding
SPBC1734.13	chromosome_1	3919690	3926065	trans	SPAC2F3.03c	coding
SPBC1734.14c	chromosome_1	2893934	2905076	trans	SPACUNK4.06c	coding
SPBC1734.15	chromosome_3	2087770	2123837	trans	SPCC126.02c	coding
SPBC1773.08c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC30C2.07	coding
SPBC1773.09c	chromosome_1	3443342	3557103	trans	SPAC1B1.02c	coding
SPBC1773.11c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC1773.12	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAC4F10.08	coding
SPBC1773.13	chromosome_1	2569788	2604820	trans	SPAC823.03	coding
SPBC1773.13	chromosome_1	3554341	3745734	trans	SPAC17G6.12	coding
SPBC1773.14	chromosome_1	2925637	2950891	trans	SPNCRNA.861	non_coding
SPBC1773.15	chromosome_1	3315647	3442884	trans	SPAPB1E7.11c	coding
SPBC1773.16c	chromosome_3	2102509	2123837	trans	SPCC126.04c	coding
SPBC1773.17c	chromosome_1	2810876	2813185	trans	SPAC1B2.06	coding
SPBC1778.03c	chromosome_1	2937800	2955088	trans	SPAPB24D3.03	coding
SPBC1778.10c	chromosome_3	2087770	2119802	trans	SPCC576.13	coding
SPBC17A3.01c	chromosome_3	2087770	2119802	trans	SPCC576.05	coding
SPBC17A3.05c	chromosome_1	2658731	2662692	trans	SPAC4F8.10c	coding
SPBC17D1.05	chromosome_1	3809960	3920943	trans	SPAC1071.06	coding
SPBC17D1.06	chromosome_3	2087770	2101881	trans	SPCC576.13	coding
SPBC17D11.04c	chromosome_3	2101294	2119802	trans	SPCC576.13	coding
SPBC17D11.06	chromosome_1	4135582	4141458	trans	SPNCRNA.963	non_coding
SPBC17D11.08	chromosome_1	2925637	2950891	trans	SPNCRNA.861	non_coding
SPBC17F3.02	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
SPBC17G9.05	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC1861.01c	chromosome_1	1110692	1149636	trans	SPNCRNA.716	non_coding
SPBC1861.01c	chromosome_1	3440649	3926065	trans	SPNCRNA.944	non_coding
SPBC1861.01c	chromosome_3	2311049	2354383	trans	SPCC70.03c	coding
SPBC1861.02	chromosome_1	3443342	3926065	trans	SPAC3A11.07	coding
SPBC1861.04c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC1861.08c	chromosome_3	2084276	2093353	trans	SPCC576.03c	coding
SPBC18E5.09c	chromosome_1	2665053	2955088	trans	SPNCRNA.205	non_coding
SPBC18E5.10	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPBC18E5.12c	chromosome_3	2101294	2123837	trans	SPCC576.13	coding
SPBC18E5.14c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPNCRNA.205	non_coding
SPBC18H10.05	chromosome_1	3440649	3557103	trans	SPAC3A11.07	coding
SPBC18H10.05	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPBC18H10.07	chromosome_3	2087770	2104480	trans	SPCC576.14	coding
SPBC18H10.16	chromosome_1	3315647	3557103	trans	SPAC16E8.07c	coding
SPBC18H10.20c	chromosome_3	2087770	2104480	trans	SPCC576.07	coding
SPBC1921.02	chromosome_3	2078298	2104480	trans	SPCC576.14	coding
SPBC1921.03c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC1921.06c	chromosome_3	631614	677595	trans	SPCC16C4.04	coding
SPBC19C2.06c	chromosome_3	2117330	2123837	trans	SPCC126.03	coding
SPBC19C2.09	chromosome_3	1046300	1163989	trans	SPCC4B3.15	coding
SPBC19C2.10	chromosome_3	655654	677595	trans	SPCC16C4.19	coding
SPBC19C7.04c	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
SPBC19C7.09c	chromosome_3	2087770	2119802	trans	SPCC576.14	coding
SPBC19C7.12c	chromosome_1	3443342	3556754	trans	SPAC16E8.07c	coding
SPBC19C7.12c	chromosome_3	655654	658266	trans	SPCC5E4.07	coding
SPBC19F5.03	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBC19F8.01c	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans	SPNCRNA.1018	non_coding
SPBC19F8.03c	chromosome_1	3315647	3326503	trans	SPAPB1E7.14	coding
SPBC19F8.04c	chromosome_1	5365839	5383505	trans	SPAC4D7.10c	coding
SPBC19F8.04c	chromosome_3	2087770	2119802	trans	SPCC576.13	coding
SPBC19F8.06c	chromosome_1	2893934	3326503	trans	SPNCRNA.01	non_coding
SPBC19G7.09	chromosome_3	387146	423764	trans	SPCC306.06c	coding
SPBC19G7.10c	chromosome_3	2101294	2119802	trans	SPCC126.02c	coding
SPBC19G7.13	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPBC19G7.14c	chromosome_1	3919690	3926065	trans	SPAC323.07c	coding
SPBC19G7.16	chromosome_1	5426621	5449783	trans	SPNCRNA.1082	non_coding
SPBC1A4.04	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans	SPNCRNA.872	non_coding
SPBC1A4.05	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC1A4.07c	chromosome_1	512086	522530	trans	SPAC227.12	coding
SPBC1E8.03c	chromosome_3	2102509	2123837	trans	SPCC126.02c	coding
SPBC1E8.05	chromosome_3	655654	677595	trans	SPCC16C4.06c	coding
SPBC20F10.02c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC20F10.07	chromosome_3	1587644	1592069	trans	SPNCRNA.1208	non_coding
SPBC21.01	chromosome_1	3315647	3456618	trans	SPNCRNA.909	non_coding
SPBC21.03c	chromosome_3	2101294	2119802	trans	SPCC576.13	coding
SPBC211.01	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC211.02c	chromosome_3	2087770	2123837	trans	SPCC126.02c	coding
SPBC211.03c	chromosome_2	3839530	3878311	cis	SPBC211.03c	NA
SPBC211.07c	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPBC215.03c	chromosome_1	3315647	3456618	trans	SPAC26A3.02	coding
SPBC215.07c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAPB8E5.03	coding
SPBC215.09c	chromosome_1	460756	490432	trans	SPAC24H6.07	coding
SPBC215.10	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPBC215.13	chromosome_1	3440649	3557103	trans	SPAC3A11.06	coding
SPBC216.06c	chromosome_3	2087770	2123837	trans	SPCC576.05	coding
SPBC21B10.07	chromosome_3	324045	350235	trans	SPCC736.10c	coding
SPBC21B10.07	chromosome_3	655654	681957	trans	SPCC16C4.06c	coding
SPBC21B10.09	chromosome_1	3315647	3326503	trans	SPAPB1E7.09	coding
SPBC21B10.11	chromosome_2	3428992	3489302	trans	SPBC2G2.10c	coding
SPBC21B10.12	chromosome_1	3315647	3556754	trans	SPNCRNA.909	non_coding
SPBC21C3.07c	chromosome_3	2101294	2119802	trans	SPCC576.14	coding
SPBC21C3.14c	chromosome_1	3443342	3556754	trans	SPAC16E8.07c	coding
SPBC21C3.17c	chromosome_3	660926	665506	trans	SPCC16C4.20c	coding
SPBC21C3.19	chromosome_1	4142796	4183961	trans	SPAC26H5.13c	coding
SPBC21D10.06c	chromosome_1	3443342	3556754	trans	SPAC1B1.02c	coding
SPBC21D10.09c	chromosome_1	3723871	3745990	trans	SPAP7G5.04c	coding
SPBC21H7.03c	chromosome_1	3315647	3557103	trans	SPAC1B1.02c	coding
SPBC21H7.04	chromosome_3	2087770	2119802	trans	SPCC576.14	coding
