Category_Name	External_ID	GeneSet_Name	over_represented/under_represented	List_Frequency	Background_Frequency	Corrected_pvalue	Genes_In_Common/Interacting_Gene_Pair
Phenotypes (FYPO)	FYPO:0000045;	abnormal cell population growth	Enriched	82.1192052980132 (124/151)	64.5553002953725 (1967/3047)	0.000605192	SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC1215.01;SPBC32F12.05c;SPBPB10D8.04c;SPAC1783.07c;SPAC3A12.12;SPBC839.19;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPAC23H3.03c;SPAC959.08;SPBC4F6.10;SPCC188.07;SPBC83.16c;SPCC736.07c;SPBC16C6.03c;SPBC1347.07;SPAC3F10.09;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC23H4.10c;SPCP1E11.10;SPAC57A7.08;SPBC56F2.05c;SPCC1840.09;SPCC1884.02;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPAC24C9.12c;SPCC364.03;SPBC31F10.15c;SPBC28F2.10c;SPCC1259.03;SPAC3H1.04c;SPBP8B7.18c;SPBC21H7.07c;SPAC22F8.11;SPBC530.13;SPCC962.04;SPAC823.05c;SPBC18E5.09c;SPAC6B12.12;SPBC1271.14;SPBC15D4.12c;SPBC23G7.16;SPAC5D6.02c;SPBC354.05c;SPAC2C4.15c;SPAC17A2.01;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPAC1805.16c;SPBC19F8.06c;SPCC1259.07;SPBPB10D8.06c;SPBC691.04;SPCC16C4.10;SPAC977.14c;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPBC725.02;SPBC776.15c;SPCC576.11;SPAC1B3.01c;SPCC895.07;SPBC1604.25;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC776.11;SPBC1711.04;SPBC3B8.05;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC27D7.08c;SPBC12C2.01c;SPAC1D4.06c;SPAC664.07c;SPCC895.05;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPAC27E2.11c;SPAC3H1.14;SPAC890.02c;SPAC343.10;SPAC3H8.08c;SPBC23G7.12c;SPAC3H5.12c;SPAC29A4.09;SPBC409.19c;SPAC3G9.07c;SPCC1223.05c;SPAC458.05;SPAC26A3.04;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPAC15A10.17;SPAC637.11;SPCC550.11;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0001118;	abnormal vegetative cell morphology	Enriched	29.8013245033113 (45/151)	15.1624548736462 (462/3047)	0.000889458	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPCC188.07;SPCC736.07c;SPCC74.05;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC959.04c;SPBC17G9.02c;SPBC2G2.13c;SPCC364.03;SPBC409.10;SPAC637.09;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPCC1259.07;SPBC691.04;SPBC725.02;SPCC895.07;SPAC30C2.06c;SPCC24B10.09;SPAC4D7.03;SPAC2F7.07c;SPCC306.09c;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPAC664.07c;SPCC895.05;SPAC1783.04c;SPAC890.02c;SPAC3H8.08c;SPBC409.19c;SPCC1223.05c;SPAC458.05;SPAC17H9.19c;SPAC15A10.17;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0004638;	abnormal cellular physical quality phenotype	Enriched	60.9271523178808 (92/151)	42.5008204791598 (1295/3047)	0.00102301	SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC32F12.05c;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC24B10.04;SPBC16C6.03c;SPCC74.05;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC23H4.10c;SPAC57A7.08;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPBP8B7.05c;SPCC364.03;SPBC28F2.10c;SPCC1259.03;SPAC3H1.04c;SPBP8B7.18c;SPAC22F8.11;SPBC29A3.09c;SPCC962.04;SPBC409.10;SPAC823.05c;SPAC6B12.12;SPAC637.09;SPBC23G7.16;SPBC354.05c;SPAC5D6.02c;SPAC2C4.15c;SPAC5D6.05;SPBC16H5.03c;SPAPB1E7.06c;SPCC1259.07;SPBC691.04;SPBC29A10.02;SPBC725.02;SPBC776.15c;SPCC576.11;SPAC1B3.01c;SPCC895.07;SPAC1B2.04;SPAC6G9.14;SPAC30C2.06c;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC27D7.08c;SPAC6F12.10c;SPAC1D4.06c;SPCC895.05;SPAC664.07c;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPAC27E2.11c;SPAC890.02c;SPAC343.10;SPAC3H8.08c;SPBC409.19c;SPCC1223.05c;SPAC458.05;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPAC15A10.17;SPAC637.11;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0001127;	abnormal cell size	Enriched	29.1390728476821 (44/151)	15.0968165408599 (460/3047)	0.00142019	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPCC188.07;SPCC736.07c;SPCC74.05;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC57A7.08;SPAC959.04c;SPBC17G9.02c;SPBC2G2.13c;SPCC364.03;SPBC409.10;SPAC637.09;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPCC1259.07;SPBC691.04;SPBC725.02;SPCC895.07;SPAC30C2.06c;SPCC24B10.09;SPAC4F8.01;SPAC4D7.03;SPAC2F7.07c;SPCC306.09c;SPBC16G5.15c;SPAC688.11;SPCC736.08;SPAC6F12.10c;SPAC664.07c;SPCC895.05;SPAC1783.04c;SPAC3H8.08c;SPAC458.05;SPAC17H9.19c;SPAC15A10.17;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0002196;	abnormal vegetative cell shape	Enriched	27.8145695364238 (42/151)	14.2763373810305 (435/3047)	0.00162229	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPCC188.07;SPCC736.07c;SPCC74.05;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC959.04c;SPBC17G9.02c;SPBC2G2.13c;SPCC364.03;SPBC409.10;SPAC637.09;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPCC1259.07;SPBC691.04;SPBC725.02;SPCC895.07;SPCC24B10.09;SPAC4D7.03;SPAC2F7.07c;SPCC306.09c;SPAC323.05c;SPBC16G5.15c;SPAC688.11;SPCC736.08;SPCC895.05;SPAC1783.04c;SPAC890.02c;SPAC3H8.08c;SPBC409.19c;SPCC1223.05c;SPAC17H9.19c;SPAC15A10.17;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0000139;	cell population growth phenotype	Enriched	83.4437086092715 (126/151)	67.7715786019035 (2065/3047)	0.00206015	SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC1215.01;SPBC32F12.05c;SPBPB10D8.04c;SPAC1783.07c;SPAC3A12.12;SPBC839.19;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPAC23H3.03c;SPAC959.08;SPBC4F6.10;SPCC188.07;SPBC83.16c;SPCC736.07c;SPBC16C6.03c;SPBC1347.07;SPAC3F10.09;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC23H4.10c;SPCP1E11.10;SPAC57A7.08;SPBC56F2.05c;SPCC1840.09;SPCC1884.02;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPAC24C9.12c;SPCC364.03;SPBC31F10.15c;SPBC28F2.10c;SPCC1259.03;SPAC3H1.04c;SPBP8B7.18c;SPBC21H7.07c;SPAC22F8.11;SPBC530.13;SPCC962.04;SPBC409.10;SPAC823.05c;SPBC18E5.09c;SPAC6B12.12;SPBC1271.14;SPBC15D4.12c;SPBC23G7.16;SPAC5D6.02c;SPBC354.05c;SPAC2C4.15c;SPAC17A2.01;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPAC1805.16c;SPBC19F8.06c;SPCC1259.07;SPBPB10D8.06c;SPBC691.04;SPCC16C4.10;SPAC977.14c;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPBC725.02;SPBC776.15c;SPCC576.11;SPAC1B3.01c;SPCC895.07;SPBC1604.25;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC776.11;SPBC1711.04;SPBC3B8.05;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC27D7.08c;SPBC12C2.01c;SPAC6F12.10c;SPAC1D4.06c;SPAC664.07c;SPCC895.05;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPAC27E2.11c;SPAC3H1.14;SPAC890.02c;SPAC343.10;SPAC3H8.08c;SPBC23G7.12c;SPAC3H5.12c;SPAC29A4.09;SPBC409.19c;SPAC3G9.07c;SPCC1223.05c;SPAC458.05;SPAC26A3.04;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPAC15A10.17;SPAC637.11;SPCC550.11;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0001358;	vegetative cell population growth phenotype	Enriched	83.4437086092715 (126/151)	67.7059402691172 (2063/3047)	0.00206015	SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC1215.01;SPBC32F12.05c;SPBPB10D8.04c;SPAC1783.07c;SPAC3A12.12;SPBC839.19;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPAC23H3.03c;SPAC959.08;SPBC4F6.10;SPCC188.07;SPBC83.16c;SPCC736.07c;SPBC16C6.03c;SPBC1347.07;SPAC3F10.09;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC23H4.10c;SPCP1E11.10;SPAC57A7.08;SPBC56F2.05c;SPCC1840.09;SPCC1884.02;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPAC24C9.12c;SPCC364.03;SPBC31F10.15c;SPBC28F2.10c;SPCC1259.03;SPAC3H1.04c;SPBP8B7.18c;SPBC21H7.07c;SPAC22F8.11;SPBC530.13;SPCC962.04;SPBC409.10;SPAC823.05c;SPBC18E5.09c;SPAC6B12.12;SPBC1271.14;SPBC15D4.12c;SPBC23G7.16;SPAC5D6.02c;SPBC354.05c;SPAC2C4.15c;SPAC17A2.01;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPAC1805.16c;SPBC19F8.06c;SPCC1259.07;SPBPB10D8.06c;SPBC691.04;SPCC16C4.10;SPAC977.14c;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPBC725.02;SPBC776.15c;SPCC576.11;SPAC1B3.01c;SPCC895.07;SPBC1604.25;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC776.11;SPBC1711.04;SPBC3B8.05;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC27D7.08c;SPBC12C2.01c;SPAC6F12.10c;SPAC1D4.06c;SPAC664.07c;SPCC895.05;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPAC27E2.11c;SPAC3H1.14;SPAC890.02c;SPAC343.10;SPAC3H8.08c;SPBC23G7.12c;SPAC3H5.12c;SPAC29A4.09;SPBC409.19c;SPAC3G9.07c;SPCC1223.05c;SPAC458.05;SPAC26A3.04;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPAC15A10.17;SPAC637.11;SPCC550.11;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0000049;	inviable cell	Enriched	21.1920529801325 (32/151)	9.74729241877256 (297/3047)	0.00269492	SPBC32F12.05c;SPBC83.16c;SPCC74.05;SPAC959.04c;SPBP8B7.05c;SPCC364.03;SPBC28F2.10c;SPBC409.10;SPAC823.05c;SPAC637.09;SPAPB1E7.06c;SPCC1259.07;SPBC29A10.02;SPCC895.07;SPBC1711.04;SPCC24B10.09;SPAC4F8.01;SPAC3H5.10;SPBC16G5.15c;SPAC688.11;SPCC736.08;SPAC664.07c;SPAC1783.04c;SPAC11G7.04;SPAC890.02c;SPAC26F1.03;SPBC725.01;SPAC458.05;SPAC26A3.04;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;
Phenotypes (FYPO)	FYPO:0006633;	increased cell length	Enriched	27.1523178807947 (41/151)	14.1450607154578 (431/3047)	0.00347111	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPCC188.07;SPCC736.07c;SPCC74.05;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC57A7.08;SPAC959.04c;SPBC17G9.02c;SPBC2G2.13c;SPCC364.03;SPBC409.10;SPAC637.09;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPCC1259.07;SPBC691.04;SPBC725.02;SPCC895.07;SPCC24B10.09;SPAC4F8.01;SPAC4D7.03;SPAC2F7.07c;SPCC306.09c;SPBC16G5.15c;SPAC688.11;SPCC736.08;SPAC6F12.10c;SPCC895.05;SPAC1783.04c;SPAC3H8.08c;SPAC17H9.19c;SPAC15A10.17;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0000684;	decreased cell population growth on glycerol carbon source	Enriched	21.1920529801325 (32/151)	10.0754840827043 (307/3047)	0.00623449	SPBC543.09;SPBC1215.01;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPCC736.07c;SPAC4F8.03;SPAC57A7.08;SPCC1840.09;SPAC959.04c;SPBC28F2.10c;SPAC6B12.12;SPBC19F8.06c;SPBPB10D8.06c;SPBC691.04;SPBC776.15c;SPAC1B3.01c;SPAC1B2.04;SPBC16G5.15c;SPAC688.11;SPCC970.06;SPAC27D7.08c;SPCC895.05;SPAC10F6.01c;SPAC27E2.11c;SPAC343.10;SPBC409.19c;SPAC458.05;SPBC1198.11c;SPCC1393.08;SPAC637.11;
Phenotypes (FYPO)	FYPO:0000142;	gene expression phenotype	Enriched	29.1390728476821 (44/151)	16.3111256974073 (497/3047)	0.00928414	SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPAC1783.07c;SPCC1183.04c;SPCC736.11;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC74.05;SPAC57A7.08;SPBC947.10;SPBC11C11.08;SPBC28F2.10c;SPAC6B12.12;SPBC23G7.16;SPAC5D6.02c;SPBC354.05c;SPAPB1E7.06c;SPBC16H5.03c;SPBC725.02;SPCC895.07;SPAC4F8.01;SPAC4D7.03;SPAC2F7.07c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPAC27D7.08c;SPAC1D4.06c;SPAC664.07c;SPAC1783.04c;SPAC664.01c;SPAC890.02c;SPAC3G9.07c;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPAPB17E12.05;SPAC637.11;
Phenotypes (FYPO)	FYPO:0000017;	elongated cell	Enriched	23.841059602649 (36/151)	12.3400065638333 (376/3047)	0.00932421	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPCC188.07;SPCC736.07c;SPCC74.05;SPAC607.02c;SPAC57A7.08;SPBC2G2.13c;SPBC17G9.02c;SPCC364.03;SPBC409.10;SPAC637.09;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPCC1259.07;SPBC691.04;SPBC725.02;SPCC895.07;SPCC24B10.09;SPAC4F8.01;SPAC4D7.03;SPAC2F7.07c;SPCC306.09c;SPBC16G5.15c;SPCC736.08;SPAC6F12.10c;SPAC1783.04c;SPAC3H8.08c;SPAC17H9.19c;SPAC15A10.17;SPAC18G6.09c;
Phenotypic Profiles		Slowly proliferating mutants	Enriched	17.2185430463576 (26/151)	6.20282244830981 (189/3047)	0.000408345	SPCC188.07;SPAC23H4.10c;SPCP1E11.10;SPBC56F2.05c;SPCC1840.09;SPAC24C9.12c;SPCC364.03;SPBP8B7.18c;SPCC962.04;SPAC6B12.12;SPAC5D6.02c;SPCC16C4.10;SPAC977.14c;SPAC12G12.03;SPCC1450.05c;SPBC1711.04;SPBC3B8.05;SPCC24B10.09;SPAC323.05c;SPBC16G5.15c;SPAC688.11;SPAC29A4.09;SPCC1223.05c;SPAC26A3.04;SPBC1198.11c;SPCC1393.08;
Protein Features		Arginine	Higher	0.0576600988801114	0.04886738286622	0.00658814	SPAC3A12.12;SPAC23H4.10c;SPAC343.10;SPAC3H1.04c;SPAC6B12.12;SPAC23H3.03c;SPAC4F8.01;SPAC1805.16c;SPAC688.11;SPAPB1E7.12;SPAC26A3.04;SPAC17A2.01;SPAC323.05c;SPAC11G7.04;SPAC2C4.15c;SPAC637.11;SPAC3H8.08c;SPAC5D6.05;SPAC57A7.08;SPAC664.07c;SPAC17H9.19c;SPAC607.02c;SPAC18G6.09c;SPAC13D6.01;SPAC6B12.02c;SPAC1B2.04;SPAC24C9.12c;SPAC637.09;SPAC458.05;SPAC890.02c;SPAC12G12.03;SPAC1D4.06c;SPAC10F6.01c;SPAPB17E12.05;SPAC6F12.10c;SPAC5D6.02c;SPAC3H1.14;SPAC1783.04c;SPAC1783.07c;SPAC823.05c;SPAC3G9.07c;SPAC6G9.14;SPAC959.04c;SPAC3H5.10;SPAC26F1.03;SPAC977.14c;SPAC13G6.09;SPAC13C5.02;SPAC2F7.07c;SPAC22F3.09c;SPAC22A12.03c;SPAC664.01c;SPAC4F8.03;SPAC3F10.09;SPAC3G9.03;SPAPB1E7.06c;SPAC959.08;SPAC3H5.12c;SPAC15A10.17;SPAPB18E9.01;SPAC27E2.11c;SPAC27D7.08c;SPAC30C2.06c;SPAC144.01;SPAC22F8.11;SPAC1B3.01c;SPAC29A4.09;SPAC4D7.03;SPBC776.03;SPBP8B7.05c;SPBC21C3.12c;SPBC839.19;SPBC1709.18;SPBC409.10;SPBC29A3.09c;SPBC21H7.07c;SPBC29A10.02;SPBC32F12.05c;SPBC15D4.12c;SPBC776.11;SPBC776.15c;SPBC2G2.13c;SPBC1604.25;SPBC56F2.05c;SPBC1215.01;SPBC23G7.16;SPBC12C2.01c;SPBC4F6.10;SPBC2D10.07c;SPBC11C11.08;SPBC31F10.15c;SPBC543.09;SPBC16C6.03c;SPBPB10D8.06c;SPBC354.05c;SPBC725.01;SPBC725.02;SPBC691.04;SPBC11B10.02c;SPBC83.16c;SPBC29A3.13;SPBC18E5.09c;SPBC23G7.12c;SPBC1711.04;SPBC16H5.03c;SPBC405.07;SPBC19F8.06c;SPBC3B8.05;SPBP8B7.18c;SPBC1347.07;SPBC16G5.15c;SPBPB10D8.04c;SPBC1198.11c;SPBC1271.14;SPBC947.10;SPBC530.13;SPBC409.19c;SPBC28F2.10c;SPBC17G9.02c;SPCC1884.02;SPCC364.03;SPCC1183.04c;SPCC24B10.04;SPCC895.07;SPCC550.11;SPCC191.01;SPCC736.07c;SPCC970.06;SPCC962.04;SPCC16C4.10;SPCC24B10.09;SPCC825.04c;SPCC1259.03;SPCC132.04c;SPCC11E10.08;SPCC1223.05c;SPCC736.08;SPCC736.11;SPCC306.09c;SPCC1450.05c;SPCC576.11;SPCC1840.09;SPCP1E11.10;SPCC330.14c;SPCC1393.08;SPCC895.05;SPCC1259.07;SPCC1259.14c;SPCC4B3.10c;SPCC188.07;SPCC74.05;
Transcript Features		mRNA copies per proliferating cell	Higher	18.9315033112583	5.89331099054954	0.000186651	SPAC3A12.12;SPAC23H4.10c;SPAC343.10;SPAC3H1.04c;SPAC6B12.12;SPAC23H3.03c;SPAC4F8.01;SPAC1805.16c;SPAC688.11;SPAPB1E7.12;SPAC26A3.04;SPAC17A2.01;SPAC323.05c;SPAC11G7.04;SPAC2C4.15c;SPAC637.11;SPAC3H8.08c;SPAC5D6.05;SPAC57A7.08;SPAC664.07c;SPAC17H9.19c;SPAC607.02c;SPAC18G6.09c;SPAC13D6.01;SPAC6B12.02c;SPAC1B2.04;SPAC24C9.12c;SPAC637.09;SPAC458.05;SPAC890.02c;SPAC12G12.03;SPAC1D4.06c;SPAC10F6.01c;SPAPB17E12.05;SPAC6F12.10c;SPAC5D6.02c;SPAC3H1.14;SPAC1783.04c;SPAC1783.07c;SPAC823.05c;SPAC3G9.07c;SPAC6G9.14;SPAC959.04c;SPAC3H5.10;SPAC26F1.03;SPAC977.14c;SPAC13G6.09;SPAC13C5.02;SPAC2F7.07c;SPAC22F3.09c;SPAC22A12.03c;SPAC664.01c;SPAC4F8.03;SPAC3F10.09;SPAC3G9.03;SPAPB1E7.06c;SPAC959.08;SPAC3H5.12c;SPAC15A10.17;SPAPB18E9.01;SPAC27E2.11c;SPAC27D7.08c;SPAC30C2.06c;SPAC144.01;SPAC22F8.11;SPAC1B3.01c;SPAC29A4.09;SPAC4D7.03;SPBC776.03;SPBP8B7.05c;SPBC21C3.12c;SPBC839.19;SPBC1709.18;SPBC409.10;SPBC29A3.09c;SPBC21H7.07c;SPBC29A10.02;SPBC32F12.05c;SPBC15D4.12c;SPBC776.11;SPBC776.15c;SPBC2G2.13c;SPBC1604.25;SPBC56F2.05c;SPBC1215.01;SPBC23G7.16;SPBC12C2.01c;SPBC4F6.10;SPBC2D10.07c;SPBC11C11.08;SPBC31F10.15c;SPBC543.09;SPBC16C6.03c;SPBPB10D8.06c;SPBC354.05c;SPBC725.01;SPBC725.02;SPBC691.04;SPBC11B10.02c;SPBC83.16c;SPBC29A3.13;SPBC18E5.09c;SPBC23G7.12c;SPBC1711.04;SPBC16H5.03c;SPBC405.07;SPBC19F8.06c;SPBC3B8.05;SPBP8B7.18c;SPBC1347.07;SPBC16G5.15c;SPBPB10D8.04c;SPBC1198.11c;SPBC1271.14;SPBC947.10;SPBC530.13;SPBC409.19c;SPBC28F2.10c;SPBC17G9.02c;SPCC1884.02;SPCC364.03;SPCC1183.04c;SPCC24B10.04;SPCC895.07;SPCC550.11;SPCC191.01;SPCC736.07c;SPCC970.06;SPCC962.04;SPCC16C4.10;SPCC24B10.09;SPCC825.04c;SPCC1259.03;SPCC132.04c;SPCC11E10.08;SPCC1223.05c;SPCC736.08;SPCC736.11;SPCC306.09c;SPCC1450.05c;SPCC576.11;SPCC1840.09;SPCP1E11.10;SPCC330.14c;SPCC1393.08;SPCC895.05;SPCC1259.07;SPCC1259.14c;SPCC4B3.10c;SPCC188.07;SPCC74.05;
Transcript Features		mRNA level (WT)	Higher	3890.34103448276	2402.53870666176	0.00614313	SPAC3A12.12;SPAC23H4.10c;SPAC343.10;SPAC3H1.04c;SPAC6B12.12;SPAC23H3.03c;SPAC4F8.01;SPAC1805.16c;SPAC688.11;SPAPB1E7.12;SPAC26A3.04;SPAC17A2.01;SPAC323.05c;SPAC11G7.04;SPAC2C4.15c;SPAC637.11;SPAC3H8.08c;SPAC5D6.05;SPAC57A7.08;SPAC664.07c;SPAC17H9.19c;SPAC607.02c;SPAC18G6.09c;SPAC13D6.01;SPAC6B12.02c;SPAC1B2.04;SPAC24C9.12c;SPAC637.09;SPAC458.05;SPAC890.02c;SPAC12G12.03;SPAC1D4.06c;SPAC10F6.01c;SPAPB17E12.05;SPAC6F12.10c;SPAC5D6.02c;SPAC3H1.14;SPAC1783.04c;SPAC1783.07c;SPAC823.05c;SPAC3G9.07c;SPAC6G9.14;SPAC959.04c;SPAC3H5.10;SPAC26F1.03;SPAC977.14c;SPAC13G6.09;SPAC13C5.02;SPAC2F7.07c;SPAC22F3.09c;SPAC22A12.03c;SPAC664.01c;SPAC4F8.03;SPAC3F10.09;SPAC3G9.03;SPAPB1E7.06c;SPAC959.08;SPAC3H5.12c;SPAPB18E9.01;SPAC27E2.11c;SPAC27D7.08c;SPAC30C2.06c;SPAC144.01;SPAC22F8.11;SPAC1B3.01c;SPAC29A4.09;SPAC4D7.03;SPBC776.03;SPBP8B7.05c;SPBC21C3.12c;SPBC1709.18;SPBC409.10;SPBC29A3.09c;SPBC21H7.07c;SPBC29A10.02;SPBC32F12.05c;SPBC15D4.12c;SPBC776.11;SPBC776.15c;SPBC2G2.13c;SPBC56F2.05c;SPBC1215.01;SPBC23G7.16;SPBC12C2.01c;SPBC4F6.10;SPBC2D10.07c;SPBC11C11.08;SPBC31F10.15c;SPBC543.09;SPBC16C6.03c;SPBC354.05c;SPBC725.01;SPBC725.02;SPBC691.04;SPBC11B10.02c;SPBC83.16c;SPBC29A3.13;SPBC18E5.09c;SPBC23G7.12c;SPBC1711.04;SPBC16H5.03c;SPBC405.07;SPBC19F8.06c;SPBC3B8.05;SPBP8B7.18c;SPBC1347.07;SPBC16G5.15c;SPBC1198.11c;SPBC1271.14;SPBC947.10;SPBC530.13;SPBC409.19c;SPBC28F2.10c;SPBC17G9.02c;SPCC1884.02;SPCC364.03;SPCC1183.04c;SPCC24B10.04;SPCC895.07;SPCC550.11;SPCC191.01;SPCC736.07c;SPCC970.06;SPCC962.04;SPCC16C4.10;SPCC24B10.09;SPCC825.04c;SPCC1259.03;SPCC132.04c;SPCC11E10.08;SPCC1223.05c;SPCC736.08;SPCC736.11;SPCC306.09c;SPCC1450.05c;SPCC576.11;SPCC1840.09;SPCP1E11.10;SPCC330.14c;SPCC1393.08;SPCC895.05;SPCC1259.07;SPCC4B3.10c;SPCC188.07;SPCC74.05;
