Category_Name	External_ID	GeneSet_Name	over_represented/under_represented	List_Frequency	Background_Frequency	Corrected_pvalue	Genes_In_Common/Interacting_Gene_Pair
Phenotypes (FYPO)	FYPO:0004638;	abnormal cellular physical quality phenotype	Enriched	60.2649006622517 (91/151)	42.4302788844622 (1278/3012)	0.00187901	SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC32F12.05c;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC24B10.04;SPBC16C6.03c;SPCC74.05;SPAC27E2.07;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC23H4.10c;SPAC57A7.08;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPAC14C4.10c;SPBC11C11.08;SPBP8B7.05c;SPCC364.03;SPCC1259.03;SPAC3H1.04c;SPBP8B7.18c;SPBC29A3.09c;SPCC962.04;SPBC409.10;SPAPB1A10.10c;SPAC6B12.12;SPAC637.09;SPBC23G7.16;SPBC354.05c;SPAC5D6.02c;SPAC5D6.05;SPBC16H5.03c;SPAPB1E7.06c;SPCC1259.07;SPBC691.04;SPBC29A10.02;SPBC725.02;SPAC2F7.17;SPCC1442.15c;SPCC23B6.04c;SPBC776.15c;SPAC1B3.01c;SPCC895.07;SPAC1B2.04;SPAC6G9.14;SPBC18H10.07;SPBC3H7.15;SPAC30C2.06c;SPCC24B10.09;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC22A12.04c;SPAC6F12.10c;SPAC1D4.06c;SPCC895.05;SPAC664.07c;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPAC27E2.11c;SPCC1322.16;SPAC343.10;SPBC409.19c;SPCC1223.05c;SPAC458.05;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPAC15A10.17;SPAC637.11;
Phenotypes (FYPO)	FYPO:0001118;	abnormal vegetative cell morphology	Enriched	28.476821192053 (43/151)	15.0730411686587 (454/3012)	0.00437397	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPCC188.07;SPCC736.07c;SPCC74.05;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC959.04c;SPBC17G9.02c;SPBC2G2.13c;SPCC364.03;SPBC409.10;SPAC637.09;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPCC1259.07;SPBC691.04;SPBC725.02;SPCC895.07;SPBC18H10.07;SPBC3H7.15;SPAC30C2.06c;SPCC24B10.09;SPAC2F7.07c;SPCC306.09c;SPAC323.05c;SPBC16G5.15c;SPAC688.11;SPCC736.08;SPAC664.07c;SPCC895.05;SPAC1783.04c;SPBC409.19c;SPCC1223.05c;SPAC458.05;SPAC17H9.19c;SPAC15A10.17;
Phenotypes (FYPO)	FYPO:0001127;	abnormal cell size	Enriched	27.8145695364238 (42/151)	15.0398406374502 (453/3012)	0.00649623	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPCC188.07;SPCC736.07c;SPCC74.05;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC57A7.08;SPAC959.04c;SPBC17G9.02c;SPBC2G2.13c;SPCC364.03;SPBC409.10;SPAC637.09;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPCC1259.07;SPBC691.04;SPBC725.02;SPCC895.07;SPBC18H10.07;SPBC3H7.15;SPAC30C2.06c;SPCC24B10.09;SPAC2F7.07c;SPCC306.09c;SPBC16G5.15c;SPAC688.11;SPCC736.08;SPAC6F12.10c;SPAC664.07c;SPCC895.05;SPAC1783.04c;SPAC458.05;SPAC17H9.19c;SPAC15A10.17;
Phenotypes (FYPO)	FYPO:0002196;	abnormal vegetative cell shape	Enriched	26.4900662251656 (40/151)	14.1766268260292 (427/3012)	0.00743953	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPCC188.07;SPCC736.07c;SPCC74.05;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC959.04c;SPBC17G9.02c;SPBC2G2.13c;SPCC364.03;SPBC409.10;SPAC637.09;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPCC1259.07;SPBC691.04;SPBC725.02;SPCC895.07;SPBC18H10.07;SPBC3H7.15;SPCC24B10.09;SPAC2F7.07c;SPCC306.09c;SPAC323.05c;SPBC16G5.15c;SPAC688.11;SPCC736.08;SPCC895.05;SPAC1783.04c;SPBC409.19c;SPCC1223.05c;SPAC17H9.19c;SPAC15A10.17;
Phenotypic Profiles		Slowly proliferating mutants	Enriched	17.8807947019868 (27/151)	6.20849933598938 (187/3012)	0.000183716	SPAC13D6.02c;SPCC188.07;SPAC23H4.10c;SPCP1E11.10;SPCC1840.09;SPAC24C9.12c;SPCC364.03;SPBP8B7.18c;SPCC962.04;SPAC6B12.12;SPAC5D6.02c;SPAC977.14c;SPAC12G12.03;SPCC1450.05c;SPBC1711.04;SPBC3B8.05;SPBC1539.03c;SPCC24B10.09;SPAC323.05c;SPBC16G5.15c;SPAC688.11;SPBC336.13c;SPAC29A4.09;SPCC1223.05c;SPAC26A3.04;SPBC1198.11c;SPCC1393.08;
Protein Features		Arginine	Higher	0.0578795262492446	0.0487964770423139	0.00146361	SPAC24H6.07;SPAC22A12.04c;SPAC3A12.12;SPAC23H4.10c;SPAC343.10;SPAPB1A10.10c;SPAC3H1.04c;SPAC6B12.12;SPAC23H3.03c;SPAC1805.16c;SPAC688.11;SPAPB1E7.12;SPAC26A3.04;SPAC323.05c;SPAC11G7.04;SPAC637.11;SPAC22F8.09;SPAC14C4.10c;SPAC5D6.05;SPAC57A7.08;SPAC664.07c;SPAC17H9.19c;SPAC607.02c;SPAC13D6.01;SPAC6B12.02c;SPAC1B2.04;SPAPB24D3.04c;SPAC24C9.12c;SPAC637.09;SPAC458.05;SPAC22E12.04;SPAC12G12.03;SPAC1D4.06c;SPAC10F6.01c;SPAPB17E12.05;SPAC6F12.10c;SPAC5D6.02c;SPAC3H1.14;SPAC1783.04c;SPAC1783.07c;SPAC3G9.07c;SPAC6G9.14;SPAC959.04c;SPAC3H5.10;SPAC27E2.07;SPAC26F1.03;SPAC977.14c;SPAC13G6.09;SPAC13C5.02;SPAC2F7.07c;SPAC2F7.17;SPAC22F3.09c;SPAC22A12.03c;SPAC664.01c;SPAC13D6.02c;SPAC4F8.03;SPAC3G9.03;SPAPB1E7.06c;SPAC959.08;SPAC3H5.12c;SPAC15A10.17;SPAPB18E9.01;SPAC27E2.11c;SPAC30C2.06c;SPAC144.01;SPAC1B3.01c;SPAC22E12.05c;SPAC29A4.09;SPAC1039.04;SPBC776.03;SPBC16D10.11c;SPBP8B7.05c;SPBPB10D8.07c;SPBC839.19;SPBC1709.18;SPBC409.10;SPBC29A3.09c;SPBC21H7.07c;SPBC29A10.02;SPBC32F12.05c;SPBC776.15c;SPBC2G2.13c;SPBC1604.25;SPBC1289.13c;SPBC1215.01;SPBC23G7.16;SPBC12C2.01c;SPBC2D10.07c;SPBC11C11.08;SPBC543.09;SPBC16C6.03c;SPBC1539.03c;SPBPB10D8.06c;SPBC354.05c;SPBC725.01;SPBC725.02;SPBC691.04;SPBC11B10.02c;SPBC83.16c;SPBC18H10.07;SPBC3H7.15;SPBC29A3.13;SPBC18E5.09c;SPBC23G7.12c;SPBC1711.04;SPBC16H5.03c;SPBC405.07;SPBC19F8.06c;SPBC3B8.05;SPBP8B7.18c;SPBC16G5.15c;SPBPB10D8.04c;SPBC1198.11c;SPBC1271.14;SPBC947.10;SPBC409.19c;SPBC1711.06;SPBC17G9.02c;SPBC336.13c;SPCC1884.02;SPCC364.03;SPCC1183.04c;SPCC24B10.04;SPCC895.07;SPCC191.01;SPCC736.07c;SPCC970.06;SPCC962.04;SPCC24B10.09;SPCC825.04c;SPCC1259.03;SPCC132.04c;SPCC11E10.08;SPCC1442.15c;SPCC1223.05c;SPCC736.08;SPCC736.11;SPCC306.09c;SPCC23B6.04c;SPCC1322.16;SPCC1450.05c;SPCC1840.09;SPCP1E11.10;SPCC330.21;SPCC1393.08;SPCC895.05;SPCC1259.07;SPCC1259.14c;SPCC4B3.10c;SPCC188.07;SPCC74.05;
Protein Features		Protein copies per proliferating cell	Higher	31596.0256701031	13684.6208433048	0.00147236	SPAC24H6.07;SPAC3A12.12;SPAC23H4.10c;SPAC343.10;SPAPB1A10.10c;SPAC6B12.12;SPAC1805.16c;SPAC688.11;SPAPB1E7.12;SPAC323.05c;SPAC22F8.09;SPAC57A7.08;SPAC607.02c;SPAC13D6.01;SPAC1B2.04;SPAC24C9.12c;SPAC637.09;SPAC22E12.04;SPAC12G12.03;SPAC1D4.06c;SPAC10F6.01c;SPAC6F12.10c;SPAC1783.07c;SPAC6G9.14;SPAC3H5.10;SPAC27E2.07;SPAC26F1.03;SPAC977.14c;SPAC13G6.09;SPAC13C5.02;SPAC22F3.09c;SPAC664.01c;SPAC13D6.02c;SPAC4F8.03;SPAC3G9.03;SPAC959.08;SPAC3H5.12c;SPAPB18E9.01;SPAC30C2.06c;SPAC144.01;SPAC1B3.01c;SPAC22E12.05c;SPAC29A4.09;SPBC776.03;SPBC16D10.11c;SPBP8B7.05c;SPBC1709.18;SPBC409.10;SPBC29A3.09c;SPBC21H7.07c;SPBC776.15c;SPBC2G2.13c;SPBC1289.13c;SPBC1215.01;SPBC23G7.16;SPBC11C11.08;SPBC543.09;SPBC1539.03c;SPBC354.05c;SPBC725.01;SPBC725.02;SPBC691.04;SPBC11B10.02c;SPBC83.16c;SPBC3H7.15;SPBC23G7.12c;SPBC1711.04;SPBC16H5.03c;SPBC405.07;SPBC3B8.05;SPBP8B7.18c;SPBC16G5.15c;SPBC1271.14;SPBC1711.06;SPBC17G9.02c;SPCC364.03;SPCC24B10.04;SPCC895.07;SPCC191.01;SPCC736.07c;SPCC970.06;SPCC962.04;SPCC24B10.09;SPCC1259.03;SPCC132.04c;SPCC1223.05c;SPCC736.08;SPCC306.09c;SPCC23B6.04c;SPCC1322.16;SPCC1840.09;SPCP1E11.10;SPCC895.05;SPCC1259.07;SPCC4B3.10c;SPCC188.07;SPCC74.05;
Protein Features		Isoelectric point (predicted pH)	Higher	8.10106357615894	7.31765260398461	0.00292079	SPAC24H6.07;SPAC22A12.04c;SPAC3A12.12;SPAC23H4.10c;SPAC343.10;SPAPB1A10.10c;SPAC3H1.04c;SPAC6B12.12;SPAC23H3.03c;SPAC1805.16c;SPAC688.11;SPAPB1E7.12;SPAC26A3.04;SPAC323.05c;SPAC11G7.04;SPAC637.11;SPAC22F8.09;SPAC14C4.10c;SPAC5D6.05;SPAC57A7.08;SPAC664.07c;SPAC17H9.19c;SPAC607.02c;SPAC13D6.01;SPAC6B12.02c;SPAC1B2.04;SPAPB24D3.04c;SPAC24C9.12c;SPAC637.09;SPAC458.05;SPAC22E12.04;SPAC12G12.03;SPAC1D4.06c;SPAC10F6.01c;SPAPB17E12.05;SPAC6F12.10c;SPAC5D6.02c;SPAC3H1.14;SPAC1783.04c;SPAC1783.07c;SPAC3G9.07c;SPAC6G9.14;SPAC959.04c;SPAC3H5.10;SPAC27E2.07;SPAC26F1.03;SPAC977.14c;SPAC13G6.09;SPAC13C5.02;SPAC2F7.07c;SPAC2F7.17;SPAC22F3.09c;SPAC22A12.03c;SPAC664.01c;SPAC13D6.02c;SPAC4F8.03;SPAC3G9.03;SPAPB1E7.06c;SPAC959.08;SPAC3H5.12c;SPAC15A10.17;SPAPB18E9.01;SPAC27E2.11c;SPAC30C2.06c;SPAC144.01;SPAC1B3.01c;SPAC22E12.05c;SPAC29A4.09;SPAC1039.04;SPBC776.03;SPBC16D10.11c;SPBP8B7.05c;SPBPB10D8.07c;SPBC839.19;SPBC1709.18;SPBC409.10;SPBC29A3.09c;SPBC21H7.07c;SPBC29A10.02;SPBC32F12.05c;SPBC776.15c;SPBC2G2.13c;SPBC1604.25;SPBC1289.13c;SPBC1215.01;SPBC23G7.16;SPBC12C2.01c;SPBC2D10.07c;SPBC11C11.08;SPBC543.09;SPBC16C6.03c;SPBC1539.03c;SPBPB10D8.06c;SPBC354.05c;SPBC725.01;SPBC725.02;SPBC691.04;SPBC11B10.02c;SPBC83.16c;SPBC18H10.07;SPBC3H7.15;SPBC29A3.13;SPBC18E5.09c;SPBC23G7.12c;SPBC1711.04;SPBC16H5.03c;SPBC405.07;SPBC19F8.06c;SPBC3B8.05;SPBP8B7.18c;SPBC16G5.15c;SPBPB10D8.04c;SPBC1198.11c;SPBC1271.14;SPBC947.10;SPBC409.19c;SPBC1711.06;SPBC17G9.02c;SPBC336.13c;SPCC1884.02;SPCC364.03;SPCC1183.04c;SPCC24B10.04;SPCC895.07;SPCC191.01;SPCC736.07c;SPCC970.06;SPCC962.04;SPCC24B10.09;SPCC825.04c;SPCC1259.03;SPCC132.04c;SPCC11E10.08;SPCC1442.15c;SPCC1223.05c;SPCC736.08;SPCC736.11;SPCC306.09c;SPCC23B6.04c;SPCC1322.16;SPCC1450.05c;SPCC1840.09;SPCP1E11.10;SPCC330.21;SPCC1393.08;SPCC895.05;SPCC1259.07;SPCC1259.14c;SPCC4B3.10c;SPCC188.07;SPCC74.05;
Transcript Features		mRNA level (WT)	Higher	4020.90520833333	2387.36666641874	0.000221101	SPAC24H6.07;SPAC22A12.04c;SPAC3A12.12;SPAC23H4.10c;SPAC343.10;SPAPB1A10.10c;SPAC3H1.04c;SPAC6B12.12;SPAC23H3.03c;SPAC1805.16c;SPAC688.11;SPAPB1E7.12;SPAC26A3.04;SPAC323.05c;SPAC11G7.04;SPAC637.11;SPAC22F8.09;SPAC14C4.10c;SPAC5D6.05;SPAC57A7.08;SPAC664.07c;SPAC17H9.19c;SPAC607.02c;SPAC13D6.01;SPAC6B12.02c;SPAC1B2.04;SPAPB24D3.04c;SPAC24C9.12c;SPAC637.09;SPAC458.05;SPAC22E12.04;SPAC12G12.03;SPAC1D4.06c;SPAC10F6.01c;SPAPB17E12.05;SPAC6F12.10c;SPAC5D6.02c;SPAC3H1.14;SPAC1783.04c;SPAC1783.07c;SPAC3G9.07c;SPAC6G9.14;SPAC959.04c;SPAC3H5.10;SPAC27E2.07;SPAC26F1.03;SPAC977.14c;SPAC13G6.09;SPAC13C5.02;SPAC2F7.07c;SPAC2F7.17;SPAC22F3.09c;SPAC22A12.03c;SPAC664.01c;SPAC13D6.02c;SPAC4F8.03;SPAC3G9.03;SPAPB1E7.06c;SPAC959.08;SPAC3H5.12c;SPAPB18E9.01;SPAC27E2.11c;SPAC30C2.06c;SPAC144.01;SPAC1B3.01c;SPAC22E12.05c;SPAC29A4.09;SPAC1039.04;SPBC776.03;SPBC16D10.11c;SPBP8B7.05c;SPBPB10D8.07c;SPBC1709.18;SPBC409.10;SPBC29A3.09c;SPBC21H7.07c;SPBC29A10.02;SPBC32F12.05c;SPBC776.15c;SPBC2G2.13c;SPBC1289.13c;SPBC1215.01;SPBC23G7.16;SPBC12C2.01c;SPBC2D10.07c;SPBC11C11.08;SPBC543.09;SPBC16C6.03c;SPBC1539.03c;SPBC354.05c;SPBC725.01;SPBC725.02;SPBC691.04;SPBC11B10.02c;SPBC83.16c;SPBC18H10.07;SPBC3H7.15;SPBC29A3.13;SPBC18E5.09c;SPBC23G7.12c;SPBC1711.04;SPBC16H5.03c;SPBC405.07;SPBC19F8.06c;SPBC3B8.05;SPBP8B7.18c;SPBC16G5.15c;SPBC1198.11c;SPBC1271.14;SPBC947.10;SPBC409.19c;SPBC1711.06;SPBC17G9.02c;SPBC336.13c;SPCC1884.02;SPCC364.03;SPCC1183.04c;SPCC24B10.04;SPCC895.07;SPCC191.01;SPCC736.07c;SPCC970.06;SPCC962.04;SPCC24B10.09;SPCC825.04c;SPCC1259.03;SPCC132.04c;SPCC11E10.08;SPCC1442.15c;SPCC1223.05c;SPCC736.08;SPCC736.11;SPCC306.09c;SPCC23B6.04c;SPCC1322.16;SPCC1450.05c;SPCC1840.09;SPCP1E11.10;SPCC1393.08;SPCC895.05;SPCC1259.07;SPCC4B3.10c;SPCC188.07;SPCC74.05;
Transcript Features		mRNA copies per proliferating cell	Higher	18.5992516556291	5.82367806520199	0.000412101	SPAC24H6.07;SPAC22A12.04c;SPAC3A12.12;SPAC23H4.10c;SPAC343.10;SPAPB1A10.10c;SPAC3H1.04c;SPAC6B12.12;SPAC23H3.03c;SPAC1805.16c;SPAC688.11;SPAPB1E7.12;SPAC26A3.04;SPAC323.05c;SPAC11G7.04;SPAC637.11;SPAC22F8.09;SPAC14C4.10c;SPAC5D6.05;SPAC57A7.08;SPAC664.07c;SPAC17H9.19c;SPAC607.02c;SPAC13D6.01;SPAC6B12.02c;SPAC1B2.04;SPAPB24D3.04c;SPAC24C9.12c;SPAC637.09;SPAC458.05;SPAC22E12.04;SPAC12G12.03;SPAC1D4.06c;SPAC10F6.01c;SPAPB17E12.05;SPAC6F12.10c;SPAC5D6.02c;SPAC3H1.14;SPAC1783.04c;SPAC1783.07c;SPAC3G9.07c;SPAC6G9.14;SPAC959.04c;SPAC3H5.10;SPAC27E2.07;SPAC26F1.03;SPAC977.14c;SPAC13G6.09;SPAC13C5.02;SPAC2F7.07c;SPAC2F7.17;SPAC22F3.09c;SPAC22A12.03c;SPAC664.01c;SPAC13D6.02c;SPAC4F8.03;SPAC3G9.03;SPAPB1E7.06c;SPAC959.08;SPAC3H5.12c;SPAC15A10.17;SPAPB18E9.01;SPAC27E2.11c;SPAC30C2.06c;SPAC144.01;SPAC1B3.01c;SPAC22E12.05c;SPAC29A4.09;SPAC1039.04;SPBC776.03;SPBC16D10.11c;SPBP8B7.05c;SPBPB10D8.07c;SPBC839.19;SPBC1709.18;SPBC409.10;SPBC29A3.09c;SPBC21H7.07c;SPBC29A10.02;SPBC32F12.05c;SPBC776.15c;SPBC2G2.13c;SPBC1604.25;SPBC1289.13c;SPBC1215.01;SPBC23G7.16;SPBC12C2.01c;SPBC2D10.07c;SPBC11C11.08;SPBC543.09;SPBC16C6.03c;SPBC1539.03c;SPBPB10D8.06c;SPBC354.05c;SPBC725.01;SPBC725.02;SPBC691.04;SPBC11B10.02c;SPBC83.16c;SPBC18H10.07;SPBC3H7.15;SPBC29A3.13;SPBC18E5.09c;SPBC23G7.12c;SPBC1711.04;SPBC16H5.03c;SPBC405.07;SPBC19F8.06c;SPBC3B8.05;SPBP8B7.18c;SPBC16G5.15c;SPBPB10D8.04c;SPBC1198.11c;SPBC1271.14;SPBC947.10;SPBC409.19c;SPBC1711.06;SPBC17G9.02c;SPBC336.13c;SPCC1884.02;SPCC364.03;SPCC1183.04c;SPCC24B10.04;SPCC895.07;SPCC191.01;SPCC736.07c;SPCC970.06;SPCC962.04;SPCC24B10.09;SPCC825.04c;SPCC1259.03;SPCC132.04c;SPCC11E10.08;SPCC1442.15c;SPCC1223.05c;SPCC736.08;SPCC736.11;SPCC306.09c;SPCC23B6.04c;SPCC1322.16;SPCC1450.05c;SPCC1840.09;SPCP1E11.10;SPCC330.21;SPCC1393.08;SPCC895.05;SPCC1259.07;SPCC1259.14c;SPCC4B3.10c;SPCC188.07;SPCC74.05;
