SPAC977.18	YBL029C-A
SPAC23A1.03	YDR441C
SPAC23A1.04c	YHR204W
SPAC23A1.05	YBR058C-A
SPAC23A1.06c	YGL158W
SPAC23A1.06c	YLR248W
SPAC23A1.07	YOL054W
SPAC23A1.08c	YER056C-A
SPAC23A1.08c	YIL052C
SPAC23A1.10	YPR080W
SPAC23A1.10	YBR118W
SPAC23A1.11	YIL133C
SPAC23A1.11	YNL069C
SPAC23A1.12c	YLR060W
SPAC23A1.14c	YHR112C
SPAC23A1.15c	YDR498C
SPAC23A1.16c	YER139C
SPAC23A1.17	YJL020C
SPAC23A1.18c	YPL118W
SPAC23A1.19c	YDR291W
SPAC26H5.02c	YNL218W
SPAC26H5.03	YML102W
SPAC26H5.04	YIL017C
SPAC26H5.05	YKL020C
SPAC26H5.05	YIR033W
SPAC26H5.06	YDL220C
SPAC26H5.07c	YKL039W
SPAC26H5.07c	YHL017W
SPAC26H5.08c	YGR282C
SPAC26H5.09c	YMR315W
SPAC26H5.10c	YJR047C
SPAC26H5.10c	YEL034W
SPAC26H5.11	YDR104C
SPAC26H5.12	YFL036W
SPAC26H5.13c	YDR367W
SPSNORNA.13	YNCH0014W
SPSNORNA.13	YNCK0013W
SPAC25B8.01	YPL170W
SPAC25B8.02	YIL084C
SPAC25B8.03	YNL169C
SPAC25B8.04c	YLR203C
SPAC25B8.06c	YHR011W
SPAC25B8.05	YFL001W
SPAC25B8.07c	YML030W
SPAC25B8.08	YPR089W
SPAC25B8.09	YER175C
SPAC25B8.09	YHR209W
SPAC25B8.10	YER175C
SPAC25B8.10	YHR209W
SPAC25B8.11	YIR023W
SPAC25B8.14	YDR318W
SPAC25B8.15c	YGL050W
SPAC25B8.16	YNL221C
SPAC25B8.17	YKL100C
SPAC25B8.18	YKR049C
SPAC694.03	YCL047C
SPAC694.04c	YER156C
SPAC694.05c	YGR027C
SPAC694.05c	YLR333C
SPAC694.06c	YCL061C
SPAC1F7.01c	YGR116W
SPAC1F7.02c	YMR290C
SPAC1F7.03	YAL053W
SPAC1F7.03	YGL139W
SPAC1F7.03	YPL221W
SPAC1F7.03	YOR365C
SPAC1F7.14c	YDL157C
SPAC1F7.04	YPR165W
SPAC1F7.05	YER070W
SPAC1F7.05	YIL066C
SPAC1F7.06	YDR533C
SPAC1F7.06	YPL280W
SPAC1F7.06	YOR391C
SPAC1F7.06	YMR322C
SPAC1F7.07c	YER145C
SPAC1F7.07c	YBR207W
SPAC1F7.08	YMR058W
SPAC1F7.08	YFL041W
SPAC1F7.08	YDR506C
SPAC1F7.09c	YIR029W
SPAC1F7.10	YIR030C
SPAC1F7.13c	YFR031C-A
SPAC1F7.13c	YIL018W
SPAC21E11.06	YGR083C
SPAC21E11.07	YJR122W
SPAC21E11.08	YDR062W
SPAC2C4.03c	YLR275W
SPAC2C4.04c	YKR074W
SPAC2C4.05	YBR210W
SPAC2C4.05	YGL054C
SPAC2C4.06c	YNL022C
SPAC2C4.08	YCL036W
SPAC2C4.08	YDR514C
SPAC2C4.09	YFL046W
SPAC2C4.11c	YOR145C
SPAC2C4.12c	YOL102C
SPAC2C4.12c	YJR067C
SPAC2C4.13	YHR026W
SPAC2C4.14c	YDR523C
SPAC2C4.15c	YDR330W
SPAC2C4.16c	YBL072C
SPAC2C4.16c	YER102W
SPAC25G10.02	YKL011C
SPAC25G10.03	YIR017C
SPAC25G10.03	YNL103W
SPAC25G10.04c	YLR263W
SPAC25G10.05c	YER055C
SPAC25G10.06	YOR167C
SPAC25G10.06	YLR264W
SPAC25G10.07c	YBL063W
SPAC25G10.07c	YEL061C
SPAC25G10.08	YOR361C
SPAC25G10.09c	YIR006C
SPAC27F1.02c	YNL079C
SPAC27F1.02c	YIL138C
SPAC27F1.03c	YJR099W
SPAC27F1.04c	YOL069W
SPAC27F1.06c	YLR449W
SPAC27F1.06c	YML074C
SPAC27F1.07	YJL002C
SPAC27F1.08	YOL122C
SPAC27F1.08	YHR050W
SPAC27F1.08	YLR034C
SPAC27F1.09c	YMR288W
SPAC23D3.01	YLR455W
SPAC23D3.02	YJR068W
SPAC23D3.04c	YDL022W
SPAC23D3.06c	YIL115C
SPAC23D3.06c	YDR192C
SPAC23D3.07	YOR157C
SPAC23D3.09	YJL081C
SPAC23D3.10c	YNR067C
SPAC23D3.10c	YLR144C
SPAC23D3.11	YIL124W
SPAC23D3.12	YML123C
SPAC23D3.13c	YNL297C
SPAC1527.02	YBL102W
SPAC1527.03	YCL037C
SPAC1527.03	YDR515W
SPAC30.01c	YDR170C
SPAC30.02c	YKL110C
SPAC30.04c	YLL048C
SPAC30.04c	YDR135C
SPAC30.04c	YLL015W
SPAC30.04c	YHL035C
SPAC30.04c	YGR281W
SPAC29E6.02	YDR473C
SPAC29E6.03c	YDL058W
SPAC29E6.04	YJR112W
SPAC29E6.05c	YER042W
SPAC29E6.06c	YNL247W
SPAC29E6.08	YER148W
SPAC29E6.10c	YNL091W
SPAC16.01	YNL090W
SPAC16.02c	YDR432W
SPAC16.03c	YLR420W
SPAC16.04	YLR401C
SPAC16.05c	YLR403W
SPAC9E9.03	YGL009C
SPAC9E9.04	YKL065C
SPAC9E9.04	YMR040W
SPAC9E9.04	YDL072C
SPAC9E9.06c	YCR053W
SPAC9E9.07c	YFL005W
SPAC9E9.08	YDR499W
SPAC9E9.09c	YOR374W
SPAC9E9.09c	YER073W
SPAC9E9.09c	YPL061W
SPAC9E9.11	YPR127W
SPAC9E9.12c	YLL048C
SPAC9E9.12c	YDR135C
SPAC9E9.12c	YLL015W
SPAC9E9.12c	YHL035C
SPAC9E9.12c	YGR281W
SPAC9E9.13	YKL117W
SPAC9E9.14	YKL041W
SPAC17C9.16c	YBR008C
SPAC17C9.14	YDL065C
SPAC17C9.13c	YIR011C
SPAC17C9.12	YER120W
SPAC17C9.12	YBL091C-A
SPAC17C9.10	YBR147W
SPAC17C9.10	YDR090C
SPAC17C9.10	YDR352W
SPAC17C9.10	YOL092W
SPAC17C9.09c	YGR181W
SPAC17C9.08	YJL208C
SPAC17C9.07	YOR067C
SPAC17C9.06	YNL026W
SPAC17C9.03	YGL049C
SPAC17C9.03	YGR162W
SPAC17C9.02c	YGL154C
SPAC17C9.01c	YBL084C
SPAC1851.02	YDL052C
SPAC1851.03	YOR039W
SPAC1851.03	YGL019W
SPAC1851.04c	YLR039C
SPAC27D7.02c	YLR309C
SPAC27D7.04	YHL018W
SPAC27D7.06	YPR004C
SPAC27D7.07c	YGR074W
SPAC27D7.13c	YPL174C
SPAC27D7.14c	YOL145C
SPAC637.04	YGR198W
SPAC637.05c	YBR127C
SPAC637.06	YDR245W
SPAC637.06	YJL183W
SPAC637.08	YGL091C
SPAC637.09	YGR276C
SPAC637.10c	YHR200W
SPAC637.11	YPL029W
SPAC637.12c	YOR244W
SPAC637.13c	YNL047C
SPAC637.13c	YIL105C
SPAC31F12.01	YMR273C
SPAC31F12.01	YML109W
SPAC12B10.01c	YKL010C
SPAC12B10.02c	YJL117W
SPAC12B10.04	YBR094W
SPAC12B10.05	YER078C
SPAC12B10.06c	YOL071W
SPAC12B10.07	YKL007W
SPAC12B10.09	YNL003C
SPAC12B10.11	YOR190W
SPAC12B10.11	YLR300W
SPAC12B10.11	YDR261C
SPAC12B10.12c	YER162C
SPAC12B10.12c	YDR314C
SPAC12B10.13	YMR135C
SPAC12B10.15c	YLR154C
SPAC1093.02	YBR035C
SPAC1093.03	YNL325C
SPAC1093.04c	YER168C
SPAC1093.05	YJL033W
SPAC1093.06c	YKR054C
SPAC30C2.02	YJR070C
SPAC30C2.04	YGL105W
SPAC30C2.05	YBR210W
SPAC30C2.05	YGL054C
SPAC30C2.06c	YMR211W
SPAC30C2.07	YKL176C
SPAC30C2.08	YPL260W
SPAC1635.01	YNL055C
SPAC1635.01	YIL114C
SPAC144.03	YNL220W
SPAC144.04c	YKL184W
SPAC144.05	YLR247C
SPAC144.06	YPL195W
SPAC144.07c	YOR262W
SPAC144.08	YGL018C
SPAC144.09c	YPR186C
SPAC144.10c	YJL091C
SPAC144.11	YDR025W
SPAC144.11	YBR048W
SPAC144.12	YOR095C
SPAC144.13c	YGL003C
SPAC144.15c	YGL223C
SPAC144.17c	YLR345W
SPAC144.16	YHR122W
SPAC144.18	YER039C
SPAC144.18	YGL225W
SPAC1834.01	YBR143C
SPAC1834.02	YDR127W
SPAC1834.03c	YBR009C
SPAC1834.03c	YNL030W
SPAC1834.04	YBR010W
SPAC1834.04	YNL031C
SPAC1834.05	YNL219C
SPAC1834.06c	YKL189W
SPAC1834.07	YKL079W
SPAC1834.08	YIL147C
SPAC1834.11c	YBR080C
SPAC17D4.01	YDR142C
SPAC17D4.02	YLR103C
SPAC17D4.03c	YDR205W
SPAC17D4.04	YBL024W
SPAC458.02c	YOR198C
SPAC458.03	YGR099W
SPAC458.04c	YMR299C
SPAC458.05	YLR240W
SPAC458.06	YGR223C
SPAC458.07	YKL028W
SPAPYUG7.02c	YOL078W
SPAPYUG7.03c	YJR092W
SPAPYUG7.04c	YGL070C
SPAPYUG7.05	YER023W
SPAC1782.01	YHL030W
SPAC1782.02c	YJR118C
SPAC1782.03	YBR152W
SPAC1782.04	YLR204W
SPAC1782.04	YNL295W
SPAC1782.05	YPL152W
SPAC1782.06c	YGR132C
SPAC1782.07	YJL166W
SPAC1782.08c	YLR107W
SPAC1782.09c	YFR028C
SPAC1782.10c	YDL208W
SPAC1782.11	YKL001C
SPAC11H11.01	YCL008C
SPAC11H11.03c	YPL199C
SPAC11H11.04	YFL026W
SPAC11H11.06	YDL029W
SPAC22F8.05	YMR261C
SPAC22F8.05	YML100W
SPAC22F8.06	YBL041W
SPAC22F8.07c	YBR049C
SPAC22F8.07c	YDR026C
SPAC22F8.08	YIL109C
SPAC22F8.08	YNL049C
SPAC22F8.09	YPL146C
SPAC22F8.10c	YMR240C
SPAC22F8.11	YPL268W
SPAC22F8.12c	YPL055C
SPAC20G4.01	YFL028C
SPAC20G4.02c	YIL159W
SPAC20G4.04c	YLR288C
SPAC20G4.05c	YPL222W
SPAC20G4.06c	YLL050C
SPAC20G4.07c	YGL012W
SPAC4F10.02	YHR113W
SPAC4F10.03c	YBR061C
SPAC4F10.04	YIL153W
SPAC4F10.05c	YLR239C
SPAC4F10.06	YMR014W
SPAC4F10.07c	YPR185W
SPAC4F10.09c	YDR060W
SPAC4F10.10c	YPL050C
SPAC4F10.11	YLR314C
SPAC4F10.12	YBR107C
SPAC4F10.13c	YBR172C
SPAC4F10.13c	YPL105C
SPAC4F10.14c	YDR252W
SPAC4F10.14c	YPL037C
SPAC4F10.15c	YOR181W
SPAC4F10.16c	YDR093W
SPAC4F10.16c	YER166W
SPAC4F10.17	YOL109W
SPAC4F10.19c	YJR055W
SPAC4F10.20	YCL035C
SPAC4F10.20	YDR513W
SPAC19B12.01	YNL313C
SPAC4F10.22	YMR194C-B
SPAC19B12.02c	YMR307W
SPAC19B12.03	YLR342W
SPAC19B12.03	YGR032W
SPAC19B12.03	YMR306W
SPAC19B12.04	YLR287C-A
SPAC19B12.04	YOR182C
SPAC19B12.05c	YMR277W
SPAC19B12.06c	YPL246C
SPAC19B12.08	YNL223W
SPAC19B12.09	YDL092W
SPAC19B12.11c	YLR074C
SPAC19B12.13	YPL132W
SPAC19B12.13	YKL155C
SPAPB8E5.02c	YDL147W
SPAPB8E5.04c	YDL046W
SPAPB8E5.06c	YOR063W
SPAPB8E5.07c	YPL012W
SPAPB8E5.09	YDR190C
SPAC1B3.01c	YHR128W
SPAPB8E5.10	YPR010C-A
SPAC1B3.02c	YKL160W
SPAC1B3.03c	YLR216C
SPAC1B3.03c	YJR032W
SPAC1B3.04c	YLR289W
SPAC1B3.05	YIL038C
SPAC1B3.05	YPR072W
SPAC1B3.07c	YPL065W
SPAC1B3.21	YJL062W-A
SPAC1B3.08	YJR084W
SPAC1B3.09c	YOR206W
SPAC1B3.10c	YLR207W
SPAC1B3.12c	YOR210W
SPAC1B3.13	YPL126W
SPAC1B3.14	YEL027W
SPAC1B3.15c	YGR065C
SPAC1B3.16c	YGR065C
SPAC1B3.18c	YNL306W
SPAC1952.01	YLR459W
SPAC1952.02	YMR269W
SPAC1952.03	YHL013C
SPAC1952.04c	YBL029C-A
SPAC1952.05	YGR252W
SPAC1952.08c	YLR456W
SPAC1952.08c	YPR172W
SPAC1952.07	YOR368W
SPAC1952.09c	YBL015W
SPAC1952.12c	YDR179C
SPAC1952.13	YMR165C
SPAC1952.14c	YGR076C
SPAC1952.15c	YER044C-A
SPAC890.02c	YOR195W
SPAC890.03	YPL150W
SPAC890.04c	YOR272W
SPAC890.05	YGR280C
SPAC890.06	YER105C
SPAC890.06	YBL079W
SPAC890.07c	YBR034C
SPAC890.08	YDL075W
SPAC890.08	YLR406C
SPAC22E12.01	YML038C
SPAC22E12.04	YMR038C
SPAC22E12.05c	YCL001W
SPAC22E12.06c	YDR245W
SPAC22E12.06c	YJL183W
SPAC22E12.07	YMR235C
SPAC22E12.08	YBL025W
SPAC22E12.09c	YNL238W
SPAC22E12.10c	YER141W
SPAC22E12.10c	YPL252C
SPAC22E12.11c	YKR029C
SPAC22E12.11c	YJL105W
SPAC22E12.13c	YLR009W
SPAC22E12.14c	YHR205W
SPAC22E12.16c	YNL267W
SPAC22E12.17c	YER122C
SPAC22E12.18	YLR287C
SPAC22E12.19	YCR033W
SPAC2E12.02	YGL073W
SPAC2E12.02	YHR206W
SPAC2E12.02	YOR140W
SPAC2E12.03c	YBR147W
SPAC2E12.03c	YDR090C
SPAC2E12.03c	YDR352W
SPAC2E12.03c	YOL092W
SPAC1006.01	YEL060C
SPAC1006.01	YOR003W
SPAC1006.02	YPR085C
SPAC1006.05c	YGL038C
SPAC1006.05c	YJR075W
SPAC1006.06	YGR070W
SPAC1006.06	YLR371W
SPAC1006.07	YKR059W
SPAC1006.07	YJL138C
SPAC1006.09	YCR073C
SPAC1006.09	YNR031C
SPAC1250.05	YGL030W
SPAC1250.04c	YDL200C
SPAC1250.07	YOR110W
SPAC1250.01	YOR290C
SPAC1250.01	YIL126W
SPAC29A4.20	YPL086C
SPAC29A4.19c	YOR291W
SPAC29A4.18	YPL139C
SPAC29A4.18	YOR229W
SPAC29A4.18	YOR230W
SPAC29A4.17c	YAL008W
SPAC29A4.16	YCR008W
SPAC29A4.15	YDR023W
SPAC29A4.14c	YDR329C
SPAC29A4.11	YOR127W
SPAC29A4.11	YDR379W
SPAC29A4.10	YLR141W
SPAC29A4.09	YDR412W
SPAC29A4.08c	YLL036C
SPAC29A4.07	YBR253W
SPAC29A4.04c	YLR175W
SPAC29A4.03c	YBR146W
SPAC29A4.02c	YGR201C
SPAC29A4.02c	YKL081W
SPAC29A4.02c	YPL048W
SPSNORNA.15	YNCK0009W
SPAC26F1.14c	YNR074C
SPSNORNA.16	YNCB0003W
SPAC26F1.13c	YPL160W
SPAC26F1.12c	YGR187C
SPAC26F1.10c	YOR208W
SPAC26F1.10c	YER075C
SPAC26F1.09	YPL249C
SPAC26F1.09	YMR192W
SPAC26F1.08c	YDL231C
SPAC26F1.07	YDR368W
SPAC26F1.07	YOR120W
SPAC26F1.06	YKL152C
SPAC26F1.06	YDL021W
SPAC26F1.06	YOL056W
SPAC26F1.04c	YBR026C
SPAC26F1.03	YER178W
SPAC26F1.01	YPR095C
SPAPJ691.02	YBL049W
SPAPJ691.03	YCL057C-A
SPAC19D5.01	YOR208W
SPAC19D5.01	YER075C
SPAC19D5.02c	YDR056C
SPAC19D5.04	YDR457W
SPAC19D5.05c	YHR148W
SPAC19D5.11c	YHR191C
SPAC19D5.06c	YGL246C
SPAC19D5.07	YGR019W
SPAC14C4.02c	YOL034W
SPAC14C4.16	YBR233W-A
SPAC14C4.03	YOR351C
SPAC14C4.05c	YDR458C
SPAC14C4.05c	YML034W
SPAC14C4.06c	YGL122C
SPAC14C4.07	YJL163C
SPAC14C4.11	YFL004W
SPAC14C4.11	YPL019C
SPAC14C4.12c	YAL034C
SPAC14C4.12c	YOR338W
SPAC14C4.13	YER173W
SPAC14C4.14	YBL099W
SPAC14C4.15c	YHR028C
SPAC14C4.15c	YOR219C
SPAPJ760.02c	YCR088W
SPAC2H10.02c	YIL007C
SPAC11E3.01c	YDR334W
SPAC11E3.02c	YOR296W
SPAC11E3.03	YCR086W
SPAC11E3.04c	YDR092W
SPAC11E3.05	YDR128W
SPAC11E3.06	YMR043W
SPAC11E3.06	YMR042W
SPAC11E3.07	YOR332W
SPAC11E3.08c	YER038C
SPAC11E3.09	YDL230W
SPAC11E3.10	YJR112W-A
SPAC11E3.11c	YBL060W
SPAC11E3.13c	YOL030W
SPAC11E3.14	YJL082W
SPAC11E3.14	YKR018C
SPAC11E3.15	YLR061W
SPAC11E3.15	YFL034C-A
SPAP8A3.03	YIL023C
SPAP8A3.04c	YFL014W
SPAP8A3.05	YOR076C
SPAP8A3.07c	YDR035W
SPAP8A3.07c	YBR249C
SPAP8A3.08	YGL106W
SPAP8A3.09c	YAL016W
SPAP8A3.10	YLR193C
SPAP8A3.11c	YHR168W
SPAP8A3.13c	YGR066C
SPAP8A3.13c	YBR105C
SPAP8A3.14c	YLR139C
SPAC4D7.01c	YDR170C
SPAC4D7.02c	YPL206C
SPAC4D7.03	YFL009W
SPAC4D7.04c	YBR002C
SPAC4D7.04c	YMR101C
SPAC4D7.05	YMR146C
SPAC4D7.06c	YBR213W
SPAC4D7.08c	YMR300C
SPSNORNA.17	YNCO0003C
SPAC4D7.09	YOR260W
SPAC4D7.10c	YOL148C
SPAC4D7.14	YGL108C
SPAC4D7.12c	YLR243W
SPAC4D7.13	YKL012W
SPAC3G6.01	YER164W
SPAC3G6.02	YDR363W-A
SPAC3G6.03c	YOR111W
SPAC3G6.04	YNL175C
SPSNORNA.19	YNCH0014W
SPSNORNA.19	YNCK0013W
SPAC3G6.05	YOR292C
SPAC3G6.06c	YKL113C
SPAC3G6.08	YGR029W
SPAC3G6.09c	YDR074W
SPAC3G6.10c	YKR020W
SPAC3G6.11	YPL008W
SPAC3G6.13c	YDL184C
SPAC3G6.13c	YDL133C-A
SPAC29B12.01	YGL150C
SPAC29B12.02c	YJL168C
SPAC29B12.03	YLR437C
SPAC29B12.04	YMR096W
SPAC29B12.04	YFL059W
SPAC29B12.04	YNL333W
SPAC29B12.05c	YNL063W
SPAC29B12.06c	YNL288W
SPAC29B12.07	YPL085W
SPAC29B12.10c	YJL212C
SPAC29B12.10c	YPR194C
SPAC29B12.12	YKL084W
SPAC29B12.14c	YBR021W
SPAC29B12.14c	YIR028W
SPAC29B12.14c	YBL042C
SPAC1039.01	YKL174C
SPAC1039.01	YGL077C
SPAC1039.01	YDL210W
SPAC1039.02	YHR202W
SPAC1039.04	YGR260W
SPAC1039.05c	YPR022C
SPAC1039.06	YGL196W
SPAC1039.09	YBR068C
SPAC1039.09	YBR069C
SPAC1039.09	YCL025C
SPAC1039.09	YDR046C
SPAC1039.09	YDR508C
SPAC1039.09	YGR191W
SPAC1039.09	YKR039W
SPAC1039.09	YNL268W
SPAC1039.09	YNL270C
SPAC1039.09	YOL020W
SPAC1039.10	YER057C
SPAC1039.10	YIL051C
SPAC922.06	YNL202W
SPAC922.07c	YMR170C
SPAC922.07c	YMR169C
SPAC869.11	YBR068C
SPAC869.11	YBR069C
SPAC869.11	YCL025C
SPAC869.11	YDR046C
SPAC869.11	YDR508C
SPAC869.11	YGR191W
SPAC869.11	YKR039W
SPAC869.11	YNL268W
SPAC869.11	YNL270C
SPAC869.11	YOL020W
SPAC869.10c	YOR348C
SPAC869.07c	YSC0021
SPAC869.07c	YSC0024
SPAC869.07c	YSC0025
SPAC869.07c	YSC0019
SPAC869.05c	YBR294W
SPAC869.05c	YLR092W
SPAC869.03c	YHL016C
SPAC869.02c	YGR234W
SPAC186.03	YLR155C
SPAC186.03	YLR157C
SPAC186.03	YLR158C
SPAC186.03	YLR160C
SPAC186.05c	YBR187W
SPAC186.06	YHR029C
SPAC750.08c	YKL029C
SPBC1348.06c	YGL258W
SPBC1348.06c	YOR387C
SPBC1348.10c	YMR008C
SPBC1348.10c	YMR006C
SPBC1348.10c	YOL011W
SPBC1348.14c	YHR094C
SPBC1348.14c	YMR011W
SPBC1348.14c	YHR092C
SPBC1348.14c	YHR096C
SPBC1348.14c	YDR343C
SPBC1348.14c	YDR342C
SPBC1348.14c	YJL214W
SPBC1348.14c	YJL219W
SPBC1348.14c	YOL156W
SPBC1348.14c	YEL069C
SPBC1348.14c	YNL318C
SPBC1348.14c	YDL245C
SPBC1348.14c	YJR158W
SPBC1348.14c	YNR072W
SPBC1348.14c	YLR081W
SPBC1348.14c	YDR536W
SPBC1348.14c	YGR289C
SPBPB8B6.02c	YHL016C
SPBPB8B6.03	YDR242W
SPBPB8B6.05c	YLR155C
SPBPB8B6.05c	YLR157C
SPBPB8B6.05c	YLR158C
SPBPB8B6.05c	YLR160C
SPBPB8B6.06c	YOR390W
SPBPB8B6.06c	YPL279C
SPBPB21E7.01c	YGR254W
SPBPB21E7.01c	YHR174W
SPBPB21E7.01c	YOR393W
SPBPB21E7.01c	YPL281C
SPBPB21E7.01c	YMR323W
SPBPB21E7.07	YHR029C
SPBPB21E7.08	YJL213W
SPBPB21E7.09	YLR155C
SPBPB21E7.09	YLR157C
SPBPB21E7.09	YLR158C
SPBPB21E7.09	YLR160C
SPBPB10D8.01	YLL055W
SPBPB10D8.04c	YPL092W
SPBPB10D8.05c	YPL092W
SPBPB10D8.06c	YPL092W
SPBPB10D8.07c	YPL092W
SPBC359.01	YBR068C
SPBC359.01	YBR069C
SPBC359.01	YCL025C
SPBC359.01	YDR046C
SPBC359.01	YDR508C
SPBC359.01	YGR191W
SPBC359.01	YKR039W
SPBC359.01	YNL268W
SPBC359.01	YNL270C
SPBC359.01	YOL020W
SPBC359.03c	YBR068C
SPBC359.03c	YBR069C
SPBC359.03c	YCL025C
SPBC359.03c	YDR046C
SPBC359.03c	YDR508C
SPBC359.03c	YGR191W
SPBC359.03c	YKR039W
SPBC359.03c	YNL268W
SPBC359.03c	YNL270C
SPBC359.03c	YOL020W
SPBC359.05	YLL048C
SPBC359.05	YDR135C
SPBC359.05	YLL015W
SPBC359.05	YHL035C
SPBC359.05	YGR281W
SPBC1683.01	YML123C
SPBC1683.03c	YOR378W
SPBC1683.05	YBR021W
SPBC1683.05	YIR028W
SPBC1683.05	YBL042C
SPBC1683.06c	YDR400W
SPBC1683.07	YIL172C
SPBC1683.07	YJL221C
SPBC1683.07	YOL157C
SPBC1683.07	YJL216C
SPBC1683.07	YGR287C
SPBC1683.07	YBR299W
SPBC1683.07	YGR292W
SPBC1683.08	YHR094C
SPBC1683.08	YMR011W
SPBC1683.08	YHR092C
SPBC1683.08	YHR096C
SPBC1683.08	YDR343C
SPBC1683.08	YDR342C
SPBC1683.08	YJL214W
SPBC1683.08	YJL219W
SPBC1683.08	YOL156W
SPBC1683.08	YEL069C
SPBC1683.08	YNL318C
SPBC1683.08	YDL245C
SPBC1683.08	YJR158W
SPBC1683.08	YNR072W
SPBC1683.08	YLR081W
SPBC1683.08	YDR536W
SPBC1683.08	YGR289C
SPBC1683.09c	YLR214W
SPBC1683.09c	YKL220C
SPBC1683.09c	YOR381W
SPBC1683.09c	YNR060W
SPBC1683.09c	YGL160W
SPBC1683.09c	YLR047C
SPBC1683.09c	YOR384W
SPBC1683.09c	YLL051C
SPBC1683.09c	YOL152W
SPBC1683.10c	YLR220W
SPBC1683.11c	YER065C
SPBC1683.11c	YPR006C
SPBC1683.12	YGR260W
SPBC1683.13c	YOR337W
SPBC1683.13c	YLR098C
SPBC1198.01	YDL168W
SPBC1198.02	YNL141W
SPBC1198.04c	YPR022C
SPBC1198.05	YDR454C
SPBC1198.06c	YMR238W
SPBC1198.07c	YMR238W
SPBC1198.08	YFR044C
SPBC1198.10c	YCR024C
SPBC1198.09	YGR133W
SPBC1198.11c	YBR049C
SPBC1198.11c	YDR026C
SPBC1198.13c	YGR005C
SPBC1198.12	YGL003C
SPBC1198.14c	YLR377C
SPBC660.05	YFL010C
SPBC660.06	YFL010C
SPBC660.07	YDR001C
SPBC660.07	YBR001C
SPBC660.08	YLR211C
SPBC660.10	YJL102W
SPBC660.11	YLL046C
SPBC660.13c	YAR007C
SPBC660.14	YJL187C
SPBC660.15	YOL123W
SPBC660.16	YHR183W
SPBC660.16	YGR256W
SPBC660.17c	YGR016W
SPBC31E1.01c	YNL242W
SPBC31E1.02c	YGL167C
SPBC31E1.03	YNR032C-A
SPBC31E1.04	YOR036W
SPBC31E1.05	YDL207W
SPBC31E1.06	YPL217C
SPBC800.02	YOR083W
SPBC800.03	YNL021W
SPBC800.04c	YPR043W
SPBC800.04c	YJR094W-A
SPBC800.05c	YML085C
SPBC800.05c	YML124C
SPBC800.06	YOL077C
SPBC800.08	YNL062C
SPBC800.09	YPR129W
SPBC800.10c	YBL047C
SPBC800.13	YFR046C
SPBC1773.01	YMR029C
SPBC1773.02c	YIL010W
SPBC1773.04	YGL157W
SPBC1773.04	YOL151W
SPBC1773.04	YGL039W
SPBC1773.04	YDR541C
SPBC1773.05c	YJR159W
SPBC1773.05c	YDL246C
SPBC1773.05c	YLR070C
SPBC1773.07c	YDR002W
SPBC1773.08c	YNL029C
SPBC1773.08c	YIL085C
SPBC1773.09c	YJL162C
SPBC1773.10c	YHR019C
SPBC1773.11c	YCR094W
SPBC1773.11c	YNL323W
SPBC1773.11c	YNR048W
SPBC1773.13	YGL202W
SPBC1773.13	YHR137W
SPBC1773.14	YHR018C
SPBC1773.15	YJR152W
SPBC1773.15	YLR004C
SPBC1773.17c	YNL274C
SPBP26C9.02c	YPL111W
SPBP26C9.03c	YMR319C
SPBC1271.15c	YOL023W
SPBC1271.14	YMR062C
SPBC1271.13	YJL063C
SPBC1271.12	YHR001W
SPBC1271.12	YKR003W
SPBC1271.12	YOR237W
SPBC1271.12	YPL145C
SPBC1271.11	YNL003C
SPBC1271.10c	YNR055C
SPBC1271.09	YCR098C
SPBC1271.05c	YOR052C
SPBC1271.04c	YHR068W
SPBC1271.03c	YLL010C
SPBC1271.03c	YLR019W
SPBC1271.02	YGL022W
SPBC106.01	YDL028C
SPBC106.02c	YKL086W
SPBC106.03	YHR017W
SPBC106.04	YML035C
SPBC106.05c	YDR322C-A
SPBC106.06	YDL143W
SPBC106.07c	YGR147C
SPBC106.09	YNL172W
SPBC106.10	YJL164C
SPBC106.10	YPL203W
SPBC106.10	YKL166C
SPBC106.13	YIL097W
SPBC106.14c	YGR245C
SPBC106.15	YPL117C
SPBC106.16	YOL038W
SPBC106.18	YOL127W
SPBC106.20	YJL085W
SPBC582.03	YGR108W
SPBC582.03	YPR119W
SPBC582.05c	YHR154W
SPBC582.07c	YPR108W
SPBC582.08	YDR111C
SPBC582.08	YLR089C
SPBC582.09	YOL147C
SPBC582.10c	YBR114W
SPBC428.01c	YDL116W
SPBC428.02c	YHR208W
SPBC428.02c	YJR148W
SPBC428.03c	YAR071W
SPBC428.03c	YHR215W
SPBC428.03c	YDL024C
SPBC428.03c	YBR093C
SPBC428.03c	YBR092C
SPBC428.04	YIL040W
SPBC428.05c	YOL058W
SPBC428.06c	YBR095C
SPBC428.11	YLR303W
SPBC428.13c	YIL106W
SPBC428.14	YBR042C
SPBC428.14	YDR018C
SPBC428.15	YGR210C
SPBC428.16c	YCR027C
SPBC428.17c	YDR014W
SPBC428.18	YJR046W
SPBC428.19c	YMR093W
SPBC428.20c	YNL126W
SPBC902.02c	YMR078C
SPBC902.03	YAL009W
SPBC902.05c	YOR136W
SPBC1685.01	YIL113W
SPBC1685.01	YNL053W
SPBC1685.02c	YOR369C
SPBC1685.03	YIR022W
SPBC1685.16	YCL005W-A
SPBC1685.05	YNL123W
